"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X7.223__295.2038__.M.H..__w.o.MS2.ISOPALMITIC.ACID",1.1471,-0.22488,2.368,0.035492,0.39699,-3.6758
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",0.49149,0.068279,2.332,0.037892,0.39699,-3.7076
"X3.991__160.04408000000001__.M.H..__w.o.MS2.Brompheniramine",-0.72654,-0.03137,-2.3174,0.038911,0.39699,-3.7205
"X5.679__207.6095__.M.H..__Unknown",-0.63021,-0.22224,-2.3158,0.03902,0.39699,-3.7218
"X4.651__114.03719__.M.H..__Unknown",-0.4949,0.031059,-2.2808,0.041574,0.39699,-3.7527
"X5.271__207.09741__.M.H..__w.o.MS2.3.methyl.6..2.methylpropyl.piperazine.2.5.dione",-1.4374,-0.12346,-2.2624,0.042981,0.39699,-3.7689
"X3.859__160.04425000000001__.M.H..__w.o.MS2.Brompheniramine",-0.73725,-0.029875,-2.2593,0.043221,0.39699,-3.7716
"X2.236__181.08635000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.501",0.45771,-0.059277,2.2476,0.044142,0.39699,-3.7819
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",-1.3093,-0.97694,-2.2354,0.045124,0.39699,-3.7926
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",-0.53821,-0.23798,-2.2325,0.045359,0.39699,-3.7951
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-2.2401,-0.12793,-2.2314,0.045449,0.39699,-3.7961
"X5.612__313.19296000000003__.M.H..__w.o.MS2.55268.74.1",0.67875,-0.098732,2.2168,0.046665,0.39699,-3.809
"X0.513__265.01522999999997__.M.CH3OH.H..__Unknown",2.5297,1.1047,2.2097,0.047264,0.39699,-3.8152
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",-1.1156,-0.2754,-2.1929,0.048706,0.39699,-3.8298
"X4.174__249.12058999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",0.71711,0.13759,2.1654,0.051165,0.39699,-3.8539
"X7.218__193.0891__.M.H..__w.o.MS2.C11H12O3..PlaSMA.ID.584",0.72344,0.429,2.143,0.053256,0.39699,-3.8735
"X6.191__296.22397000000001__.M.H..__w.o.MS2.Unknown..carbon.number.17...PlaSMA.ID.1530",0.51035,-0.1438,2.1387,0.053668,0.39699,-3.8772
"X1.937__146.06014999999999__.M.H..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.58793,-0.089477,-2.1313,0.054382,0.39699,-3.8837
"X0.908__130.05080000000001__.M.H..__w.o.MS2.Pyroglutamic.acid..not.validated..isomer.of.88...PlaSMA.ID.89",1.0789,-1.8346,2.1272,0.054781,0.39699,-3.8873
"X6.777__309.28003000000001__.M.H..__w.o.MS2.Sclareol",0.78075,0.28688,2.1241,0.055086,0.39699,-3.89
"X7.183__250.17766__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",0.69101,0.12563,2.1169,0.055794,0.39699,-3.8962
"X1.031__202.18224000000001__.M.H..__Unknown",1.0436,0.1117,2.1144,0.05604,0.39699,-3.8984
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",-0.54603,-0.050454,-2.1112,0.056363,0.39699,-3.9012
"X1.009__517.02832000000001__.M.K..__w.o.MS2.Isorhamnetin.3.galactoside",-1.006,0.066427,-2.1105,0.056436,0.39699,-3.9018
"X0.852__154.94202999999999__.M.H..__Unknown",-1.1193,0.062088,-2.0927,0.058253,0.39699,-3.9173
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",-0.74488,-0.70702,-2.0774,0.059852,0.39699,-3.9306
"X3.013__164.14410000000001__.M.H..__Unknown",-1.4092,-0.48348,-2.0733,0.060292,0.39699,-3.9341
"X0.586__212.85091__.M.K..__Unknown",-0.59989,0.13331,-2.0577,0.061974,0.39699,-3.9476
"X2.497__176.07837000000001__.M.H..__w.o.MS2.allantonin",-0.97187,0.11434,-2.0555,0.062217,0.39699,-3.9495
"X2.958__169.07578000000001__.M.H..__w.o.MS2.Norharman..PlaSMA.ID.382",-0.51429,-0.048482,-2.0553,0.062237,0.39699,-3.9497
"X1.009__355.03084999999999__.M.H..__w.o.MS2.Pinoquercetin",-0.73469,0.098737,-2.0519,0.062618,0.39699,-3.9527
"X3.093__486.04108000000002__.M.H..__Unknown",-0.60089,-0.086819,-2.0486,0.062974,0.39699,-3.9554
"X3.846__396.1626__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-3.7542,-2.2026,-2.0474,0.063114,0.39699,-3.9565
"X5.159__540.68871999999999__.M.2H.2.__Unknown",-1.7885,-0.55236,-2.0452,0.063355,0.39699,-3.9584
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",-1.4342,-0.2494,-2.0314,0.064922,0.39699,-3.9704
"X0.58__493.00060999999999__.M.K..__Unknown",-1.0405,0.20211,-2.0279,0.065326,0.39699,-3.9734
"X3.325__171.1026__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.398",0.52547,-0.082837,2.0268,0.065451,0.39699,-3.9743
"X0.514__198.94175999999999__.M.H..__Unknown",0.71237,0.062143,2.0219,0.066019,0.39699,-3.9786
"X7.016__350.17809999999997__.M.H..__w.o.MS2.MMV688888",2.7744,0.052392,2.0211,0.066106,0.39699,-3.9792
"X4.542__385.19860999999997__.M.H..__w.o.MS2.NCGC00180558.02.",0.47383,0.083466,2.0132,0.067028,0.39699,-3.986
"X1.086__162.06247999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.300",-1.3525,-1.5912,-2.0073,0.067734,0.39699,-3.9911
"X0.876__234.90781999999999__.M.H..__Unknown",-1.7772,-0.58862,-2.0052,0.067985,0.39699,-3.9929
"X6.341__312.37142999999998__.M.H..__Unknown",0.76952,0.32774,1.9987,0.068761,0.39699,-3.9985
"X3.087__305.09694999999999__.M.H..__w.o.MS2.N.Acetyl.Asp.Glu",-0.36625,-0.087854,-1.9952,0.069183,0.39699,-4.0015
"X2.434__409.18682999999999__.M.H..__w.o.MS2.eudesmin",-1.5738,-0.44965,-1.9941,0.069323,0.39699,-4.0025
"X6.271__328.31873000000002__.M.H..__w.o.MS2.Stearoyl.Ethanolamide",-1.1486,-2.316,-1.9829,0.070698,0.39699,-4.0121
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",0.41582,-0.11901,1.9811,0.070916,0.39699,-4.0136
"X1.459__263.19690000000003__.M.H..__w.o.MS2.7..2.hydroxypropan.2.yl..1.4a.dimethyl.2.3.4.5.6.7.8.8a.octahydronaphthalen.1.ol",-3.4368,-1.5142,-1.9699,0.072315,0.39699,-4.0231
"X1.584__133.03191000000001__.M.H..__Unknown",-0.66367,-0.12238,-1.9601,0.073572,0.39699,-4.0316
"X2.682__505.18524000000002__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",-2.239,-0.78864,-1.9577,0.073875,0.39699,-4.0336
"X2.241__162.05575999999999__.M.H..__w.o.MS2..MLS000860043.01.1.5.Isoquinolinediol.",-0.72713,-0.066516,-1.9546,0.074273,0.39699,-4.0362
"X7.361__379.31157999999999__.M.H..__w.o.MS2.monoolein",1.6664,0.61043,1.9538,0.07438,0.39699,-4.0369
"X0.705__381.08652000000001__.M.K..__w.o.MS2.Excavatin.L",1.6361,-2.9693,1.9411,0.076043,0.40069,-4.0477
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.5554,-0.10317,-1.9348,0.076882,0.40069,-4.0531
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",-0.42462,-0.036791,-1.9218,0.07864,0.40509,-4.0641
"X1.011__77.006039999999999__.M.H..__Unknown",-0.46751,-0.030387,-1.9151,0.079562,0.40513,-4.0698
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",0.74119,0.68561,1.8937,0.082562,0.40634,-4.0879
"X1.458__432.23935__.M.H.H2O..__w.o.MS2.Nakijiquinone.C",-1.4199,-0.46831,-1.8756,0.08519,0.40634,-4.1032
"X0.588__113.10735__.M.H..__Unknown",0.91476,-0.26744,1.8665,0.086534,0.40634,-4.1109
"X8.264__449.38479999999998__.M.H..__w.o.MS2.friedelin",-2.8313,0.80589,-1.8661,0.086589,0.40634,-4.1112
"X2.647__205.08823000000001__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",0.46623,-0.072909,1.8642,0.086878,0.40634,-4.1128
"X4.921__533.18768__.M.2H.2.__Unknown",-1.806,-1.486,-1.8351,0.09133,0.40634,-4.1372
"X0.68__446.15996999999999__.M.H..__w.o.MS2.MLS001158243.01.N..2.hydroxy.2.phenylethyl..2..4..4.methoxyphenyl..2.oxochromen.7.yl.oxyacetamide",-1.8218,0.48577,-1.835,0.091355,0.40634,-4.1374
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",0.35205,0.033294,1.8327,0.091711,0.40634,-4.1393
"X0.593__294.02681999999999__.M.H..__Unknown",0.60734,-0.27038,1.8301,0.092122,0.40634,-4.1414
"X7.36__395.28656000000001__.M.H..__w.o.MS2.Conessine",1.6777,0.94244,1.8245,0.093004,0.40634,-4.1461
"X7.931__388.36068999999998__.M.Na..__Unknown",0.71087,0.026224,1.8211,0.093542,0.40634,-4.1489
"X4.494__214.08488__.M.H..__w.o.MS2.MLS002153472.01.N.Phenylanthranilic.acid91.40.7",0.89759,-0.72857,1.8041,0.096301,0.40634,-4.1631
"X5.679__393.28789999999998__.M.H..__Unknown",-0.94402,-0.010755,-1.7954,0.097742,0.40634,-4.1703
"X5.757__275.16208__.M.H..__w.o.MS2.NCGC00380303.01..E..7.methylidene.10.oxo.4.propan.2.ylundec.5.enoic.acid",0.43738,-0.17348,1.7898,0.098682,0.40634,-4.175
"X4.554__197.12360000000001__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.634",0.47529,-0.078795,1.788,0.098976,0.40634,-4.1764
"X2.433__142.06618__.M.H..__w.o.MS2.5.Hydroxymethylcytosine",-0.39894,-0.024772,-1.7839,0.099678,0.40634,-4.1798
"X5.992__207.13354000000001__.M.H..__w.o.MS2.Ibuprofen",0.50998,0.021319,1.7742,0.10133,0.40634,-4.1879
"X5.905__437.19528000000003__.M.Na..__w.o.MS2.NCGC00384865.01.5.hydroxy.7..4.hydroxy.2.methoxy.3..3.methylbut.2.enyl.phenyl..2.2.dimethyl.7.8.dihydropyrano.3.2.g.chromen.6.one",2.971,-2.0283,1.7682,0.10237,0.40634,-4.1928
"X1.008__87.02569__.M.H..__Unknown",-0.36085,0.049052,-1.7652,0.10289,0.40634,-4.1953
"X1.008__337.05840999999998__.M.K..__w.o.MS2.Velutin",-0.94501,0.42642,-1.758,0.10416,0.40634,-4.2012
"X0.859__98.984960000000001__.M.H..__Unknown",1.0686,-0.64099,1.7494,0.10568,0.40634,-4.2083
"X0.591__226.04044999999999__.M.H..__Unknown",0.60266,0.031099,1.7487,0.1058,0.40634,-4.2088
"X1.095__252.15924000000001__.M.H..__Unknown",0.43269,-0.050995,1.7478,0.10596,0.40634,-4.2096
"X1.008__472.12173000000001__.M.H..__Unknown",-2.1806,-0.025587,-1.7462,0.10625,0.40634,-4.2109
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",-0.39783,-0.04485,-1.7449,0.10648,0.40634,-4.2119
"X1.913__184.16908000000001__.M.H..__Unknown",0.45346,-0.015508,1.7428,0.10686,0.40634,-4.2137
"X0.853__100.07642__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",0.87415,-1.1289,1.7348,0.10832,0.40634,-4.2203
"X5.903__432.23993000000002__.M.H..__w.o.MS2.N..2....1S.9aR..octahydro.1H.quinolizin.1.yl.methyl..3.oxo.1.2.3.4.tetrahydrobenzo.4.5.imidazo.1.2.a.pyrazin.8.yl.propionamide",0.73039,0.13933,1.7301,0.10917,0.40634,-4.2241
"X7.028__320.24691999999999__.M.H..__Unknown",0.37483,0.33636,1.7155,0.11188,0.40634,-4.236
"X2.345__146.11841000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.184",-0.40212,-0.046265,-1.71,0.11292,0.40634,-4.2405
"X0.72__161.07374999999999__.M.H..__w.o.MS2.MLS001048867.01.1H.indole.3.carboxamide",-1.6316,0.96347,-1.7089,0.11313,0.40634,-4.2413
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",1.2374,-2.5075,1.7049,0.11389,0.40634,-4.2446
"X4.575__231.10056__.M.H..__w.o.MS2.MLS000069555.01.NAPROXEN.SODIUM",0.44172,-0.7574,1.7043,0.11401,0.40634,-4.2451
"X0.729__115.05598999999999__.M.H..__w.o.MS2.Diallyl.Sulfide",-0.98423,0.57782,-1.6926,0.11626,0.40634,-4.2546
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.38207,-0.066715,-1.6926,0.11626,0.40634,-4.2546
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",0.98638,-1.9075,1.6899,0.11679,0.40634,-4.2568
"X1.629__130.06524999999999__.M.H..__w.o.MS2.Indole.3.carbinol..LC.ESI.QTOF..MS2..CE",-0.72684,0.2272,-1.6886,0.11703,0.40634,-4.2578
"X1.01__89.042119999999997__.M.H..__Unknown",-0.27988,0.097427,-1.6867,0.11741,0.40634,-4.2593
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",0.79212,0.49168,1.6832,0.11809,0.40634,-4.2622
"X1.01__75.02637__.M.Na..__Unknown",-0.28532,-0.10037,-1.6781,0.11911,0.40634,-4.2663
"X5.823__253.14127999999999__.M.H..__w.o.MS2.NCGC00169882.02_C14H20O4_.8aR.12S.12aR..12.Hydroxy.4.methyl.4.5.6.7.8.8a.12.12a.octahydro.2H.3.benzoxecine.2.9.1H..dione",0.49842,0.16329,1.6614,0.12247,0.40634,-4.2797
"X0.685__85.028310000000005__.M.H..__w.o.MS2.Unknown..carbon.number.4...PlaSMA.ID.2",-1.8935,1.6779,-1.6597,0.12282,0.40634,-4.2811
"X3.855__247.10905__.M.H..__w.o.MS2.MLS001066362.01.N.Acetyl.D.tryptophan",0.60217,-0.1206,1.6585,0.12306,0.40634,-4.2821
"X6.845__352.32128999999998__.M.H..__Unknown",2.8206,-5.5623,1.653,0.12419,0.40634,-4.2865
"X1.617__136.93144000000001__.M.H..__Unknown",-0.8326,-0.04471,-1.6529,0.1242,0.40634,-4.2865
"X5.678__376.26067999999998__.M.H..__Unknown",-0.93175,-0.25412,-1.652,0.12439,0.40634,-4.2872
"X6.063__347.14053000000001__.M.Na..__w.o.MS2.N..3.4.dimethoxyphenethyl..1H.indole.3.carboxamide",0.3467,-0.061004,1.6488,0.12505,0.40634,-4.2898
"X0.58__329.99657999999999__.M.H..__Unknown",0.43016,-0.13567,1.6482,0.12517,0.40634,-4.2903
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.44147,-0.18838,-1.6433,0.1262,0.40634,-4.2942
"X5.676__292.26431000000002__.M.H..__Unknown",-0.9266,-0.25003,-1.634,0.12814,0.40634,-4.3016
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",-0.43331,0.087111,-1.628,0.12942,0.40634,-4.3064
"X5.392__274.28564__.M.H..__Unknown",0.76092,-0.77468,1.6266,0.12973,0.40634,-4.3075
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",-0.60109,-1.4117,-1.6261,0.12984,0.40634,-4.3079
"X3.921__481.21181999999999__.M.H..__Unknown",0.9469,-0.13373,1.6212,0.13089,0.40634,-4.3118
"X1.999__103.05457__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.16",-0.30704,-0.424,-1.6186,0.13145,0.40634,-4.3139
"X1.164__186.99564000000001__.M.H..__w.o.MS2.D.....3.PHOSPHOGLYCERIC.ACID",0.86596,-0.47198,1.6137,0.13252,0.40634,-4.3178
"X4.647__160.04292000000001__.M.H..__w.o.MS2.Brompheniramine",-0.45359,-0.088304,-1.6136,0.13253,0.40634,-4.3178
"X6.422__317.13222999999999__.M.H..__w.o.MS2.2.morpholino.7H.naphtho.1.2.3.de.quinolin.7.one",0.41875,-0.28468,1.6035,0.13476,0.40634,-4.3258
"X3.78__183.06880000000001__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.514",0.42488,0.015898,1.6033,0.13479,0.40634,-4.326
"X0.584__200.03999__.M.Na..__w.o.MS2.2.amino.3.prop.2.enylsulfinylpropanoic.acid",-0.29223,-0.26351,-1.598,0.13597,0.40634,-4.3301
"X7.533__371.32468__.M.H..__Unknown",0.4089,0.043928,1.5975,0.13609,0.40634,-4.3306
"X5.839__259.13198999999997__.M.H..__w.o.MS2.2.methoxy.5.methyl.3..2.methylbut.3.en.2.yl.chromen.4.one",0.70879,-0.12964,1.5863,0.1386,0.40634,-4.3394
"X1.459__220.07642000000001__.M.H..__w.o.MS2.O.SUCCINYL.L.HOMOSERINE",-0.88302,-0.57143,-1.5858,0.13872,0.40634,-4.3398
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",0.47334,-0.15785,1.584,0.13914,0.40634,-4.3412
"X4.653__377.07898__.M.2H.2.__w.o.MS2.Chlorogenic.acid",-1.1379,-0.42303,-1.5781,0.14048,0.40634,-4.3458
"X0.844__256.08458999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1107",1.692,-2.8603,1.5779,0.14051,0.40634,-4.3459
"X7.023__376.31873000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",0.7593,-2.1396,1.5684,0.14272,0.40634,-4.3534
"X6.129__337.07611__.M.Na..__7.8.dihydroxy.5.6.dimethoxy.2.phenyl.4H.chromen.4.one",-0.87672,-3.0606,-1.5669,0.14306,0.40634,-4.3545
"X7.226__151.07705999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",0.9605,0.52995,1.5668,0.14309,0.40634,-4.3546
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",0.69938,-0.14768,1.5554,0.14576,0.40894,-4.3635
"X7.219__311.25344999999999__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",0.53138,0.48742,1.555,0.14585,0.40894,-4.3638
"X0.581__218.01214999999999__.M.Na..__w.o.MS2.Propanil",-0.38235,-0.15151,-1.5473,0.1477,0.41153,-4.3698
"X4.517__197.08624__.M.H..__w.o.MS2..MLS002207182.01.2..Hydroxy.4..6..dimethoxyacetophenone90.24.4.",0.41078,-0.089725,1.5389,0.14973,0.41456,-4.3763
"X0.726__292.12484999999998__.M.H..__w.o.MS2.Cyproconazole..LC.ESI.ITFT..MS2..CE",-1.0565,0.90745,-1.5312,0.1516,0.41469,-4.3823
"X6.03__326.37839000000002__.M.H..__Unknown",0.59404,-1.4418,1.5291,0.15211,0.41469,-4.3838
"X0.709__245.15268__.M.H..__w.o.MS2.KOBUSONE",-1.4661,0.15241,-1.5272,0.15258,0.41469,-4.3853
"X1.348__200.97656000000001__.M.H..__Unknown",-0.94704,0.20603,-1.5117,0.15645,0.42022,-4.3972
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",0.92894,-0.6389,1.5114,0.15652,0.42022,-4.3975
"X1.01__397.07754999999997__.M.H..__Unknown",-1.0899,0.10644,-1.4966,0.16027,0.42515,-4.4087
"X1.585__152.05681999999999__.M.CH3OH.H..__w.o.MS2.Guanine..CE0..UYTPUPDQBNUYGX.UHFFFAOYSA.N",0.83868,-0.81322,1.4966,0.16027,0.42515,-4.4087
"X4.087__232.17075__.M.H..__w.o.MS2.Alpha.pyrrolidinovalerophenone",-0.79721,-0.38968,-1.4928,0.16125,0.4252,-4.4116
"X3.635__191.07396__.M.H..__w.o.MS2.2.hydroxy.4.methyl.3H.benzo.e..1.4.diazepin.5.4H..one",0.41629,-0.035499,1.4871,0.16275,0.4266,-4.416
"X2.197__144.04822999999999__.M.H..__w.o.MS2.4.Methyl.5.thiazoleethanol",-0.5841,-0.17788,-1.482,0.16406,0.42691,-4.4198
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.29232,-0.55809,1.4791,0.16482,0.42691,-4.422
"X6.011__446.26711999999998__.M.H..__Unknown",0.66405,0.045507,1.4756,0.16575,0.42691,-4.4247
"X1.805__209.09503000000001__.M.H..__w.o.MS2.MLS000069600.01.CHALCONE614.47.1",-0.35702,-1.2809,-1.4683,0.16768,0.42938,-4.4302
"X1.631__175.08632__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.417",-0.58569,-0.45406,-1.4591,0.17017,0.43325,-4.4371
"X0.581__233.99332000000001__.M.K..__Unknown",-0.6633,0.20724,-1.4534,0.17171,0.43468,-4.4414
"X1.082__138.09088__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.137",0.41838,0.17317,1.4277,0.17882,0.45011,-4.4605
"X2.263__138.05547000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.134",-0.26095,-0.0073528,-1.4114,0.18348,0.45657,-4.4726
