"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X0.876__234.90781999999999__.M.H..__Unknown",-1.8103,-0.19214,-2.008,0.079371,0.71092,-4.5458
"X0.513__265.01522999999997__.M.CH3OH.H..__Unknown",2.24,0.82938,1.997,0.080729,0.71092,-4.5463
"X0.682__184.07486__.M.H..__w.o.MS2.Phosphocholine",-2.4333,-2.6421,-1.9757,0.083439,0.71092,-4.5474
"X2.672__136.06525__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",1.3896,-2.7891,1.9552,0.086136,0.71092,-4.5484
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-6.0981,-2.2508,-1.9417,0.087958,0.71092,-4.5491
"X1.161__98.983879999999999__.M.H..__Unknown",1.3581,0.097078,1.9194,0.091045,0.71092,-4.5502
"X0.586__212.85091__.M.K..__Unknown",-1.697,-0.039602,-1.9036,0.093293,0.71092,-4.551
"X2.379__329.06792999999999__.M.H..__w.o.MS2.aflatoxin.G1",-1.6868,0.65937,-1.9008,0.093685,0.71092,-4.5512
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",0.70692,0.081577,1.8975,0.09417,0.71092,-4.5513
"X4.421__287.15935999999999__.M.H..__w.o.MS2.2..1.hydroxy.1.methoxy.3.methylbutyl..6.methyl.5H..1.3.dioxolo.4.5.c.pyridin.4.one",0.67681,0.030722,1.8673,0.098655,0.71092,-4.5529
"X0.634__298.10275000000001__.M.H..__w.o.MS2.ACTIPHENOL",3.4088,-3.5063,1.8591,0.099902,0.71092,-4.5533
"X5.903__432.23993000000002__.M.H..__w.o.MS2.N..2....1S.9aR..octahydro.1H.quinolizin.1.yl.methyl..3.oxo.1.2.3.4.tetrahydrobenzo.4.5.imidazo.1.2.a.pyrazin.8.yl.propionamide",0.92963,-0.020415,1.8564,0.10032,0.71092,-4.5534
"X2.511__132.10147000000001__.M.H..__w.o.MS2.Leucine",-0.57618,-0.29957,-1.8476,0.10169,0.71092,-4.5539
"X1.632__177.95822000000001__.M.H..__Unknown",-1.0579,-0.60256,-1.8461,0.10192,0.71092,-4.5539
"X0.514__166.96071000000001__.M.H..__Unknown",-0.78998,-0.81023,-1.8453,0.10205,0.71092,-4.554
"X2.672__298.10785__.M.H..__5..S.Methylthioadenosine..LC.ESI.QTOF..MS2..CE",1.5733,-3.023,1.838,0.10321,0.71092,-4.5544
"X8.613__379.33453__.M.H..__Unknown",-0.66967,0.5642,-1.8357,0.10357,0.71092,-4.5545
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",1.0827,-1.9566,1.8349,0.10369,0.71092,-4.5545
"X0.705__381.08652000000001__.M.K..__w.o.MS2.Excavatin.L",1.2002,-3.4487,1.8071,0.10821,0.71092,-4.5559
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-2.1038,-0.58053,-1.8042,0.10868,0.71092,-4.5561
"X1.459__220.07642000000001__.M.H..__w.o.MS2.O.SUCCINYL.L.HOMOSERINE",-2.3405,-1.1479,-1.8022,0.10903,0.71092,-4.5562
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",0.86679,0.92209,1.7955,0.11015,0.71092,-4.5565
"X6.271__328.31873000000002__.M.H..__w.o.MS2.Stearoyl.Ethanolamide",0.6992,-1.9674,1.7853,0.11187,0.71092,-4.557
"X0.987__323.98068000000001__.M.K..__Unknown",0.56643,0.16762,1.7662,0.11518,0.71092,-4.558
"X0.896__158.95164__.M.H.H2O..__Unknown",0.78269,0.059733,1.7605,0.1162,0.71092,-4.5583
"X0.785__156.07559000000001__.M.H..__w.o.MS2.3..1.Pyrazolyl..alanine",-0.81847,-0.25329,-1.7441,0.11912,0.71092,-4.5591
"X0.861__136.93008__.M.H.H2O..__Unknown",-1.4633,-0.61568,-1.7438,0.11919,0.71092,-4.5592
"X1.011__321.08443999999997__.M.Na..__w.o.MS2.MMV010764",-4.8855,-1.2267,-1.7412,0.11966,0.71092,-4.5593
"X6.489__540.42609000000004__.M.H..__Unknown",1.2017,-0.44342,1.7311,0.12152,0.71092,-4.5598
"X0.859__98.984960000000001__.M.H..__Unknown",-1.1744,-1.1805,-1.7225,0.12311,0.71092,-4.5602
"X4.087__232.17075__.M.H..__w.o.MS2.Alpha.pyrrolidinovalerophenone",-1.3697,-0.36471,-1.7119,0.1251,0.71092,-4.5608
"X3.991__160.04408000000001__.M.H..__w.o.MS2.Brompheniramine",-0.67144,0.0033139,-1.6952,0.12832,0.71092,-4.5616
"X1.083__312.11176__.M.H..__w.o.MS2.C11H21NO7S..PlaSMA.ID.1653",-2.4077,0.061638,-1.6933,0.12868,0.71092,-4.5617
"X0.844__256.08458999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1107",1.5933,-3.2846,1.6861,0.13011,0.71092,-4.5621
"X4.554__197.12360000000001__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.634",0.55044,-0.13365,1.6813,0.13105,0.71092,-4.5624
"X5.905__437.19528000000003__.M.Na..__w.o.MS2.NCGC00384865.01.5.hydroxy.7..4.hydroxy.2.methoxy.3..3.methylbut.2.enyl.phenyl..2.2.dimethyl.7.8.dihydropyrano.3.2.g.chromen.6.one",2.945,-1.143,1.6677,0.13376,0.71092,-4.563
"X0.615__256.00081999999998__.M.H..__w.o.MS2.methyl.2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate",0.79614,0.31188,1.6616,0.135,0.71092,-4.5634
"X2.241__162.05575999999999__.M.H..__w.o.MS2..MLS000860043.01.1.5.Isoquinolinediol.",-0.70516,-0.014443,-1.6557,0.13621,0.71092,-4.5637
"X1.611__294.15420999999998__.M.H..__w.o.MS2.N.Fructosyl.isoleucine..PlaSMA.ID.1496",-2.6911,0.062559,-1.6509,0.13721,0.71092,-4.5639
"X7.126__545.40197999999998__.M.H..__Unknown",1.0832,0.12193,1.6506,0.13726,0.71092,-4.5639
"X3.686__212.03371999999999__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",-0.90966,0.094846,-1.6418,0.13909,0.71092,-4.5644
"X1.008__337.05840999999998__.M.K..__w.o.MS2.Velutin",-0.74611,0.49905,-1.6341,0.14071,0.71092,-4.5648
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",0.52741,-1.1398,1.633,0.14095,0.71092,-4.5648
"X1.719__168.95728__.M.H..__Unknown",-1.1767,-0.62204,-1.6254,0.14257,0.71092,-4.5652
"X1.031__202.18224000000001__.M.H..__Unknown",1.2218,-0.14204,1.621,0.14351,0.71092,-4.5654
"X0.983__95.024609999999996__.M.H.H2O..__Unknown",0.5276,0.157,1.6132,0.1452,0.71092,-4.5658
"X5.902__415.21395999999999__.M.H..__w.o.MS2.MMV020623",1.9015,0.49032,1.6093,0.14605,0.71092,-4.566
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",-0.46249,-0.024722,-1.6013,0.14782,0.71092,-4.5665
"X4.281__376.13335999999998__.M.H..__w.o.MS2.BEZ.M",-1.4707,0.099066,-1.597,0.14878,0.71092,-4.5667
"X4.147__223.13869__.M.H..__w.o.MS2.Unknown..carbon.number.13...PlaSMA.ID.849",0.59604,-0.077587,1.5955,0.14911,0.71092,-4.5667
"X6.422__317.13222999999999__.M.H..__w.o.MS2.2.morpholino.7H.naphtho.1.2.3.de.quinolin.7.one",0.71978,-0.042298,1.5907,0.15019,0.71092,-4.567
"X1.361__221.09215__.M.H..__w.o.MS2.5.Hydroxytryptophan",-0.75621,-0.022149,-1.5859,0.15125,0.71092,-4.5672
"X7.393__413.26001__.M.Na..__2.acetoxy.4.pentadecylbenzoic.acid",1.0293,0.91581,1.5842,0.15164,0.71092,-4.5673
"X3.439__287.09991__.M.H..__5.7.4..Trihydroxy.8.methylflavanone",0.79737,0.015047,1.5786,0.15291,0.71092,-4.5676
"X2.236__181.08635000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.501",0.47476,-0.1079,1.5692,0.15507,0.71092,-4.5681
"X0.605__364.05880999999999__.M.H..__w.o.MS2.Guanosine.5..monophosphate..LC.ESI.QTOF..MS2..CE",0.85807,0.47076,1.5667,0.15565,0.71092,-4.5682
"X1.609__276.14343000000002__.M.H.H2O..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1286",-2.6455,-0.087042,-1.5667,0.15566,0.71092,-4.5682
"X1__412.97314__.M.K..__Unknown",0.68782,0.61289,1.5527,0.15893,0.71458,-4.5689
"X4.664__249.12031999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",0.57572,-0.063639,1.5495,0.15969,0.71458,-4.5691
"X1.29__165.05426__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.333",0.77054,-1.0695,1.5354,0.16308,0.72113,-4.5698
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",0.53612,0.12194,1.511,0.16907,0.72113,-4.5711
"X4.651__114.03719__.M.H..__Unknown",-0.46708,0.019444,-1.5077,0.1699,0.72113,-4.5712
"X6.969__335.29126000000002__.M.H..__w.o.MS2.arachidic.acid",0.86896,0.24936,1.5002,0.17179,0.72113,-4.5716
"X1.009__74.06__.M.H..__w.o.MS2.N.N.Dimethylformamide",0.61607,-1.3039,1.494,0.17337,0.72113,-4.5719
"X1.458__366.00011999999998__.M.H..__Unknown",-3.4129,-1.4133,-1.4907,0.17422,0.72113,-4.5721
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",-0.94838,-0.13536,-1.4869,0.17519,0.72113,-4.5723
"X6.691__228.24010999999999__.M.H..__Unknown",0.39488,-0.095504,1.4706,0.17944,0.72113,-4.5731
"X4.645__540.21258999999998__.M.H..__w.o.MS2.NCGC00385813.01_C25H30O12_.5E..5..2..beta.D.Glucopyranosyloxy.ethylidene..4....2E..3..4.hydroxy.3.methoxyphenyl..2.propenoyl.oxy..2.methyl.1.cyclopentene.1.carboxylic.acid",2.7031,-1.0757,1.4614,0.18188,0.72113,-4.5736
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",-0.98162,-0.085078,-1.4572,0.18301,0.72113,-4.5738
"X2.526__316.21814000000001__.M.H..__w.o.MS2.NCGC00381331.01_C16H26O5_Pentanoic.acid..3.methyl...5.hydroxy.3..hydroxymethyl..6..1.methylethyl..2.oxo.3.cyclohexen.1.yl.ester",0.75449,-0.027212,1.4501,0.18492,0.72113,-4.5742
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",-0.50277,-0.18086,-1.4475,0.18561,0.72113,-4.5743
"X2.434__243.05409__.M.K..__w.o.MS2.TRYPTOPHAN",-0.38984,-0.0012805,-1.4408,0.18744,0.72113,-4.5746
"X4.517__197.08624__.M.H..__w.o.MS2..MLS002207182.01.2..Hydroxy.4..6..dimethoxyacetophenone90.24.4.",0.48406,-0.072724,1.4399,0.18769,0.72113,-4.5747
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",0.58074,-0.097886,1.4356,0.18888,0.72113,-4.5749
"X0.823__224.93935999999999__.M.H..__Unknown",-0.98288,-0.39188,-1.4334,0.18948,0.72113,-4.575
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-1.3753,0.095526,-1.4127,0.19528,0.72113,-4.576
"X2.607__137.07096999999999__.M.H..__w.o.MS2.N.Methylnicotinamide..CE0..ZYVXHFWBYUDDBM.UHFFFAOYSA.N",0.36646,-0.42625,1.4041,0.19774,0.72113,-4.5765
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",-2.2306,-0.70084,-1.3972,0.19973,0.72113,-4.5768
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",-0.95609,-0.64124,-1.3971,0.19975,0.72113,-4.5768
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.39147,-0.6531,1.396,0.20007,0.72113,-4.5769
"X5.392__274.28564__.M.H..__Unknown",0.66374,-1.0175,1.3937,0.20075,0.72113,-4.577
"X1.01__89.042119999999997__.M.H..__Unknown",-0.3434,0.12942,-1.3742,0.20648,0.72113,-4.578
"X3.013__164.14410000000001__.M.H..__Unknown",-1.5657,-0.32776,-1.3666,0.20877,0.72113,-4.5783
"X0.708__365.11212__.M.Na..__Melibiose",1.1082,-3.6354,1.3658,0.20899,0.72113,-4.5784
"X0.908__130.05080000000001__.M.H..__w.o.MS2.Pyroglutamic.acid..not.validated..isomer.of.88...PlaSMA.ID.89",0.85546,-2.2804,1.3648,0.20932,0.72113,-4.5784
"X0.98__70.029150000000001__.M.H..__w.o.MS2.Oxazol",0.3448,0.084825,1.3474,0.2146,0.72113,-4.5793
"X6.606__462.30016999999998__.M.H..__Unknown",0.84294,0.024205,1.3472,0.21468,0.72113,-4.5793
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",1.7994,-2.8922,1.3408,0.21667,0.72113,-4.5796
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",-2.9212,-0.56908,-1.3406,0.21673,0.72113,-4.5796
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",0.67455,-0.048442,1.3376,0.21764,0.72113,-4.5798
"X2.246__242.10068999999999__.M.Na..__w.o.MS2.Zeatin",-0.45883,-0.14126,-1.3359,0.21816,0.72113,-4.5799
"X4.647__160.04292000000001__.M.H..__w.o.MS2.Brompheniramine",-0.47092,-0.044986,-1.333,0.21908,0.72113,-4.58
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.42506,-0.098212,-1.3325,0.21923,0.72113,-4.58
"X3.859__160.04425000000001__.M.H..__w.o.MS2.Brompheniramine",-0.45987,0.06779,-1.3241,0.2219,0.72113,-4.5805
"X1.009__517.02832000000001__.M.K..__w.o.MS2.Isorhamnetin.3.galactoside",-0.53096,0.37113,-1.3234,0.22213,0.72113,-4.5805
"X0.581__233.99332000000001__.M.K..__Unknown",-0.41355,0.3683,-1.3226,0.22238,0.72113,-4.5805
"X0.695__325.11284999999998__.M.H.H2O..__w.o.MS2.Disaccharide.Hex.Hex...PlaSMA.ID.1741",0.60965,-2.3801,1.3093,0.22664,0.72113,-4.5812
"X1.008__472.12173000000001__.M.H..__Unknown",-2.8822,-0.28094,-1.3047,0.22813,0.72113,-4.5814
"X5.958__332.33548000000002__.M.H..__Unknown",1.1662,0.49677,1.303,0.22866,0.72113,-4.5815
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.38845,-0.021435,-1.2975,0.23047,0.72113,-4.5818
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",1.7387,-0.44144,1.294,0.23162,0.72113,-4.5819
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",-0.3834,0.15282,-1.2882,0.23352,0.72113,-4.5822
"X5.457__228.19637__.M.H..__Unknown",-0.39847,-0.86547,-1.2834,0.23514,0.72113,-4.5825
"X0.58__448.02573000000001__.M.H..__Unknown",0.79795,0.55409,1.2762,0.23752,0.72113,-4.5828
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",0.40882,-0.025251,1.2756,0.23772,0.72113,-4.5828
"X0.982__113.03634__.M.H..__Uracil..CE10..ISAKRJDGNUQOIC.UHFFFAOYSA.N",0.35636,0.15428,1.2702,0.23954,0.72113,-4.5831
"X2.682__505.18524000000002__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",-1.2347,-0.075683,-1.2653,0.24123,0.72113,-4.5833
"X5.992__207.13354000000001__.M.H..__w.o.MS2.Ibuprofen",0.91218,0.21518,1.2556,0.24453,0.72113,-4.5838
"X0.709__245.15268__.M.H..__w.o.MS2.KOBUSONE",0.54425,0.52716,1.2554,0.2446,0.72113,-4.5838
"X1.009__519.01464999999996__.M.H..__Unknown",-1.3455,-0.41579,-1.2541,0.24506,0.72113,-4.5839
"X2.345__146.11841000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.184",-0.38898,0.02006,-1.2446,0.24836,0.72113,-4.5844
"X0.705__74.096680000000006__.M.H..__w.o.MS2.Butylamine",0.47136,-0.1328,1.2332,0.25235,0.72113,-4.5849
"X7.226__151.07705999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",-1.143,-0.1603,-1.2319,0.25282,0.72113,-4.585
"X6.341__312.37142999999998__.M.H..__Unknown",0.70893,0.24668,1.2315,0.25298,0.72113,-4.585
"X2.647__205.08823000000001__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",0.53235,-0.12781,1.2297,0.25358,0.72113,-4.5851
"X6.078__302.31317000000001__.M.H..__w.o.MS2.MLS001066334.01.D.erythro.Dihydrosphingosine764.22.7",0.42085,0.09296,1.2254,0.25512,0.72113,-4.5853
"X6.147__327.09116__.M.H..__w.o.MS2.Vicine",-0.74678,0.043425,-1.2242,0.25557,0.72113,-4.5853
"X7.883__521.38726999999994__.M.H..__Unknown",1.2475,0.90019,1.1948,0.26624,0.73005,-4.5867
"X1.937__146.06014999999999__.M.H..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.33977,0.028342,-1.1936,0.26667,0.73005,-4.5868
"X3.754__557.22240999999997__.M.H..__Unknown",-1.1299,-1.2048,-1.1888,0.26846,0.73005,-4.587
"X6.063__347.14053000000001__.M.Na..__w.o.MS2.N..3.4.dimethoxyphenethyl..1H.indole.3.carboxamide",0.33649,-0.050863,1.1867,0.26924,0.73005,-4.5871
"X2.63__350.11748999999998__.M.H..__w.o.MS2.Ampicillin..LC.ESI.QTOF..MS2..CE",-0.3488,0.1819,-1.1849,0.26992,0.73005,-4.5872
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.38029,0.0029398,-1.1796,0.27189,0.73005,-4.5875
"X3.325__171.1026__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.398",0.44813,-0.15025,1.1782,0.27244,0.73005,-4.5875
"X6.46__214.22044__.M.H..__Unknown",-0.46677,0.072367,-1.1751,0.27362,0.73005,-4.5877
"X6.536__315.15991000000002__.M.Na..__w.o.MS2.Safranin..LC.ESI.QTOF..MS2..CE",-0.61568,-0.046694,-1.1659,0.2771,0.73005,-4.5881
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",-3.3588,-1.3591,-1.1612,0.27889,0.73005,-4.5883
"X6.781__337.24032999999997__.M.H..__w.o.MS2.bis.2..pyridin.3.yl.piperidin.1.yl.methane",0.5622,-0.2833,1.159,0.27975,0.73005,-4.5884
"X3.12__202.18088__.M.H..__Unknown",0.43079,0.019713,1.1578,0.28018,0.73005,-4.5885
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-0.36968,-0.81977,-1.1543,0.28156,0.73005,-4.5887
"X0.72__113.00005__.M.H..__Unknown",-0.43969,-0.26578,-1.153,0.28207,0.73005,-4.5887
"X5.823__253.14127999999999__.M.H..__w.o.MS2.NCGC00169882.02_C14H20O4_.8aR.12S.12aR..12.Hydroxy.4.methyl.4.5.6.7.8.8a.12.12a.octahydro.2H.3.benzoxecine.2.9.1H..dione",0.33845,0.081865,1.1494,0.28345,0.73005,-4.5889
"X7.018__282.23043999999999__.M.H..__w.o.MS2.MLS001148462.01.alverine",-0.62014,0.083814,-1.1383,0.2878,0.73696,-4.5894
"X6.552__325.22548999999998__.M.H..__w.o.MS2.quinine",0.50897,-0.58664,1.1269,0.29231,0.74421,-4.5899
"X6.698__371.10924999999997__.M.H..__w.o.MS2.Chelerythrine",-0.81376,-6.8153,-1.1128,0.29797,0.74612,-4.5906
"X0.981__96.007580000000004__.M.H..__Unknown",0.31296,0.1834,1.1106,0.29887,0.74612,-4.5907
"X0.611__99.093209999999999__.M.H..__Unknown",0.41577,-0.16055,1.107,0.30034,0.74612,-4.5909
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",-0.33997,0.026707,-1.1003,0.30305,0.74612,-4.5912
"X0.928__183.91463999999999__.M.H..__Unknown",-0.83375,0.053419,-1.098,0.30402,0.74612,-4.5913
"X0.788__252.92823999999999__.M.H..__Unknown",0.57158,0.43992,1.0914,0.30673,0.74612,-4.5916
