"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X5.839__259.13198999999997__.M.H..__w.o.MS2.2.methoxy.5.methyl.3..2.methylbut.3.en.2.yl.chromen.4.one",0.48421,-0.30043,0.98876,0.34608,0.99426,-4.5976
"X1.072__131.0668__.M.H..__w.o.MS2.PANTOLACTONE",0.331,0.33531,0.98696,0.34692,0.99426,-4.5977
"X1.008__472.12173000000001__.M.H..__Unknown",-1.3763,0.42262,-0.97646,0.35184,0.99426,-4.5985
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",-0.47266,0.12514,-0.96939,0.35519,0.99426,-4.599
"X0.569__423.08483999999999__.M.H..__w.o.MS2.5.hydroxy.6.8.dimethoxy.7...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxychromen.2.one",0.25746,-0.18068,0.95665,0.36128,0.99426,-4.5999
"X6.691__228.24010999999999__.M.H..__Unknown",0.26044,-0.21971,0.95608,0.36155,0.99426,-4.6
"X0.589__110.07162__.M.H..__Unknown",0.19708,0.14185,0.95099,0.36401,0.99426,-4.6003
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-0.25115,-0.89345,-0.94493,0.36695,0.99426,-4.6008
"X5.903__432.23993000000002__.M.H..__w.o.MS2.N..2....1S.9aR..octahydro.1H.quinolizin.1.yl.methyl..3.oxo.1.2.3.4.tetrahydrobenzo.4.5.imidazo.1.2.a.pyrazin.8.yl.propionamide",0.38076,-0.10976,0.93953,0.36957,0.99426,-4.6011
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",-0.49268,-0.17587,-0.93583,0.37139,0.99426,-4.6014
"X0.705__381.08652000000001__.M.K..__w.o.MS2.Excavatin.L",0.44509,-3.7152,0.93067,0.37392,0.99426,-4.6018
"X1__412.97314__.M.K..__Unknown",0.47064,0.64842,0.93018,0.37417,0.99426,-4.6018
"X8.613__379.33453__.M.H..__Unknown",-0.50464,0.39302,-0.92918,0.37466,0.99426,-4.6019
"X1.076__124.039__.M.H..__Isonicotinic.acid..LC.ESI.QTOF..MS2..CE",0.29541,-1.6525,0.92538,0.37654,0.99426,-4.6022
"X6.676__485.12228__.M.Na..__Hispiduloside",0.50421,-6.1983,0.92152,0.37845,0.99426,-4.6024
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",0.26156,-0.2047,0.91737,0.38052,0.99426,-4.6027
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",-1.5566,-0.5851,-0.9124,0.38301,0.99426,-4.6031
"X6.552__325.22548999999998__.M.H..__w.o.MS2.quinine",0.28726,-0.8956,0.91036,0.38403,0.99426,-4.6032
"X0.591__138.06654__.M.H.H2O..__w.o.MS2.MLS001148230.01.......Chlorpheniramine.maleate.salt",0.18118,0.081966,0.9102,0.38411,0.99426,-4.6032
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",-0.35333,0.38767,-0.90596,0.38625,0.99426,-4.6035
"X4.166__427.65363000000002__.M.2H.2.__Unknown",1.4226,-0.53246,0.90517,0.38664,0.99426,-4.6036
"X3.013__164.14410000000001__.M.H..__Unknown",-0.73808,-0.038252,-0.90463,0.38692,0.99426,-4.6036
"X7.393__413.26001__.M.Na..__2.acetoxy.4.pentadecylbenzoic.acid",-0.62582,0.12511,-0.89734,0.39061,0.99426,-4.6041
"X6.147__327.09116__.M.H..__w.o.MS2.Vicine",0.3495,0.45004,0.89036,0.39417,0.99426,-4.6046
"X4.087__232.17075__.M.H..__w.o.MS2.Alpha.pyrrolidinovalerophenone",-0.53518,-0.1742,-0.88935,0.39468,0.99426,-4.6047
"X4.174__249.12058999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",0.2634,-0.15937,0.88772,0.39552,0.99426,-4.6048
"X3.088__372.10061999999999__.M.Na..__w.o.MS2.Berberine.hydrochloride",0.77783,0.056461,0.88689,0.39595,0.99426,-4.6048
"X1.088__177.94945__.M.H..__Unknown",-0.44208,-0.059825,-0.88322,0.39783,0.99426,-4.6051
"X2.241__162.05575999999999__.M.H..__w.o.MS2..MLS000860043.01.1.5.Isoquinolinediol.",-0.29706,0.19896,-0.88171,0.39861,0.99426,-4.6052
"X3.686__212.03371999999999__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",-0.41537,0.23891,-0.87196,0.40366,0.99426,-4.6059
"X3.182__186.18600000000001__.M.H..__Unknown",0.30854,0.13954,0.86332,0.40817,0.99426,-4.6064
"X3.992__114.03863__.M.H..__Unknown",-0.19363,0.15496,-0.83943,0.42083,0.99426,-4.608
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",-0.13654,-0.32023,-0.83857,0.42128,0.99426,-4.6081
"X0.729__115.05598999999999__.M.H..__w.o.MS2.Diallyl.Sulfide",0.52767,1.446,0.83787,0.42166,0.99426,-4.6081
"X0.58__493.00060999999999__.M.K..__Unknown",0.31387,0.98528,0.83719,0.42202,0.99426,-4.6082
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",0.74618,0.65407,0.83697,0.42214,0.99426,-4.6082
"X1.011__321.08443999999997__.M.Na..__w.o.MS2.MMV010764",-1.3053,0.19467,-0.82815,0.42689,0.99426,-4.6088
"X2.905__234.20707999999999__.M.H..__Unknown",-0.1722,-0.078979,-0.82618,0.42796,0.99426,-4.6089
"X0.982__113.03634__.M.H..__Uracil..CE10..ISAKRJDGNUQOIC.UHFFFAOYSA.N",0.23965,0.13671,0.8229,0.42973,0.99426,-4.6091
"X0.928__183.91463999999999__.M.H..__Unknown",-0.53394,0.028853,-0.81629,0.43333,0.99426,-4.6095
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",-0.43055,0.1615,-0.81482,0.43413,0.99426,-4.6096
"X0.701__277.14312999999999__.M.H..__w.o.MS2.3.7.Epoxycaryophyllan.6.Ol",1.0577,-5.4199,0.81132,0.43605,0.99426,-4.6099
"X3.855__247.10905__.M.H..__w.o.MS2.MLS001066362.01.N.Acetyl.D.tryptophan",-0.28281,-0.64034,-0.80897,0.43734,0.99426,-4.61
"X0.894__190.97855000000001__.M.H..__Unknown",-0.32267,-0.318,-0.80406,0.44004,0.99426,-4.6103
"X1.009__74.06__.M.H..__w.o.MS2.N.N.Dimethylformamide",0.24726,-1.1207,0.79862,0.44304,0.99426,-4.6107
"X7.068__523.32488999999998__.M.Na..__w.o.MS2.4...5..5.hydroxy.3.....2Z..2.methylbut.2.enoyl.oxy.methyl.pentyl..8a..hydroxymethyl..5.6.dimethyl.3.4.4a.5.6.7.8.8a.octahydronaphthalen.1.yl.methoxy..4.oxobutanoic.acid",-0.37045,0.31258,-0.79584,0.44459,0.99426,-4.6109
"X3.78__183.06880000000001__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.514",-0.24442,-0.36357,-0.78374,0.45134,0.99426,-4.6116
"X0.896__158.95164__.M.H.H2O..__Unknown",-0.3821,-0.54086,-0.78339,0.45154,0.99426,-4.6116
"X4.288__381.20364000000001__.M.H..__w.o.MS2.2..2.hydroxy.6.methylhept.5.en.2.yl..7..3.methylbut.2.enyl..2.3.dihydro.1.benzofuran.5.carboxylic.acid",-2.063,-1.0717,-0.77074,0.45867,0.99426,-4.6124
"X3.089__388.07407000000001__.M.K..__Unknown",1.4429,-1.3222,0.76845,0.45997,0.99426,-4.6126
"X0.895__136.06218000000001__.M.H..__w.o.MS2.Adenine..CE0..GFFGJBXGBJISGV.UHFFFAOYSA.N",0.21898,-1.9266,0.76711,0.46072,0.99426,-4.6126
"X1.459__220.07642000000001__.M.H..__w.o.MS2.O.SUCCINYL.L.HOMOSERINE",0.45736,0.22476,0.75434,0.46802,0.99426,-4.6134
"X1.913__184.16908000000001__.M.H..__Unknown",0.20212,-0.17579,0.75206,0.46933,0.99426,-4.6136
"X7.585__360.32657__.M.Na..__w.o.MS2.phenylethylamide.359",-0.34214,-1.2202,-0.75157,0.46961,0.99426,-4.6136
"X0.591__226.04044999999999__.M.H..__Unknown",0.26156,-0.18705,0.74949,0.47081,0.99426,-4.6137
"X5.375__325.10736000000003__.M.K..__w.o.MS2.NCGC00169103.03_C19H18O6_Benz.3.4.anthra.1.2.b.oxirene.5.6.dione..1a.2.3.4.5b.11.11a.11b.octahydro.10.11.11a.trihydroxy.3.methyl.",0.9328,-1.1317,0.7483,0.4715,0.99426,-4.6138
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",-0.18229,0.094562,-0.74743,0.472,0.99426,-4.6138
"X3.914__173.07692__.M.H..__w.o.MS2.C8H12O4..PlaSMA.ID.403",0.29724,0.43285,0.73755,0.47772,0.99426,-4.6144
