"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X7.023__376.31873000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",1.4943,-2.0709,2.2583,0.059518,0.95769,-4.5181
"X1.617__136.93144000000001__.M.H..__Unknown",0.8797,0.63755,2.2561,0.059714,0.95769,-4.5182
"X1.289__136.07607999999999__.M.H..__w.o.MS2.3..Aminoacetophenone",0.57811,-0.57427,2.235,0.061573,0.95769,-4.5194
"X6.676__485.12228__.M.Na..__Hispiduloside",1.1294,-5.7394,2.2348,0.06159,0.95769,-4.5194
"X1.611__294.15420999999998__.M.H..__w.o.MS2.N.Fructosyl.isoleucine..PlaSMA.ID.1496",-1.0825,0.78438,-2.2162,0.063289,0.95769,-4.5205
"X1.585__152.05681999999999__.M.CH3OH.H..__w.o.MS2.Guanine..CE0..UYTPUPDQBNUYGX.UHFFFAOYSA.N",0.78119,-1.1637,2.189,0.065842,0.95769,-4.5221
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-4.3113,-0.30283,-2.189,0.065849,0.95769,-4.5221
"X1.009__419.05493000000001__.M.Na..__Unknown",0.52737,0.78641,2.1597,0.068726,0.95769,-4.5238
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",1.4127,0.81813,2.1457,0.07014,0.95769,-4.5246
"X0.921__84.04513__.M.H.H2O..__Unknown",0.48097,-0.59424,2.1231,0.072491,0.95769,-4.5259
"X0.908__130.05080000000001__.M.H..__w.o.MS2.Pyroglutamic.acid..not.validated..isomer.of.88...PlaSMA.ID.89",0.84746,-1.9997,2.1145,0.073414,0.95769,-4.5264
"X0.788__252.92823999999999__.M.H..__Unknown",-0.87162,0.12977,-2.1138,0.073481,0.95769,-4.5265
"X4.578__264.23361__.M.H..__w.o.MS2.NCGC00385952.01_C15H26O_1.7.Dimethyl.7..4.methyl.3.penten.1.yl.bicyclo.2.2.1.heptan.2.ol",-0.7525,-0.4963,-2.0972,0.075284,0.95769,-4.5275
"X7.638__562.37445000000002__.M.2H.2.__w.o.MS2.Rhodoxanthin..FAB.EBEB..MS2..m.z",-0.59835,0.46424,-2.0857,0.076558,0.95769,-4.5281
"X0.878__72.080569999999994__.M.H..__w.o.MS2.Pyrrolidine..CE0..RWRDLPDLKQPQOW.UHFFFAOYSA.N",0.65839,-0.23484,2.0746,0.077808,0.95769,-4.5288
"X7.534__533.21123999999998__.M.H..__Unknown",-1.0921,-0.16149,-2.0404,0.081796,0.95769,-4.5309
"X5.271__207.09741__.M.H..__w.o.MS2.3.methyl.6..2.methylpropyl.piperazine.2.5.dione",-1.6727,0.14767,-2.0401,0.081832,0.95769,-4.5309
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",3.7163,-1.7014,2.0283,0.083258,0.95769,-4.5316
"X0.588__113.10735__.M.H..__Unknown",0.50108,-0.53028,2.0257,0.083566,0.95769,-4.5318
"X1.083__312.11176__.M.H..__w.o.MS2.C11H21NO7S..PlaSMA.ID.1653",-1.9915,0.24616,-2.0212,0.084122,0.95769,-4.532
"X5.612__313.19296000000003__.M.H..__w.o.MS2.55268.74.1",-0.49244,-0.65842,-1.9876,0.088344,0.95769,-4.5341
"X7.226__151.07705999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",1.2739,0.18217,1.9485,0.09353,0.95769,-4.5365
"X6.845__352.32128999999998__.M.H..__Unknown",1.5687,-5.6629,1.9473,0.09369,0.95769,-4.5366
"X7.121__394.34579000000002__.M.H..__Unknown",-1.6717,-2.1167,-1.9465,0.093801,0.95769,-4.5366
"X2.197__144.04822999999999__.M.H..__w.o.MS2.4.Methyl.5.thiazoleethanol",0.51735,0.38402,1.9413,0.094512,0.95769,-4.5369
"X7.569__338.34433000000001__.M.H..__w.o.MS2.Erucamide",-0.75187,-1.355,-1.9341,0.095522,0.95769,-4.5374
"X5.027__443.24484000000001__.M.H..__w.o.MS2.6.8.dihydroxy.2.2.4.4.tetramethyl.7..3.methylbutanoyl..9..2.methylpropyl..9H.xanthene.1.3.dione",1.2183,0.24554,1.9338,0.09555,0.95769,-4.5374
"X1.01__397.07754999999997__.M.H..__Unknown",0.56717,1.0089,1.8591,0.10653,0.95769,-4.542
"X3.486__240.14878999999999__.M.H..__Unknown",-0.82788,-1.2729,-1.8375,0.10993,0.95769,-4.5434
"X0.591__500.03298999999998__.M.Na..__Unknown",0.62562,-0.97994,1.8333,0.1106,0.95769,-4.5437
"X0.569__423.08483999999999__.M.H..__w.o.MS2.5.hydroxy.6.8.dimethoxy.7...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxychromen.2.one",0.67274,-0.0075011,1.8291,0.11128,0.95769,-4.5439
"X1.47__282.19207999999998__.M.H..__w.o.MS2.MLS001148620.01.",0.58373,-0.51391,1.8168,0.11328,0.95769,-4.5447
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",-3.2282,-1.1527,-1.8072,0.11486,0.95769,-4.5453
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.39303,-0.093204,-1.7574,0.12346,0.95769,-4.5485
"X7.025__351.24707000000001__.M.H..__w.o.MS2.Unknown..carbon.number.21...PlaSMA.ID.1929",1.128,0.64622,1.7524,0.12435,0.95769,-4.5488
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",1.1589,-0.061073,1.751,0.12461,0.95769,-4.5489
"X5.415__369.20459__.M.H..__w.o.MS2..1R.4aS.10aR..7..2.hydroxypropan.2.yl..1.4a.dimethyl.9.oxo.3.4.10.10a.tetrahydro.2H.phenanthrene.1.carboxylic.acid",-0.9254,-0.80792,-1.7461,0.12549,0.95769,-4.5492
"X7.068__523.32488999999998__.M.Na..__w.o.MS2.4...5..5.hydroxy.3.....2Z..2.methylbut.2.enoyl.oxy.methyl.pentyl..8a..hydroxymethyl..5.6.dimethyl.3.4.4a.5.6.7.8.8a.octahydronaphthalen.1.yl.methoxy..4.oxobutanoic.acid",-0.94051,0.074202,-1.7111,0.132,0.95769,-4.5514
"X5.902__415.21395999999999__.M.H..__w.o.MS2.MMV020623",-0.84791,-0.48936,-1.7037,0.13342,0.95769,-4.5519
"X0.802__234.05477999999999__.M.H..__Unknown",-2.1675,-3.9371,-1.6994,0.13425,0.95769,-4.5522
"X3.12__202.18088__.M.H..__Unknown",0.61314,-0.026133,1.699,0.13432,0.95769,-4.5522
"X2.838__384.12860000000001__.M.H..__w.o.MS2.1.hydroxy.4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxynaphthalene.2.carboxylic.acid",-1.2932,-1.5559,-1.697,0.13472,0.95769,-4.5523
"X2.379__329.06792999999999__.M.H..__w.o.MS2.aflatoxin.G1",-0.91804,0.94333,-1.6719,0.13966,0.95769,-4.5539
"X6.675__501.08786__.M.K..__w.o.MS2.6...6.8.dihydroxy.7.methoxy.3.methyl.1.oxo.3.4.dihydroisochromen.4.yl.oxy..4.8.dihydroxy.7.methoxy.3.methyl.3.4.dihydroisochromen.1.one",1.6091,-4.2225,1.6606,0.14196,0.95769,-4.5547
"X4.019__162.0925__.M.H..__w.o.MS2.Tryptophol",0.52265,0.51516,1.6349,0.14728,0.95769,-4.5563
"X4.281__376.13335999999998__.M.H..__w.o.MS2.BEZ.M",1.3862,1.1557,1.6347,0.14732,0.95769,-4.5563
"X7.016__354.17340000000002__.M.H..__w.o.MS2.MLS002695993.01.35661.60.0",-2.8262,-4.1034,-1.5902,0.157,0.95769,-4.5592
"X4.288__381.20364000000001__.M.H..__w.o.MS2.2..2.hydroxy.6.methylhept.5.en.2.yl..7..3.methylbut.2.enyl..2.3.dihydro.1.benzofuran.5.carboxylic.acid",-5.1845,-1.6858,-1.5811,0.15906,0.95769,-4.5598
"X7.181__362.30333999999999__.M.H..__w.o.MS2.NCGC00386000.01.3.pentadecylbenzene.1.2.diol",-0.82593,-0.54535,-1.5764,0.16014,0.95769,-4.5601
"X1.937__146.06014999999999__.M.H..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",0.41297,0.47684,1.5761,0.16019,0.95769,-4.5601
"X5.679__207.6095__.M.H..__Unknown",-0.39995,0.096747,-1.5455,0.16733,0.95769,-4.5621
"X4.402__248.14191__.M.H..__w.o.MS2.12.Cytisineacetamide",-0.4778,0.23188,-1.5286,0.17139,0.95769,-4.5632
"X1.459__263.04498000000001__.M.H..__w.o.MS2.Cadaverine.Tartrate",0.39662,-0.094461,1.5261,0.172,0.95769,-4.5633
"X1.482__113.10822__.M.H..__Unknown",0.54252,0.22559,1.5159,0.17451,0.95769,-4.564
"X6.783__325.24169999999998__.M.H..__w.o.MS2.C19H32O4..PlaSMA.ID.1756",0.51173,-0.59609,1.4741,0.18513,0.95769,-4.5667
"X1.011__321.08443999999997__.M.Na..__w.o.MS2.MMV010764",2.2713,1.5303,1.4732,0.18536,0.95769,-4.5667
"X6.228__235.17054999999999__.M.H..__w.o.MS2.Isocurcumenol",-0.49169,-0.51621,-1.4714,0.18582,0.95769,-4.5669
"X7.018__282.23043999999999__.M.H..__w.o.MS2.MLS001148462.01.alverine",-0.85158,0.00060161,-1.4649,0.18753,0.95769,-4.5673
"X4.645__540.21258999999998__.M.H..__w.o.MS2.NCGC00385813.01_C25H30O12_.5E..5..2..beta.D.Glucopyranosyloxy.ethylidene..4....2E..3..4.hydroxy.3.methoxyphenyl..2.propenoyl.oxy..2.methyl.1.cyclopentene.1.carboxylic.acid",-3.3773,-2.2921,-1.4642,0.18771,0.95769,-4.5673
"X0.428__136.93093999999999__.M.H..__Unknown",-0.5545,-0.055128,-1.4628,0.18808,0.95769,-4.5674
"X4.349__262.05333999999999__.M.H..__w.o.MS2.Phosphotyrosine",-0.33145,-0.48038,-1.4602,0.18879,0.95769,-4.5676
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",0.65876,-2.7748,1.4485,0.1919,0.95769,-4.5683
"X1.095__252.15924000000001__.M.H..__Unknown",0.36189,-0.26719,1.4003,0.2053,0.95769,-4.5714
"X6.459__236.20265000000001__.M.Na..__Unknown",-0.43878,0.068407,-1.3973,0.20616,0.95769,-4.5716
"X3.182__186.18600000000001__.M.H..__Unknown",0.86706,0.1476,1.389,0.20857,0.95769,-4.5722
"X6.636__469.14159999999998__.M.H..__w.o.MS2.Unknown..carbon.number.20...PlaSMA.ID.2546",-1.1109,-0.99212,-1.3877,0.20894,0.95769,-4.5722
"X1.574__146.06030000000001__.M.H..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",0.56144,-0.22687,1.3749,0.21269,0.95769,-4.5731
"X4.421__287.15935999999999__.M.H..__w.o.MS2.2..1.hydroxy.1.methoxy.3.methylbutyl..6.methyl.5H..1.3.dioxolo.4.5.c.pyridin.4.one",-0.45926,-0.35467,-1.3674,0.21491,0.95769,-4.5735
"X1.456__132.10356__.M.H..__Leucine",0.35398,0.20684,1.3665,0.21519,0.95769,-4.5736
"X2.614__180.13856999999999__.M.H..__w.o.MS2.MEX_180.1383_11.9",0.50388,0.099358,1.35,0.22017,0.95769,-4.5747
"X6.616__385.17764__.M.H..__w.o.MS2..4aR..5.hydroxy.6.methoxy.1.1.dimethyl.7.propan.2.yl.2.3.4.9.10.10a.hexahydrophenanthrene.4a.carboxylic.acid",-0.79865,-0.40185,-1.3461,0.22137,0.95769,-4.5749
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",0.44783,0.22218,1.339,0.22354,0.95769,-4.5754
"X7.393__413.26001__.M.Na..__2.acetoxy.4.pentadecylbenzoic.acid",-0.47753,0.32041,-1.3384,0.22372,0.95769,-4.5754
"X7.028__320.24691999999999__.M.H..__Unknown",-0.58177,-0.11189,-1.3344,0.22498,0.95769,-4.5757
"X6.489__540.42609000000004__.M.H..__Unknown",0.81644,-1.1924,1.3342,0.22501,0.95769,-4.5757
"X5.68__435.33566000000002__.M.H..__w.o.MS2.Unknown..carbon.number.30...PlaSMA.ID.2370",-0.96453,0.35636,-1.3177,0.23021,0.95769,-4.5767
"X8.786__561.46898999999996__.M.Na..__Unknown",0.70298,0.39137,1.3006,0.23566,0.95769,-4.5778
"X7.533__339.29074000000003__.M.H..__Unknown",-0.60049,0.050922,-1.2987,0.23629,0.95769,-4.5779
"X4.166__427.65363000000002__.M.2H.2.__Unknown",2.5266,-0.51535,1.2911,0.23876,0.95769,-4.5784
"X6.781__337.24032999999997__.M.H..__w.o.MS2.bis.2..pyridin.3.yl.piperidin.1.yl.methane",0.47691,-0.37106,1.2792,0.24268,0.95769,-4.5792
"X6.606__462.30016999999998__.M.H..__Unknown",-0.77957,-0.71495,-1.2766,0.24356,0.95769,-4.5793
"X3.855__247.10905__.M.H..__w.o.MS2.MLS001066362.01.N.Acetyl.D.tryptophan",-0.62265,-0.73954,-1.2673,0.24665,0.95769,-4.5799
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",0.32754,-0.69869,1.2556,0.25062,0.95769,-4.5806
"X1.458__366.00011999999998__.M.H..__Unknown",0.57013,0.16902,1.2493,0.25279,0.95769,-4.581
"X0.575__507.05077999999997__.M.K..__w.o.MS2.ginnalin.A",0.47091,0.35301,1.2362,0.25732,0.95769,-4.5819
"X0.586__212.85091__.M.K..__Unknown",0.27202,0.4733,1.2347,0.25784,0.95769,-4.582
"X1.348__200.97656000000001__.M.H..__Unknown",-0.52383,0.42474,-1.2294,0.25969,0.95769,-4.5823
"X6.847__307.20605__.M.Na..__w.o.MS2..1R.3S.5S..8.methyl.8.azabicyclo.3.2.1.octan.3.yl.3.hydroxy.2.phenylpropanoate",-0.88763,0.53793,-1.2265,0.26073,0.95769,-4.5825
"X6.116__356.35174999999998__.M.H..__Unknown",-1.0234,-0.63961,-1.2192,0.26332,0.95769,-4.5829
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",0.3405,0.47208,1.2144,0.26502,0.95769,-4.5832
"X3.093__114.03863__.M.H..__Unknown",0.33029,0.13621,1.2107,0.26635,0.95769,-4.5834
"X0.579__413.96123999999998__.M.H..__Unknown",0.64746,0.00057787,1.2033,0.26903,0.95769,-4.5839
"X0.895__136.06218000000001__.M.H..__w.o.MS2.Adenine..CE0..GFFGJBXGBJISGV.UHFFFAOYSA.N",0.40123,-1.6396,1.201,0.26984,0.95769,-4.584
"X5.678__376.26067999999998__.M.H..__Unknown",-1.0575,0.026726,-1.192,0.27313,0.95769,-4.5846
"X0.513__265.01522999999997__.M.CH3OH.H..__Unknown",1.6028,0.14708,1.1907,0.27363,0.95769,-4.5847
"X6.147__327.09116__.M.H..__w.o.MS2.Vicine",-0.52969,-0.041113,-1.186,0.27534,0.95769,-4.585
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",-2.3403,-0.27075,-1.1608,0.28478,0.95769,-4.5865
"X1.069__111.05534__.M.H..__w.o.MS2.1.Acetylimidazole",0.48103,-0.68743,1.1603,0.28498,0.95769,-4.5866
"X0.58__329.99657999999999__.M.H..__Unknown",0.49368,-0.24967,1.1576,0.286,0.95769,-4.5867
"X0.785__156.07559000000001__.M.H..__w.o.MS2.3..1.Pyrazolyl..alanine",0.63733,0.35595,1.1548,0.2871,0.95769,-4.5869
"X0.564__224.05269000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.852",0.25458,0.095301,1.1518,0.28823,0.95769,-4.5871
"X3.088__372.10061999999999__.M.Na..__w.o.MS2.Berberine.hydrochloride",1.3822,0.025613,1.1489,0.28937,0.95769,-4.5873
"X1.009__519.01464999999996__.M.H..__Unknown",0.77715,0.51157,1.1475,0.28988,0.95769,-4.5873
"X0.615__256.00081999999998__.M.H..__w.o.MS2.methyl.2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate",-0.43431,-0.30124,-1.1468,0.29015,0.95769,-4.5874
"X3.089__388.07407000000001__.M.K..__Unknown",3.0536,-1.6101,1.1463,0.29035,0.95769,-4.5874
"X0.936__258.10955999999999__.M.H..__w.o.MS2.sn.Glycero.3.phosphocholine..LC.ESI.QTOF..MS2..CE",0.89844,-1.3644,1.1415,0.29222,0.95769,-4.5877
"X2.262__120.04451__.M.H..__Unknown",0.33482,0.26537,1.1177,0.30156,0.95769,-4.5892
"X2.434__243.05409__.M.K..__w.o.MS2.TRYPTOPHAN",0.31206,0.32892,1.1176,0.30163,0.95769,-4.5892
"X3.095__162.03931__.M.H..__Unknown",0.32893,-0.097544,1.1028,0.30756,0.95769,-4.5901
"X1.459__220.07642000000001__.M.H..__w.o.MS2.O.SUCCINYL.L.HOMOSERINE",1.1189,0.35667,1.0976,0.30968,0.95769,-4.5904
"X4.349__247.09496999999999__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",-0.22781,-0.25078,-1.0935,0.31136,0.95769,-4.5906
"X7.223__295.2038__.M.H..__w.o.MS2.ISOPALMITIC.ACID",0.83196,-0.7736,1.0906,0.31251,0.95769,-4.5908
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",0.41296,-0.50868,1.0881,0.31355,0.95769,-4.5909
"X3.444__350.11617999999999__.M.H..__w.o.MS2.MMV688889",2.4768,-1.3776,1.0767,0.31826,0.95769,-4.5916
"X3.914__173.07692__.M.H..__w.o.MS2.C8H12O4..PlaSMA.ID.403",-0.35073,0.15145,-1.0757,0.3187,0.95769,-4.5917
"X0.58__429.93588__.M.H..__Unknown",0.53378,0.043184,1.0732,0.31972,0.95769,-4.5918
"X0.577__397.98815999999999__.M.H..__Unknown",0.45983,-0.20617,1.0686,0.32165,0.95769,-4.5921
"X6.271__328.31873000000002__.M.H..__w.o.MS2.Stearoyl.Ethanolamide",0.56741,-1.0008,1.0581,0.32608,0.95769,-4.5927
"X6.866__303.23259999999999__.M.H..__w.o.MS2.Kaurenic.acid",0.85415,0.523,1.053,0.32825,0.95769,-4.593
"X7.034__351.32303000000002__.M.H..__Unknown",-0.91786,0.029317,-1.05,0.32953,0.95769,-4.5932
"X4.651__114.03719__.M.H..__Unknown",-0.4683,0.16004,-1.0377,0.33484,0.95769,-4.5939
"X5.392__274.28564__.M.H..__Unknown",-0.23793,-1.2768,-1.0328,0.337,0.95769,-4.5942
"X0.514__198.94175999999999__.M.H..__Unknown",0.36982,-0.13402,1.0266,0.33968,0.95769,-4.5946
"X3.859__160.04425000000001__.M.H..__w.o.MS2.Brompheniramine",0.36069,0.6299,1.0209,0.34221,0.95769,-4.5949
"X3.439__287.09991__.M.H..__5.7.4..Trihydroxy.8.methylflavanone",-0.38311,-0.46529,-1.0147,0.34494,0.95769,-4.5953
"X6.442__411.09656__.M.Na..__Unknown",-0.65689,-3.7384,-1.0129,0.34575,0.95769,-4.5954
"X0.725__116.07121__.M.H..__L.....Proline..LC.ESI.QTOF..MS2..CE",0.472,-1.8001,1.0063,0.34868,0.95769,-4.5957
"X0.682__184.07486__.M.H..__w.o.MS2.Phosphocholine",-0.81831,-1.3413,-0.99986,0.35158,0.95769,-4.5961
"X3.991__160.04408000000001__.M.H..__w.o.MS2.Brompheniramine",0.40384,0.58156,0.99151,0.35535,0.95769,-4.5966
"X6.698__371.10924999999997__.M.H..__w.o.MS2.Chelerythrine",0.48203,-5.0059,0.98449,0.35855,0.95769,-4.597
"X0.579__481.94720000000001__.M.H..__Unknown",0.4772,-0.19157,0.98396,0.3588,0.95769,-4.597
"X6.081__186.18584000000001__.M.H..__Unknown",-0.86441,-0.58921,-0.98079,0.36025,0.95769,-4.5972
"X6.813__376.32330000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",-0.29203,-0.97444,-0.98014,0.36055,0.95769,-4.5972
"X2.345__146.11841000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.184",0.32941,0.33016,0.97431,0.36324,0.95769,-4.5976
"X3.495__128.1078__.M.H..__w.o.MS2.N.Cyclohexylformamide",-0.84611,-0.060693,-0.97323,0.36373,0.95769,-4.5976
"X3.686__212.03371999999999__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",0.5679,0.63559,0.96425,0.3679,0.95769,-4.5981
"X0.671__104.10736__.M.H..__w.o.MS2.Choline..CE0..OEYIOHPDSNJKLS.UHFFFAOYSA.N",-0.23951,-0.52368,-0.9623,0.36882,0.95769,-4.5982
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",0.67129,0.63953,0.96014,0.36983,0.95769,-4.5984
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",0.28909,0.3698,0.9553,0.3721,0.95769,-4.5986
"X2.247__258.07211000000001__.M.K..__w.o.MS2.Orbencarb..LC.ESI.ITFT..MS2..CE",0.30182,0.10504,0.95368,0.37287,0.95769,-4.5987
"X2.526__316.21814000000001__.M.H..__w.o.MS2.NCGC00381331.01_C16H26O5_Pentanoic.acid..3.methyl...5.hydroxy.3..hydroxymethyl..6..1.methylethyl..2.oxo.3.cyclohexen.1.yl.ester",-0.41389,-0.12693,-0.93706,0.38076,0.95769,-4.5997
"X4.542__385.19860999999997__.M.H..__w.o.MS2.NCGC00180558.02.",-0.30324,-0.30098,-0.92651,0.38584,0.95769,-4.6002
"X7.585__360.32657__.M.Na..__w.o.MS2.phenylethylamide.359",0.51484,-1.2127,0.92231,0.38788,0.95769,-4.6005
"X0.988__254.99437__.M.H..__Unknown",-0.58038,-0.117,-0.92181,0.38812,0.95769,-4.6005
"X1.456__86.097279999999998__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.6",0.22298,0.12149,0.92075,0.38864,0.95769,-4.6006
"X4.174__249.12058999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-0.31261,-0.44086,-0.91992,0.38904,0.95769,-4.6006
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",-0.22834,-0.34417,-0.91754,0.3902,0.95769,-4.6007
"X6.442__427.07104__.M.K..__Unknown",-0.60016,-3.3965,-0.91201,0.3929,0.95769,-4.601
"X0.854__174.14882__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.410",-0.33295,-0.39869,-0.91047,0.39366,0.95769,-4.6011
"X0.861__136.93008__.M.H.H2O..__Unknown",-0.53935,-0.28677,-0.90652,0.39561,0.95769,-4.6013
"X0.844__256.08458999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1107",0.69315,-3.5379,0.9063,0.39571,0.95769,-4.6013
"X0.823__224.93935999999999__.M.H..__Unknown",0.5675,-0.15212,0.90628,0.39572,0.95769,-4.6013
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",0.3049,0.2091,0.89659,0.40053,0.95769,-4.6019
"X0.859__98.984960000000001__.M.H..__Unknown",0.8019,-1.3622,0.89022,0.4037,0.95769,-4.6022
"X0.603__246.18407999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1031",0.49654,-1.4672,0.88888,0.40437,0.95769,-4.6023
"X7.016__350.17809999999997__.M.H..__w.o.MS2.MMV688888",1.1501,-1.4049,0.88445,0.4066,0.95769,-4.6025
"X0.571__246.03334000000001__.M.Na..__Unknown",0.20851,0.07407,0.87799,0.40986,0.95769,-4.6029
"X4.492__258.06673999999998__.M.H..__w.o.MS2.Pesticide3_Thiobencarb_C12H16ClNOS_S..4.Chlorobenzyl..diethylcarbamothioate",-0.19255,-0.66296,-0.87679,0.41046,0.95769,-4.6029
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",0.26267,0.48913,0.87602,0.41086,0.95769,-4.603
"X0.634__298.10275000000001__.M.H..__w.o.MS2.ACTIPHENOL",-1.0152,-3.7064,-0.8734,0.41219,0.95769,-4.6031
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",0.45122,0.052178,0.86995,0.41394,0.95769,-4.6033
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",-0.33899,-0.37456,-0.86085,0.4186,0.95769,-4.6038
"X0.984__247.03163000000001__.M.H..__w.o.MS2.columbianetin",0.23775,0.18306,0.85931,0.41939,0.95769,-4.6039
"X0.68__446.15996999999999__.M.H..__w.o.MS2.MLS001158243.01.N..2.hydroxy.2.phenylethyl..2..4..4.methoxyphenyl..2.oxochromen.7.yl.oxyacetamide",-0.32094,2.0917,-0.85214,0.42309,0.95769,-4.6042
