"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X0.605__364.05880999999999__.M.H..__w.o.MS2.Guanosine.5..monophosphate..LC.ESI.QTOF..MS2..CE",1.1221,0.5881,2.4106,0.042129,0.895,-4.514
"X0.586__212.85091__.M.K..__Unknown",-1.4822,0.055841,-2.3851,0.043851,0.895,-4.5154
"X0.928__183.91463999999999__.M.H..__Unknown",-1.4815,-0.23448,-2.3594,0.045654,0.895,-4.5168
"X0.591__226.04044999999999__.M.H..__Unknown",1.0172,0.17394,2.339,0.047135,0.895,-4.5179
"X1.348__200.97656000000001__.M.H..__Unknown",-1.1763,0.62105,-2.3275,0.047996,0.895,-4.5185
"X0.708__365.11212__.M.Na..__Melibiose",-3.9935,-5.9028,-2.2941,0.050582,0.895,-4.5204
"X0.591__500.03298999999998__.M.Na..__Unknown",0.97577,-1.5271,2.2831,0.05146,0.895,-4.521
"X2.511__132.10147000000001__.M.H..__w.o.MS2.Leucine",-0.61335,-0.31608,-2.2804,0.051678,0.895,-4.5212
"X8.264__449.38479999999998__.M.H..__w.o.MS2.friedelin",-4.061,1.6968,-2.265,0.05294,0.895,-4.522
"X6.812__336.32754999999997__.M.H.H2O..__Unknown",4.36,-4.3831,2.2627,0.053135,0.895,-4.5222
"X1.008__337.05840999999998__.M.K..__w.o.MS2.Velutin",0.9826,1.2674,2.2352,0.055468,0.895,-4.5237
"X8.272__549.42273__.M.H..__Unknown",-0.79918,0.062635,-2.2306,0.055871,0.895,-4.524
"X0.987__323.98068000000001__.M.K..__Unknown",1.2143,0.45558,2.198,0.058803,0.895,-4.5258
"X5.693__239.16209000000001__.M.H..__w.o.MS2.3.hydroxy.5.5.8a.trimethyl.3.4.4a.6.7.8.hexahydronaphthalene.2.carboxylic.acid",0.66151,-0.87183,2.1835,0.060151,0.895,-4.5266
"X0.986__267.02999999999997__.M.Na..__Unknown",0.76099,0.72964,2.1644,0.061976,0.895,-4.5277
"X0.428__136.93093999999999__.M.H..__Unknown",-0.88454,0.01209,-2.1438,0.064007,0.895,-4.5289
"X0.77__176.09348__.M.H..__Unknown",-2.1378,-4.2026,-2.0717,0.071641,0.895,-4.5331
"X6.188__346.33013999999997__.M.H..__w.o.MS2.icos.19.ene.1.2.4.triol",-0.86437,-1.7122,-2.0354,0.075816,0.895,-4.5352
"X1.009__419.05493000000001__.M.Na..__Unknown",0.7754,0.89194,2.0311,0.076317,0.895,-4.5355
"X4.575__231.10056__.M.H..__w.o.MS2.MLS000069555.01.NAPROXEN.SODIUM",0.93094,-0.83207,2.0071,0.079223,0.895,-4.5369
"X1.031__202.18224000000001__.M.H..__Unknown",1.7902,0.11058,1.9696,0.08398,0.895,-4.5391
"X0.725__116.07121__.M.H..__L.....Proline..LC.ESI.QTOF..MS2..CE",0.85579,-2.1975,1.9384,0.088156,0.895,-4.541
"X5.839__259.13198999999997__.M.H..__w.o.MS2.2.methoxy.5.methyl.3..2.methylbut.3.en.2.yl.chromen.4.one",1.3101,-0.043024,1.9368,0.08837,0.895,-4.5411
"X0.831__168.94781__.M.H..__Unknown",-0.99563,0.45582,-1.9337,0.088794,0.895,-4.5413
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",-1.0124,-0.52878,-1.9231,0.090268,0.895,-4.5419
"X0.564__224.05269000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.852",0.68842,0.217,1.9224,0.090358,0.895,-4.5419
"X6.479__295.23615000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1528",0.66562,-0.40802,1.9041,0.092958,0.895,-4.543
"X1__412.97314__.M.K..__Unknown",2.7407,1.5253,1.9032,0.09308,0.895,-4.5431
"X5.679__207.6095__.M.H..__Unknown",-0.84237,-0.37822,-1.8974,0.093928,0.895,-4.5434
"X1.008__323.06787000000003__.M.H..__w.o.MS2.3.4.DIMETHOXYDALBERGIONE",0.69991,0.87759,1.8957,0.094167,0.895,-4.5435
"X0.986__168.99323999999999__.M.H..__w.o.MS2.Phosphoenolpyruvic.acid",0.88678,0.21662,1.8809,0.096356,0.895,-4.5444
"X0.852__154.94202999999999__.M.H..__Unknown",-0.88296,0.45918,-1.866,0.098587,0.895,-4.5453
"X0.981__96.007580000000004__.M.H..__Unknown",0.52222,0.27641,1.8488,0.10124,0.895,-4.5463
"X4.953__241.142__.M.H..__w.o.MS2.Imiquimod",-0.93722,-0.31074,-1.8264,0.1048,0.895,-4.5477
"X7.569__338.34433000000001__.M.H..__w.o.MS2.Erucamide",-0.48891,-0.91528,-1.8205,0.10574,0.895,-4.548
"X0.982__113.03634__.M.H..__Uracil..CE10..ISAKRJDGNUQOIC.UHFFFAOYSA.N",0.53153,0.23214,1.8066,0.10803,0.895,-4.5489
"X7.585__360.32657__.M.Na..__w.o.MS2.phenylethylamide.359",-0.66847,-0.91654,-1.7863,0.11144,0.895,-4.5501
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.64863,-0.53881,1.7429,0.11909,0.895,-4.5527
"X4.087__232.17075__.M.H..__w.o.MS2.Alpha.pyrrolidinovalerophenone",-1.3468,-0.35455,-1.7428,0.11911,0.895,-4.5528
"X3.467__201.05070000000001__.M.H..__w.o.MS2.Camalexin",0.57803,-0.26458,1.7363,0.1203,0.895,-4.5531
"X2.497__176.07837000000001__.M.H..__w.o.MS2.allantonin",-0.86697,0.44466,-1.7291,0.12163,0.895,-4.5536
"X0.717__157.06164999999999__.M.H.H2O..__Unknown",2.3115,-3.086,1.7274,0.12193,0.895,-4.5537
"X5.903__432.23993000000002__.M.H..__w.o.MS2.N..2....1S.9aR..octahydro.1H.quinolizin.1.yl.methyl..3.oxo.1.2.3.4.tetrahydrobenzo.4.5.imidazo.1.2.a.pyrazin.8.yl.propionamide",0.8886,-0.038649,1.7263,0.12215,0.895,-4.5538
"X1.01__397.07754999999997__.M.H..__Unknown",0.43391,0.83739,1.6524,0.13662,0.895,-4.5582
"X1.095__252.15924000000001__.M.H..__Unknown",0.45136,0.052739,1.6136,0.14485,0.895,-4.5606
"X0.98__70.029150000000001__.M.H..__w.o.MS2.Oxazol",0.40469,0.11144,1.6083,0.14601,0.895,-4.5609
"X0.513__265.01522999999997__.M.CH3OH.H..__Unknown",1.7793,0.62465,1.5986,0.14815,0.895,-4.5615
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-0.37978,-0.82425,-1.5863,0.15089,0.895,-4.5622
"X5.905__437.19528000000003__.M.Na..__w.o.MS2.NCGC00384865.01.5.hydroxy.7..4.hydroxy.2.methoxy.3..3.methylbut.2.enyl.phenyl..2.2.dimethyl.7.8.dihydropyrano.3.2.g.chromen.6.one",1.3782,-1.8394,1.5848,0.15125,0.895,-4.5623
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",-0.51161,-0.3846,-1.5768,0.15307,0.895,-4.5628
"X1.009__355.03084999999999__.M.H..__w.o.MS2.Pinoquercetin",0.69362,0.71021,1.5702,0.15457,0.895,-4.5632
"X0.666__219.02705__.M.K..__w.o.MS2.THEOBROMINE",1.1963,1.4834,1.5685,0.15498,0.895,-4.5633
"X1.008__472.12173000000001__.M.H..__Unknown",0.84353,1.3749,1.5674,0.15523,0.895,-4.5634
"X0.571__246.03334000000001__.M.Na..__Unknown",0.45397,0.13338,1.5571,0.15763,0.895,-4.564
"X1.913__184.16908000000001__.M.H..__Unknown",0.63529,0.012271,1.5546,0.15821,0.895,-4.5642
"X7.533__339.29074000000003__.M.H..__Unknown",-0.61651,0.23448,-1.5531,0.15857,0.895,-4.5642
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",-3.1794,-0.68384,-1.546,0.16026,0.895,-4.5647
"X0.738__228.96952999999999__.M.H..__Unknown",0.54302,0.050687,1.5289,0.16439,0.895,-4.5657
"X6.46__214.22044__.M.H..__Unknown",-0.56594,0.028292,-1.526,0.1651,0.895,-4.5659
"X1.009__172.0412__.M.Na..__w.o.MS2.p.Toluenesulfonamide",0.3903,0.19156,1.5051,0.17028,0.895,-4.5671
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",-0.45357,-0.020756,-1.5014,0.17121,0.895,-4.5674
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",-2.2387,-0.70444,-1.4986,0.17193,0.895,-4.5675
"X7.023__376.31873000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",-1.8338,-3.2139,-1.4985,0.17195,0.895,-4.5675
"X5.377__113.06165__.M.H..__w.o.MS2.1.2.Cyclohexanedione",-0.63071,-0.15031,-1.4941,0.17308,0.895,-4.5678
"X3.325__171.1026__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.398",0.52703,-0.11519,1.4937,0.17318,0.895,-4.5678
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.55733,0.28915,-1.4901,0.1741,0.895,-4.568
"X3.991__160.04408000000001__.M.H..__w.o.MS2.Brompheniramine",-0.70564,-0.011888,-1.4879,0.17466,0.895,-4.5682
"X5.902__415.21395999999999__.M.H..__w.o.MS2.MMV020623",0.79509,-0.0014253,1.4777,0.17732,0.895,-4.5688
"X7.028__320.24691999999999__.M.H..__Unknown",-0.63906,-0.19472,-1.4735,0.17842,0.895,-4.569
"X7.121__394.34579000000002__.M.H..__Unknown",0.85783,-1.182,1.4702,0.1793,0.895,-4.5692
"X6.063__229.11754999999999__.M.H..__w.o.MS2.Proline.hydroxyproline",0.71358,-0.85036,1.4615,0.1816,0.895,-4.5698
"X7.068__523.32488999999998__.M.Na..__w.o.MS2.4...5..5.hydroxy.3.....2Z..2.methylbut.2.enoyl.oxy.methyl.pentyl..8a..hydroxymethyl..5.6.dimethyl.3.4.4a.5.6.7.8.8a.octahydronaphthalen.1.yl.methoxy..4.oxobutanoic.acid",-1.053,0.22067,-1.4529,0.18391,0.895,-4.5703
"X1.61__268.10373__.M.H..__Adenosine..LC.ESI.QTOF..MS2..CE",1.1696,-1.0704,1.4506,0.18452,0.895,-4.5704
"X3.43__345.14542__.M.H..__w.o.MS2.MLS001139277.01..2S..5.oxo.1..3.oxo.1H.2.benzofuran.1.yl..N..oxolan.2.ylmethyl.pyrrolidine.2.carboxamide",0.57552,-0.17393,1.4468,0.18556,0.895,-4.5706
"X0.615__256.00081999999998__.M.H..__w.o.MS2.methyl.2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate",0.6836,0.26186,1.4422,0.1868,0.895,-4.5709
"X6.037__180.13929999999999__.M.H..__w.o.MS2..1..2.6.dimethylphenoxy.propan.2.amine.",-0.78486,-0.22371,-1.4408,0.18719,0.895,-4.571
"X0.682__184.07486__.M.H..__w.o.MS2.Phosphocholine",-1.2658,-2.1232,-1.4229,0.19214,0.895,-4.5721
"X6.191__296.22397000000001__.M.H..__w.o.MS2.Unknown..carbon.number.17...PlaSMA.ID.1530",-0.94113,-0.73525,-1.4223,0.19232,0.895,-4.5721
"X1.01__58.994990000000001__.M.H..__Unknown",0.37191,0.071251,1.4005,0.19852,0.895,-4.5734
"X7.279__346.25882000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1904",-0.65266,-0.89321,-1.4004,0.19855,0.895,-4.5734
"X0.729__115.05598999999999__.M.H..__w.o.MS2.Diallyl.Sulfide",0.57875,1.2732,1.3957,0.1999,0.895,-4.5737
"X0.853__100.07642__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",0.91938,-1.1305,1.3944,0.20029,0.895,-4.5738
"X6.489__540.42609000000004__.M.H..__Unknown",0.81273,-0.61628,1.3906,0.2014,0.895,-4.574
"X4.281__376.13335999999998__.M.H..__w.o.MS2.BEZ.M",-1.4117,0.12529,-1.3866,0.20255,0.895,-4.5742
"X0.581__407.01718__.M.H..__w.o.MS2.Methyl.Deoxycholate",0.71858,-0.12909,1.3576,0.21123,0.895,-4.5759
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",0.35027,-0.040378,1.3566,0.21153,0.895,-4.576
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",0.37707,-0.039362,1.3514,0.21312,0.895,-4.5763
"X0.726__292.12484999999998__.M.H..__w.o.MS2.Cyproconazole..LC.ESI.ITFT..MS2..CE",1.2404,1.813,1.3496,0.21368,0.895,-4.5764
"X6.691__228.24010999999999__.M.H..__Unknown",-0.3884,-0.44363,-1.3384,0.21714,0.895,-4.5771
"X6.081__186.18584000000001__.M.H..__Unknown",-1.1031,-0.7823,-1.3376,0.21741,0.895,-4.5771
"X3.78__183.06880000000001__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.514",-0.48018,-0.33297,-1.3358,0.21795,0.895,-4.5772
"X6.552__325.22548999999998__.M.H..__w.o.MS2.quinine",0.59273,-0.54942,1.3341,0.21849,0.895,-4.5773
"X7.181__362.30333999999999__.M.H..__w.o.MS2.NCGC00386000.01.3.pentadecylbenzene.1.2.diol",-0.59745,-0.055141,-1.3313,0.21937,0.895,-4.5775
"X0.695__325.11284999999998__.M.H.H2O..__w.o.MS2.Disaccharide.Hex.Hex...PlaSMA.ID.1741",0.62249,-2.3744,1.3289,0.22014,0.895,-4.5776
"X7.569__376.30083999999999__.M.K..__Unknown",-1.0277,-0.64695,-1.3286,0.22021,0.895,-4.5776
"X0.728__199.01794000000001__.M.K..__w.o.MS2.PUTRESCINE.DIHYDROCHLORIDE",0.51756,1.3298,1.2981,0.23001,0.90311,-4.5794
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",1.3974,-0.59315,1.2962,0.23066,0.90311,-4.5795
"X6.01__387.19376__.M.H..__w.o.MS2.2..4a.methyl.8.methylidene.4..3.methylpentanoyloxy..1.2.3.4.5.6.7.8a.octahydronaphthalen.2.yl.prop.2.enoic.acid",0.61977,-0.15674,1.2931,0.23165,0.90311,-4.5797
"X4.792__144.13963000000001__.M.H..__Unknown",-1.206,-0.32782,-1.2864,0.2339,0.90311,-4.5801
"X6.116__356.35174999999998__.M.H..__Unknown",-0.61527,-0.35542,-1.2838,0.23473,0.90311,-4.5803
"X0.709__245.15268__.M.H..__w.o.MS2.KOBUSONE",0.51088,0.51233,1.2756,0.2375,0.90311,-4.5807
"X5.824__227.16176999999999__.M.H..__w.o.MS2.NCGC00381386.01.2..7.hydroxy.6.methyloctyl..2H.furan.5.one",0.37811,-0.51741,1.2753,0.23758,0.90311,-4.5807
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-2.8506,-0.80745,-1.2633,0.24166,0.90311,-4.5814
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",-0.39434,0.2289,-1.2613,0.24236,0.90311,-4.5816
"X7.226__151.07705999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",-1.2863,-0.22397,-1.2581,0.24344,0.90311,-4.5817
"X0.588__93.04522__.M.H..__Unknown",0.2763,0.16569,1.2501,0.24619,0.90311,-4.5822
"X6.403__338.22640999999999__.M.H..__w.o.MS2.Lobeline.Hydrochloride",-0.39257,-0.22965,-1.2469,0.24731,0.90311,-4.5824
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",0.43135,0.51493,1.2349,0.25152,0.90311,-4.5831
"X0.589__110.07162__.M.H..__Unknown",0.30478,0.18956,1.2323,0.25244,0.90311,-4.5832
"X7.931__388.36068999999998__.M.Na..__Unknown",-0.50847,-0.22733,-1.2258,0.25475,0.90311,-4.5836
"X1.082__138.09088__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.137",0.64076,0.18949,1.223,0.25575,0.90311,-4.5837
"X1.161__98.983879999999999__.M.H..__Unknown",0.79046,-0.1552,1.2133,0.25923,0.90311,-4.5843
"X0.859__98.984960000000001__.M.H..__Unknown",0.35673,-0.49998,1.2017,0.26348,0.90311,-4.585
"X7.36__395.28656000000001__.M.H..__w.o.MS2.Conessine",-0.90767,0.00016527,-1.2,0.26408,0.90311,-4.585
"X5.612__313.19296000000003__.M.H..__w.o.MS2.55268.74.1",0.47231,-0.35423,1.1989,0.26451,0.90311,-4.5851
"X7.219__311.25344999999999__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",-0.59003,0.07385,-1.1975,0.26502,0.90311,-4.5852
"X1.482__113.10822__.M.H..__Unknown",0.47647,0.11227,1.1689,0.27571,0.913,-4.5868
"X1.609__276.14343000000002__.M.H.H2O..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1286",1.093,1.5745,1.1686,0.27584,0.913,-4.5868
"X2.236__181.08635000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.501",0.31197,-0.18025,1.1683,0.27594,0.913,-4.5868
"X0.705__74.096680000000006__.M.H..__w.o.MS2.Butylamine",0.40847,-0.16075,1.1677,0.27617,0.913,-4.5869
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",0.43467,-2.2446,1.1582,0.27982,0.91602,-4.5874
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",0.30017,-0.099201,1.1546,0.28122,0.91602,-4.5876
"X4.578__264.23361__.M.H..__w.o.MS2.NCGC00385952.01_C15H26O_1.7.Dimethyl.7..4.methyl.3.penten.1.yl.bicyclo.2.2.1.heptan.2.ol",0.59833,-0.58082,1.1439,0.28538,0.92174,-4.5882
"X1.013__63.006399999999999__.M.H..__Unknown",0.26752,0.20906,1.1337,0.28937,0.92174,-4.5887
"X1.009__102.05475__.M.H..__w.o.MS2.1.Aminocyclopropane.1.carboxylic.acid..LC.ESI.QTOF..MS2..CE",0.28471,0.19791,1.0956,0.30477,0.92174,-4.5908
"X6.341__312.37142999999998__.M.H..__Unknown",0.59886,0.19776,1.0939,0.30547,0.92174,-4.5909
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",0.27895,-1.2502,1.0883,0.3078,0.92174,-4.5912
"X4.542__385.19860999999997__.M.H..__w.o.MS2.NCGC00180558.02.",0.34303,-0.12437,1.0821,0.31038,0.92174,-4.5916
"X1.629__130.06524999999999__.M.H..__w.o.MS2.Indole.3.carbinol..LC.ESI.QTOF..MS2..CE",-0.49912,0.41653,-1.0699,0.31551,0.92174,-4.5922
"X3.853__220.09952999999999__.M.H..__w.o.MS2.Aniracetam",1.1897,-0.28572,1.0594,0.32001,0.92174,-4.5928
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",0.43969,-0.16058,1.0531,0.32273,0.92174,-4.5931
"X1.086__162.06247999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.300",-2.2921,-1.9717,-1.0413,0.32783,0.92174,-4.5937
"X0.569__423.08483999999999__.M.H..__w.o.MS2.5.hydroxy.6.8.dimethoxy.7...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxychromen.2.one",0.38309,-0.1842,1.0341,0.33098,0.92174,-4.5941
"X5.415__369.20459__.M.H..__w.o.MS2..1R.4aS.10aR..7..2.hydroxypropan.2.yl..1.4a.dimethyl.9.oxo.3.4.10.10a.tetrahydro.2H.phenanthrene.1.carboxylic.acid",0.40392,-0.14884,1.0299,0.33284,0.92174,-4.5943
"X0.575__507.05077999999997__.M.K..__w.o.MS2.ginnalin.A",0.40842,0.080837,1.0293,0.33311,0.92174,-4.5944
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-0.88634,-0.039462,-1.0248,0.33511,0.92174,-4.5946
"X8.613__379.33453__.M.H..__Unknown",-0.46508,0.65513,-1.0213,0.33665,0.92174,-4.5948
"X3.095__162.03931__.M.H..__Unknown",-0.29158,-0.24474,-1.0208,0.33687,0.92174,-4.5948
"X3.754__557.22240999999997__.M.H..__Unknown",-1.0874,-1.1858,-1.0181,0.33811,0.92174,-4.595
"X0.588__268.02832000000001__.M.Na..__Unknown",0.37502,-0.20239,1.0133,0.34023,0.92174,-4.5952
"X1.47__282.19207999999998__.M.H..__w.o.MS2.MLS001148620.01.",0.4243,-0.62496,1.0113,0.34116,0.92174,-4.5953
"X0.482__112.11212999999999__.M.H..__Unknown",-1.9316,2.1865,-0.99953,0.34649,0.92174,-4.5959
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",0.64792,0.42166,0.99799,0.34719,0.92174,-4.596
"X7.183__250.17766__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-0.4427,-0.26466,-0.99063,0.35056,0.92174,-4.5964
"X2.614__180.13856999999999__.M.H..__w.o.MS2.MEX_180.1383_11.9",0.41573,0.016862,0.98732,0.35208,0.92174,-4.5965
"X2.519__169.04911999999999__.M.H..__w.o.MS2.2.6.Dimethoxyquinone",0.5222,0.39018,0.98254,0.35429,0.92174,-4.5968
"X6.813__376.32330000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",-0.32452,-0.66272,-0.98048,0.35525,0.92174,-4.5969
"X1.585__152.05681999999999__.M.CH3OH.H..__w.o.MS2.Guanine..CE0..UYTPUPDQBNUYGX.UHFFFAOYSA.N",0.43373,-0.88861,0.97625,0.35722,0.92174,-4.5971
"X0.579__481.94720000000001__.M.H..__Unknown",0.46542,-0.12873,0.976,0.35734,0.92174,-4.5971
"X2.526__316.21814000000001__.M.H..__w.o.MS2.NCGC00381331.01_C16H26O5_Pentanoic.acid..3.methyl...5.hydroxy.3..hydroxymethyl..6..1.methylethyl..2.oxo.3.cyclohexen.1.yl.ester",0.47292,-0.15236,0.97543,0.3576,0.92174,-4.5971
"X0.676__497.04827999999998__.M.H..__Unknown",1.6214,2.1159,0.9687,0.36075,0.92174,-4.5975
"X0.593__294.02681999999999__.M.H..__Unknown",0.49843,-0.24952,0.96585,0.36209,0.92174,-4.5976
"X7.034__351.32303000000002__.M.H..__Unknown",-0.66859,0.41439,-0.95478,0.36734,0.92174,-4.5982
"X1.459__263.04498000000001__.M.H..__w.o.MS2.Cadaverine.Tartrate",0.30964,-0.17898,0.94105,0.37392,0.92174,-4.5989
"X8.786__561.46898999999996__.M.Na..__Unknown",-0.57109,0.069227,-0.93207,0.37827,0.92174,-4.5993
"X0.581__345.97512999999998__.M.H..__Unknown",0.2897,0.19047,0.93112,0.37873,0.92174,-4.5994
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.27358,0.029618,-0.92839,0.38006,0.92174,-4.5995
"X4.651__114.03719__.M.H..__Unknown",-0.35546,0.069053,-0.92662,0.38093,0.92174,-4.5996
"X3.013__164.14410000000001__.M.H..__Unknown",-1.0098,-0.080683,-0.92044,0.38396,0.92174,-4.5999
"X0.895__136.06218000000001__.M.H..__w.o.MS2.Adenine..CE0..GFFGJBXGBJISGV.UHFFFAOYSA.N",-0.7899,-2.6905,-0.91744,0.38544,0.92174,-4.6
"X8.902__311.25742000000002__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",-0.55877,-0.37919,-0.91527,0.38651,0.92174,-4.6002
"X0.662__296.06558__.M.K..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",0.984,-0.13433,0.91445,0.38691,0.92174,-4.6002
"X1.61__136.06087__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",0.52977,-1.0259,0.91305,0.38761,0.92174,-4.6003
"X2.247__258.07211000000001__.M.K..__w.o.MS2.Orbencarb..LC.ESI.ITFT..MS2..CE",0.30751,-0.0064962,0.9076,0.39032,0.92174,-4.6005
"X0.58__329.99657999999999__.M.H..__Unknown",0.38319,-0.13784,0.90741,0.39041,0.92174,-4.6005
"X6.847__307.20605__.M.Na..__w.o.MS2..1R.3S.5S..8.methyl.8.azabicyclo.3.2.1.octan.3.yl.3.hydroxy.2.phenylpropanoate",-0.6828,0.84062,-0.90489,0.39167,0.92174,-4.6007
"X5.992__207.13354000000001__.M.H..__w.o.MS2.Ibuprofen",-0.24968,-0.3012,-0.89459,0.39683,0.92174,-4.6012
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.28556,-0.036212,-0.89459,0.39683,0.92174,-4.6012
"X0.579__413.96123999999998__.M.H..__Unknown",0.44231,-0.026374,0.89362,0.39732,0.92174,-4.6012
"X1.069__111.05534__.M.H..__w.o.MS2.1.Acetylimidazole",0.43069,-1.179,0.88987,0.39921,0.92174,-4.6014
"X1.038__308.09334999999999__.M.H..__w.o.MS2.Glutathione..reduced.",-0.34733,-3.1344,-0.88736,0.40049,0.92174,-4.6015
"X0.684__97.028559999999999__.M.H..__w.o.MS2.Propionic.acid",0.52035,0.031691,0.88279,0.40281,0.92174,-4.6017
