"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X4.291__146.06102000000001__.M.H.H2O..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.63808,0.16549,-2.0505,0.073505,0.61152,-3.9407
"X0.852__154.94202999999999__.M.H..__Unknown",-0.79167,0.3625,-2.0481,0.073785,0.61152,-3.9431
"X7.223__295.2038__.M.H..__w.o.MS2.ISOPALMITIC.ACID",1.3472,-0.41613,2.0287,0.076059,0.61152,-3.9622
"X5.992__207.13354000000001__.M.H..__w.o.MS2.Ibuprofen",0.70806,-0.025364,2.0266,0.076312,0.61152,-3.9643
"X6.845__352.32128999999998__.M.H..__Unknown",3.1556,-5.4201,2.0159,0.077598,0.61152,-3.9748
"X5.975__310.23257000000001__.M.CH3OH.H..__w.o.MS2.Melophlin.M",1.628,-0.65588,2.0059,0.078829,0.61152,-3.9846
"X8.264__449.38479999999998__.M.H..__w.o.MS2.friedelin",-5.8938,-0.099737,-1.9994,0.079626,0.61152,-3.991
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",1.0564,0.66358,1.9904,0.080761,0.61152,-3.9998
"X1.01__89.042119999999997__.M.H..__Unknown",-0.49452,0.042589,-1.9872,0.081169,0.61152,-4.003
"X1__412.97314__.M.K..__Unknown",-0.97447,-0.020978,-1.975,0.082724,0.61152,-4.0149
"X0.986__267.02999999999997__.M.Na..__Unknown",-0.84547,0.18744,-1.9595,0.084751,0.61152,-4.0301
"X7.016__350.17809999999997__.M.H..__w.o.MS2.MMV688888",2.117,-0.78021,1.9536,0.085538,0.61152,-4.0359
"X6.078__302.31317000000001__.M.H..__w.o.MS2.MLS001066334.01.D.erythro.Dihydrosphingosine764.22.7",0.79466,0.1101,1.9477,0.086332,0.61152,-4.0417
"X1.361__221.09215__.M.H..__w.o.MS2.5.Hydroxytryptophan",-0.81274,0.034824,-1.9335,0.088265,0.61152,-4.0556
"X6.116__356.35174999999998__.M.H..__Unknown",1.157,0.41094,1.9234,0.089656,0.61152,-4.0654
"X0.588__113.10735__.M.H..__Unknown",0.69448,-0.47351,1.9141,0.090969,0.61152,-4.0745
"X3.655__396.15850999999998__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",3.2807,0.83693,1.8982,0.093244,0.61152,-4.09
"X0.788__252.92823999999999__.M.H..__Unknown",-1.4438,-0.22548,-1.8967,0.093459,0.61152,-4.0915
"X3.921__481.21181999999999__.M.H..__Unknown",1.1978,-0.27927,1.8916,0.094201,0.61152,-4.0964
"X0.514__198.94175999999999__.M.H..__Unknown",-0.74975,-0.63961,-1.8885,0.094664,0.61152,-4.0995
"X8.902__311.25742000000002__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",1.3594,0.1823,1.8877,0.094777,0.61152,-4.1003
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",0.62274,-2.8339,1.8838,0.095351,0.61152,-4.104
"X0.854__174.14882__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.410",0.91529,0.071767,1.8661,0.098004,0.61152,-4.1212
"X7.931__388.36068999999998__.M.Na..__Unknown",-0.97582,-0.99106,-1.8647,0.098211,0.61152,-4.1226
"X1.617__136.93144000000001__.M.H..__Unknown",-1.1795,-0.13025,-1.8547,0.099752,0.61152,-4.1323
"X1.008__87.02569__.M.H..__Unknown",-0.5381,0.047114,-1.8481,0.10077,0.61152,-4.1387
"X3.182__186.18600000000001__.M.H..__Unknown",1.0899,0.40403,1.8274,0.10405,0.61984,-4.1587
"X4.613__311.16034000000002__.M.H..__w.o.MS2..16alpha.17beta..estra.1.3.5.10..triene.3.16.17.triol",4.1193,-1.7146,1.8136,0.10629,0.61984,-4.1721
"X7.123__365.34528__.M.H..__w.o.MS2.Heneicosanoic.acid..21.0.",-1.328,0.19705,-1.8051,0.1077,0.61984,-4.1803
"X4.92__336.21679999999998__.M.H..__Unknown",0.90075,-1.0167,1.7943,0.10951,0.61984,-4.1907
"X3.12__202.18088__.M.H..__Unknown",0.63161,0.057837,1.7884,0.1105,0.61984,-4.1963
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-1.4147,-0.2361,-1.7877,0.11062,0.61984,-4.197
"X1.629__130.06524999999999__.M.H..__w.o.MS2.Indole.3.carbinol..LC.ESI.QTOF..MS2..CE",-0.75189,0.33776,-1.7767,0.11251,0.61984,-4.2076
"X4.281__376.13335999999998__.M.H..__w.o.MS2.BEZ.M",-2.8092,-0.61451,-1.7692,0.11382,0.61984,-4.2148
"X2.63__350.11748999999998__.M.H..__w.o.MS2.Ampicillin..LC.ESI.QTOF..MS2..CE",-0.60173,0.24019,-1.764,0.11473,0.61984,-4.2198
"X0.981__96.007580000000004__.M.H..__Unknown",-0.47691,-0.13924,-1.749,0.1174,0.62103,-4.2342
"X4.648__540.18829000000005__.M.H..__Unknown",3.3996,0.77798,1.747,0.11776,0.62103,-4.236
"X6.062__249.18491__.M.H..__w.o.MS2.NCGC00380110.01_C16H26O3_1.Propanone..3.hydroxy.1...1R.2R.4aR.6S.8aS..1.2.4a.5.6.7.8.8a.octahydro.2.hydroxy.1.2.6.trimethyl.1.naphthalenyl..",0.79963,0.1907,1.7254,0.12172,0.62261,-4.2567
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",0.65984,-0.06294,1.7228,0.12221,0.62261,-4.2592
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",0.94956,0.14637,1.7224,0.12227,0.62261,-4.2595
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",1.0409,-0.11522,1.7135,0.12396,0.62404,-4.268
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-2.1489,0.27598,-1.6801,0.13043,0.64753,-4.2996
"X1.146__115.02448__.M.H..__w.o.MS2.5.Fluro.2.pyrimidone",0.46499,-0.058123,1.6676,0.13294,0.64753,-4.3115
"X0.728__199.01794000000001__.M.K..__w.o.MS2.PUTRESCINE.DIHYDROCHLORIDE",-0.83707,0.51561,-1.6667,0.13311,0.64753,-4.3122
"X5.958__332.33548000000002__.M.H..__Unknown",0.95431,0.18136,1.6583,0.13483,0.64753,-4.3202
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",0.83046,-1.6549,1.6518,0.13616,0.64753,-4.3263
"X5.902__415.21395999999999__.M.H..__w.o.MS2.MMV020623",0.75624,0.12323,1.6394,0.13873,0.64753,-4.3379
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",-0.49763,0.19248,-1.6311,0.1405,0.64753,-4.3457
"X1.009__419.05493000000001__.M.Na..__Unknown",-0.76757,0.23565,-1.6298,0.14078,0.64753,-4.3469
"X6.341__312.37142999999998__.M.H..__Unknown",0.57109,0.082431,1.6152,0.14391,0.64753,-4.3605
"X0.878__72.080569999999994__.M.H..__w.o.MS2.Pyrrolidine..CE0..RWRDLPDLKQPQOW.UHFFFAOYSA.N",0.58018,-0.23161,1.5901,0.14945,0.64753,-4.3838
"X6.606__462.30016999999998__.M.H..__Unknown",0.90052,0.029378,1.5872,0.15013,0.64753,-4.3866
"X6.691__228.24010999999999__.M.H..__Unknown",0.46481,-0.20247,1.5859,0.15042,0.64753,-4.3878
"X3.754__557.22240999999997__.M.H..__Unknown",1.2968,-1.0275,1.5839,0.15085,0.64753,-4.3896
"X6.847__307.20605__.M.Na..__w.o.MS2..1R.3S.5S..8.methyl.8.azabicyclo.3.2.1.octan.3.yl.3.hydroxy.2.phenylpropanoate",-0.99554,0.43437,-1.5833,0.15099,0.64753,-4.3901
"X0.579__274.88242000000002__.M.K..__Unknown",-0.73866,-0.023535,-1.58,0.15174,0.64753,-4.3932
"X6.21__253.22301999999999__.M.H..__w.o.MS2.MLS002639189.01.",0.46976,-0.073004,1.5746,0.15299,0.64753,-4.3982
"X3.914__173.07692__.M.H..__w.o.MS2.C8H12O4..PlaSMA.ID.403",-0.56236,0.018389,-1.5724,0.15348,0.64753,-4.4002
"X8.786__561.46898999999996__.M.Na..__Unknown",0.65883,0.44329,1.5607,0.15619,0.64826,-4.411
"X4.664__249.12031999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",0.49969,-0.11534,1.5532,0.15796,0.64826,-4.4179
"X4.542__385.19860999999997__.M.H..__w.o.MS2.NCGC00180558.02.",0.53356,0.034255,1.5529,0.15804,0.64826,-4.4182
"X5.073__511.68524000000002__.M.2H.2.__Unknown",0.88891,0.90869,1.5362,0.16204,0.65262,-4.4335
"X5.693__239.16209000000001__.M.H..__w.o.MS2.3.hydroxy.5.5.8a.trimethyl.3.4.4a.6.7.8.hexahydronaphthalene.2.carboxylic.acid",0.52999,-0.7343,1.5305,0.16341,0.65262,-4.4387
"X6.552__325.22548999999998__.M.H..__w.o.MS2.quinine",0.79713,-0.81363,1.5301,0.16352,0.65262,-4.4391
"X2.262__120.04451__.M.H..__Unknown",-0.70703,-0.19788,-1.4905,0.17342,0.66644,-4.475
"X5.757__275.16208__.M.H..__w.o.MS2.NCGC00380303.01..E..7.methylidene.10.oxo.4.propan.2.ylundec.5.enoic.acid",2.1518,0.43333,1.4816,0.17572,0.66644,-4.483
"X5.68__435.33566000000002__.M.H..__w.o.MS2.Unknown..carbon.number.30...PlaSMA.ID.2370",-1.2707,0.042451,-1.4807,0.17596,0.66644,-4.4838
"X0.987__323.98068000000001__.M.K..__Unknown",-0.54129,-0.1702,-1.48,0.17615,0.66644,-4.4845
"X6.813__376.32330000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",1.4259,-0.23324,1.4613,0.18107,0.66644,-4.5012
"X6.011__446.26711999999998__.M.H..__Unknown",1.0097,0.15264,1.4481,0.18463,0.66644,-4.513
"X3.992__114.03863__.M.H..__Unknown",-0.51161,0.084972,-1.4461,0.18518,0.66644,-4.5148
"X0.695__325.11284999999998__.M.H.H2O..__w.o.MS2.Disaccharide.Hex.Hex...PlaSMA.ID.1741",0.61249,-2.1641,1.4409,0.18658,0.66644,-4.5194
"X0.692__316.98538000000002__.M.K..__Unknown",-1.1565,0.7562,-1.4395,0.18699,0.66644,-4.5207
"X3.093__486.04108000000002__.M.H..__Unknown",-0.75486,-0.078609,-1.4355,0.18808,0.66644,-4.5242
"X5.027__443.24484000000001__.M.H..__w.o.MS2.6.8.dihydroxy.2.2.4.4.tetramethyl.7..3.methylbutanoyl..9..2.methylpropyl..9H.xanthene.1.3.dione",0.72343,0.12217,1.4335,0.18863,0.66644,-4.526
"X7.533__339.29074000000003__.M.H..__Unknown",-0.57934,0.04278,-1.4224,0.19173,0.66644,-4.5358
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",-0.51824,-1.1466,-1.4221,0.19181,0.66644,-4.5361
"X1.632__177.95822000000001__.M.H..__Unknown",-0.68506,-0.68873,-1.407,0.19609,0.66644,-4.5494
"X4.494__214.08488__.M.H..__w.o.MS2.MLS002153472.01.N.Phenylanthranilic.acid91.40.7",0.62404,-0.89932,1.4021,0.19749,0.66644,-4.5536
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",-2.2925,-0.45461,-1.4012,0.19777,0.66644,-4.5545
"X0.58__122.92574__.M.H..__Unknown",-0.43942,-0.00082199,-1.3956,0.19939,0.66644,-4.5594
"X0.584__200.03999__.M.Na..__w.o.MS2.2.amino.3.prop.2.enylsulfinylpropanoic.acid",-0.3847,-0.21526,-1.3832,0.20302,0.66644,-4.5702
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",-0.43178,0.16681,-1.3818,0.20342,0.66644,-4.5714
"X0.734__134.1172__.M.H..__Unknown",0.37352,0.012805,1.3782,0.20448,0.66644,-4.5745
"X8.933__381.35046__.M.H..__w.o.MS2.Brassicasterol..LC.APPI.QQ..MS2..CE",-0.82902,0.12744,-1.3712,0.20658,0.66644,-4.5806
"X0.861__136.93008__.M.H.H2O..__Unknown",-0.47275,-0.20567,-1.3708,0.20668,0.66644,-4.5809
"X0.586__212.85091__.M.K..__Unknown",0.39924,0.60822,1.3601,0.20993,0.66644,-4.5902
"X3.013__164.14410000000001__.M.H..__Unknown",-1.3901,-0.22633,-1.3595,0.21012,0.66644,-4.5908
"X7.025__351.24707000000001__.M.H..__w.o.MS2.Unknown..carbon.number.21...PlaSMA.ID.1929",0.60304,0.4436,1.3522,0.21233,0.66644,-4.597
"X5.678__263.06464__.M.H..__w.o.MS2.MLS001240214.01.2..3.Chloro.2.methyl.phenylamino..nicotinic.acid",0.41795,-1.3285,1.3514,0.21259,0.66644,-4.5977
"X0.676__497.04827999999998__.M.H..__Unknown",-1.241,0.71617,-1.3458,0.21429,0.66644,-4.6025
"X5.028__313.17541999999997__.M.H..__w.o.MS2.m.z.313.of.diterpene.esters..collected.from.12.deoxyphorbol.13.acetate.",0.62097,-0.25727,1.3423,0.21539,0.66644,-4.6055
"X0.983__95.024609999999996__.M.H.H2O..__Unknown",-0.39336,-0.20493,-1.3355,0.21751,0.66644,-4.6114
"X0.564__224.05269000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.852",-0.35205,-0.1899,-1.3345,0.21783,0.66644,-4.6122
"X1.01__58.994990000000001__.M.H..__Unknown",-0.37332,-0.16367,-1.3337,0.21805,0.66644,-4.6128
"X0.68__446.15996999999999__.M.H..__w.o.MS2.MLS001158243.01.N..2.hydroxy.2.phenylethyl..2..4..4.methoxyphenyl..2.oxochromen.7.yl.oxyacetamide",-2.5481,0.62884,-1.3327,0.21838,0.66644,-4.6137
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",-0.47189,0.088407,-1.3298,0.21929,0.66644,-4.6162
"X6.681__521.32281__.M.H..__w.o.MS2.Poricoic.acid.A",-1.8365,-0.92192,-1.3273,0.22007,0.66644,-4.6183
"X0.581__218.01214999999999__.M.Na..__w.o.MS2.Propanil",-0.37864,-0.076784,-1.3139,0.22434,0.66644,-4.6297
"X7.533__371.32468__.M.H..__Unknown",0.40854,-0.051288,1.3083,0.22617,0.66644,-4.6345
"X0.844__256.08458999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1107",1.3252,-3.2222,1.2986,0.2293,0.66644,-4.6426
"X0.685__85.028310000000005__.M.H..__w.o.MS2.Unknown..carbon.number.4...PlaSMA.ID.2",-1.6849,2.4146,-1.2955,0.23035,0.66644,-4.6453
"X1.348__200.97656000000001__.M.H..__Unknown",-0.87748,0.36692,-1.292,0.23148,0.66644,-4.6482
"X6.147__327.09116__.M.H..__w.o.MS2.Vicine",-0.72223,-0.11503,-1.2896,0.23227,0.66644,-4.6502
"X1.459__263.04498000000001__.M.H..__w.o.MS2.Cadaverine.Tartrate",0.32934,-0.099153,1.2758,0.23689,0.66644,-4.6618
"X6.675__501.08786__.M.K..__w.o.MS2.6...6.8.dihydroxy.7.methoxy.3.methyl.1.oxo.3.4.dihydroisochromen.4.yl.oxy..4.8.dihydroxy.7.methoxy.3.methyl.3.4.dihydroisochromen.1.one",-1.0656,-5.481,-1.2704,0.23872,0.66644,-4.6663
"X6.459__236.20265000000001__.M.Na..__Unknown",-0.46462,0.10073,-1.2669,0.23991,0.66644,-4.6692
"X0.571__246.03334000000001__.M.Na..__Unknown",-0.32125,-0.16978,-1.266,0.24022,0.66644,-4.6699
"X0.581__407.01718__.M.H..__w.o.MS2.Methyl.Deoxycholate",0.49502,-0.35583,1.2551,0.24393,0.66644,-4.6789
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",-0.93959,-0.50026,-1.254,0.24431,0.66644,-4.6798
"X0.58__448.02573000000001__.M.H..__Unknown",-0.52098,-0.13601,-1.2402,0.24913,0.66644,-4.6912
"X4.166__427.65363000000002__.M.2H.2.__Unknown",2.0439,-0.43339,1.2354,0.25083,0.66644,-4.6952
"X0.894__190.97855000000001__.M.H..__Unknown",0.61613,0.11138,1.2251,0.25447,0.66644,-4.7035
"X7.028__320.24691999999999__.M.H..__Unknown",0.36582,0.27736,1.2248,0.25459,0.66644,-4.7038
"X6.479__295.23615000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1528",0.4669,-0.41998,1.22,0.25632,0.66644,-4.7077
"X4.174__249.12058999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",0.44174,-0.13088,1.2137,0.25856,0.66644,-4.7128
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",0.39107,-0.027654,1.2137,0.25856,0.66644,-4.7128
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",0.63306,0.061604,1.208,0.26065,0.66644,-4.7174
"X5.905__437.19528000000003__.M.Na..__w.o.MS2.NCGC00384865.01.5.hydroxy.7..4.hydroxy.2.methoxy.3..3.methylbut.2.enyl.phenyl..2.2.dimethyl.7.8.dihydropyrano.3.2.g.chromen.6.one",1.006,-3.9132,1.1981,0.26428,0.66644,-4.7254
"X7.121__394.34579000000002__.M.H..__Unknown",-0.89921,-1.8656,-1.198,0.2643,0.66644,-4.7254
"X6.098__98.985680000000002__.M.H..__Unknown",-0.39798,-0.12659,-1.1958,0.26513,0.66644,-4.7272
"X1.073__83.060940000000002__.M.H..__w.o.MS2.2.Methylimidazole",-0.39418,-0.12008,-1.1938,0.26588,0.66644,-4.7289
"X0.682__244.09419__.M.H.H2O..__w.o.MS2.Pesticide3_Carbofuran_C12H15NO3_Furadan",0.88315,0.38333,1.1876,0.26819,0.66644,-4.7338
"X0.986__168.99323999999999__.M.H..__w.o.MS2.Phosphoenolpyruvic.acid",-0.59094,-0.38385,-1.1872,0.26831,0.66644,-4.7341
"X0.77__176.09348__.M.H..__Unknown",-0.72532,-2.8412,-1.1862,0.26869,0.66644,-4.7349
"X6.969__335.29126000000002__.M.H..__w.o.MS2.arachidic.acid",0.85554,0.0041261,1.1855,0.26896,0.66644,-4.7355
"X2.241__162.05575999999999__.M.H..__w.o.MS2..MLS000860043.01.1.5.Isoquinolinediol.",-0.62034,0.11688,-1.1814,0.27049,0.66644,-4.7387
"X0.58__493.00060999999999__.M.K..__Unknown",-0.81799,0.44345,-1.1804,0.27087,0.66644,-4.7395
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",0.93827,-0.23417,1.1799,0.27105,0.66644,-4.7399
"X6.081__186.18584000000001__.M.H..__Unknown",-0.89667,-0.66432,-1.1789,0.27142,0.66644,-4.7407
"X1.459__263.19690000000003__.M.H..__w.o.MS2.7..2.hydroxypropan.2.yl..1.4a.dimethyl.2.3.4.5.6.7.8.8a.octahydronaphthalen.1.ol",-2.3517,-0.52858,-1.1753,0.2728,0.66644,-4.7436
"X6.194__277.18047999999999__.M.H..__w.o.MS2.6.Shogaol",0.54913,-0.17975,1.1684,0.27542,0.66644,-4.7491
"X1.61__268.10373__.M.H..__Adenosine..LC.ESI.QTOF..MS2..CE",0.86077,-1.2438,1.1647,0.27682,0.66644,-4.752
"X0.701__277.14312999999999__.M.H..__w.o.MS2.3.7.Epoxycaryophyllan.6.Ol",1.6369,-5.006,1.1608,0.27833,0.66644,-4.7551
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",-0.38582,0.063183,-1.1596,0.27879,0.66644,-4.756
