"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X6.422__317.13222999999999__.M.H..__w.o.MS2.2.morpholino.7H.naphtho.1.2.3.de.quinolin.7.one",-1.0517,-0.24062,-3.1051,0.016585,0.3618,-2.8653
"X5.975__310.23257000000001__.M.CH3OH.H..__w.o.MS2.Melophlin.M",-3.4622,-0.098109,-3.0693,0.017456,0.3618,-2.9134
"X1.083__312.11176__.M.H..__w.o.MS2.C11H21NO7S..PlaSMA.ID.1653",2.4415,0.11379,3.0516,0.017903,0.3618,-2.9372
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",-1.9007,-1.6113,-3.0491,0.017967,0.3618,-2.9406
"X1.088__177.94945__.M.H..__Unknown",1.2652,-0.22958,3.0013,0.019243,0.36256,-3.0051
"X6.845__352.32128999999998__.M.H..__Unknown",-2.4517,-5.2765,-2.987,0.019642,0.36256,-3.0244
"X6.813__376.32330000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",-2.0662,-0.0066514,-2.9127,0.021866,0.37606,-3.1253
"X6.781__337.24032999999997__.M.H..__w.o.MS2.bis.2..pyridin.3.yl.piperidin.1.yl.methane",-1.2338,-0.083548,-2.8855,0.022747,0.37606,-3.1624
"X6.783__325.24169999999998__.M.H..__w.o.MS2.C19H32O4..PlaSMA.ID.1756",-1.4513,-0.27776,-2.8803,0.02292,0.37606,-3.1695
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",-1.5984,-2.3689,-2.8295,0.024675,0.38216,-3.2388
"X1.011__321.08443999999997__.M.Na..__w.o.MS2.MMV010764",4.706,-0.5592,2.8201,0.025017,0.38216,-3.2518
"X5.905__437.19528000000003__.M.Na..__w.o.MS2.NCGC00384865.01.5.hydroxy.7..4.hydroxy.2.methoxy.3..3.methylbut.2.enyl.phenyl..2.2.dimethyl.7.8.dihydropyrano.3.2.g.chromen.6.one",-3.8185,-3.4444,-2.6796,0.030729,0.44179,-3.4447
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-1.4495,-0.22172,-2.6655,0.031375,0.44179,-3.4641
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",1.8168,-0.2613,2.654,0.031912,0.44179,-3.4801
"X6.489__540.42609000000004__.M.H..__Unknown",-1.8226,-0.80646,-2.6085,0.034127,0.45812,-3.5428
"X0.701__277.14312999999999__.M.H..__w.o.MS2.3.7.Epoxycaryophyllan.6.Ol",-3.9144,-4.04,-2.5394,0.037794,0.48466,-3.6382
"X1.008__357.02609000000001__.M.H.H2O..__w.o.MS2..E..1.4.bis.4.hydroxy.3.methoxyphenyl..2.3.dimethylbut.2.ene.1.4.dione",1.0598,0.57672,2.5155,0.039161,0.48466,-3.6714
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",-1.0781,-0.10812,-2.5116,0.039385,0.48466,-3.6767
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",-0.95418,0.13055,-2.4614,0.042432,0.50803,-3.7461
"X1.009__517.02832000000001__.M.K..__w.o.MS2.Isorhamnetin.3.galactoside",3.0454,-0.48372,2.4246,0.044821,0.51375,-3.7971
"X2.434__409.18682999999999__.M.H..__w.o.MS2.eudesmin",1.6248,-0.034216,2.4185,0.045228,0.51375,-3.8055
"X5.823__253.14127999999999__.M.H..__w.o.MS2.NCGC00169882.02_C14H20O4_.8aR.12S.12aR..12.Hydroxy.4.methyl.4.5.6.7.8.8a.12.12a.octahydro.2H.3.benzoxecine.2.9.1H..dione",-3.2041,0.76142,-2.382,0.04775,0.52883,-3.8558
"X0.726__292.12484999999998__.M.H..__w.o.MS2.Cyproconazole..LC.ESI.ITFT..MS2..CE",1.6148,1.0939,2.3458,0.050403,0.5446,-3.906
"X1.585__152.05681999999999__.M.CH3OH.H..__w.o.MS2.Guanine..CE0..UYTPUPDQBNUYGX.UHFFFAOYSA.N",-1.5675,-0.79105,-2.3172,0.052594,0.55474,-3.9454
"X7.36__395.28656000000001__.M.H..__w.o.MS2.Conessine",-2.0195,0.46993,-2.3013,0.053859,0.55487,-3.9673
"X7.223__295.2038__.M.H..__w.o.MS2.ISOPALMITIC.ACID",-1.6266,-0.51298,-2.2547,0.05774,0.58134,-4.0316
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",-2.9795,-2.0062,-2.2303,0.059882,0.58581,-4.0651
"X7.181__362.30333999999999__.M.H..__w.o.MS2.NCGC00386000.01.3.pentadecylbenzene.1.2.diol",-0.74434,0.091437,-2.2198,0.060829,0.58581,-4.0795
"X6.636__469.14159999999998__.M.H..__w.o.MS2.Unknown..carbon.number.20...PlaSMA.ID.2546",1.3438,-0.94109,2.1251,0.070073,0.65864,-4.2093
"X4.174__249.12058999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-1.5739,0.15951,-2.1129,0.071365,0.65864,-4.226
"X1.146__115.02448__.M.H..__w.o.MS2.5.Fluro.2.pyrimidone",-0.88701,-0.010292,-2.0645,0.076715,0.67931,-4.2919
"X7.931__388.36068999999998__.M.Na..__Unknown",-3.5125,0.90736,-2.0405,0.079513,0.67931,-4.3245
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",-0.85088,-0.19413,-2.0331,0.080395,0.67931,-4.3345
"X6.063__229.11754999999999__.M.H..__w.o.MS2.Proline.hydroxyproline",-0.8494,-0.71376,-2.0263,0.081222,0.67931,-4.3438
"X2.379__329.06792999999999__.M.H..__w.o.MS2.aflatoxin.G1",1.8683,0.53974,2.0258,0.081271,0.67931,-4.3443
"X7.183__250.17766__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-1.1725,0.050099,-1.9977,0.08476,0.68742,-4.3824
"X5.757__275.16208__.M.H..__w.o.MS2.NCGC00380303.01..E..7.methylidene.10.oxo.4.propan.2.ylundec.5.enoic.acid",-1.071,-0.10886,-1.992,0.085482,0.68742,-4.3901
"X7.016__354.17340000000002__.M.H..__w.o.MS2.MLS002695993.01.35661.60.0",-3.6515,-1.2466,-1.981,0.086897,0.68742,-4.4049
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.60131,0.26487,-1.9541,0.090439,0.70288,-4.441
"X4.281__376.13335999999998__.M.H..__w.o.MS2.BEZ.M",3.1383,-0.69041,1.9116,0.096354,0.73595,-4.498
"X5.457__228.19637__.M.H..__Unknown",-1.0918,-0.34003,-1.8632,0.10352,0.76495,-4.5622
"X2.838__384.12860000000001__.M.H..__w.o.MS2.1.hydroxy.4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxynaphthalene.2.carboxylic.acid",1.6762,-1.684,1.8627,0.10361,0.76495,-4.5629
"X0.579__274.88242000000002__.M.K..__Unknown",0.92354,-0.037346,1.8426,0.10674,0.77519,-4.5895
"X5.679__393.28789999999998__.M.H..__Unknown",1.1885,0.24177,1.8194,0.11046,0.77693,-4.62
"X1__412.97314__.M.K..__Unknown",1.3082,-0.079402,1.7986,0.11391,0.77693,-4.6473
"X6.866__303.23259999999999__.M.H..__w.o.MS2.Kaurenic.acid",-1.2625,0.67,-1.7827,0.11663,0.77693,-4.6682
"X0.854__174.14882__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.410",-0.98347,0.036983,-1.7799,0.1171,0.77693,-4.6718
"X0.802__234.05477999999999__.M.H..__Unknown",-2.8091,-2.5496,-1.7759,0.1178,0.77693,-4.677
"X5.679__207.6095__.M.H..__Unknown",0.56598,0.043156,1.7662,0.1195,0.77693,-4.6896
"X3.467__201.05070000000001__.M.H..__w.o.MS2.Camalexin",-0.71911,-0.22571,-1.7437,0.12352,0.77693,-4.7188
"X0.844__256.08458999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1107",-2.07,-2.8735,-1.7193,0.12804,0.77693,-4.7504
"X5.392__274.28564__.M.H..__Unknown",-0.7464,-0.92558,-1.6992,0.13188,0.77693,-4.7763
"X1.009__519.01464999999996__.M.H..__Unknown",2.1975,-0.59349,1.6965,0.13239,0.77693,-4.7797
"X4.651__114.03719__.M.H..__Unknown",0.55292,0.18021,1.6963,0.13243,0.77693,-4.7799
"X5.678__376.26067999999998__.M.H..__Unknown",1.4048,-0.1158,1.6957,0.13254,0.77693,-4.7807
"X1.008__337.05840999999998__.M.K..__w.o.MS2.Velutin",1.0577,0.69087,1.6826,0.13512,0.77693,-4.7975
"X6.062__249.18491__.M.H..__w.o.MS2.NCGC00380110.01_C16H26O3_1.Propanone..3.hydroxy.1...1R.2R.4aR.6S.8aS..1.2.4a.5.6.7.8.8a.octahydro.2.hydroxy.1.2.6.trimethyl.1.naphthalenyl..",-0.75005,0.054144,-1.6801,0.13562,0.77693,-4.8007
"X7.016__350.17809999999997__.M.H..__w.o.MS2.MMV688888",-2.3099,-0.92249,-1.6726,0.13712,0.77693,-4.8103
"X1.629__130.06524999999999__.M.H..__w.o.MS2.Indole.3.carbinol..LC.ESI.QTOF..MS2..CE",2.8019,-0.47578,1.667,0.13824,0.77693,-4.8174
"X6.03__326.37839000000002__.M.H..__Unknown",-1.0905,-1.2595,-1.6578,0.14011,0.77693,-4.8291
"X6.969__335.29126000000002__.M.H..__w.o.MS2.arachidic.acid",-0.9933,0.040577,-1.6576,0.14016,0.77693,-4.8294
"X2.63__350.11748999999998__.M.H..__w.o.MS2.Ampicillin..LC.ESI.QTOF..MS2..CE",0.72427,0.26951,1.6479,0.14214,0.77693,-4.8416
"X6.777__309.28003000000001__.M.H..__w.o.MS2.Sclareol",-0.88988,0.061346,-1.6471,0.14231,0.77693,-4.8426
"X0.68__446.15996999999999__.M.H..__w.o.MS2.MLS001158243.01.N..2.hydroxy.2.phenylethyl..2..4..4.methoxyphenyl..2.oxochromen.7.yl.oxyacetamide",2.4857,1.1681,1.6355,0.14475,0.77693,-4.8574
"X4.517__197.08624__.M.H..__w.o.MS2..MLS002207182.01.2..Hydroxy.4..6..dimethoxyacetophenone90.24.4.",-0.64423,-0.13364,-1.6222,0.14757,0.77693,-4.8741
"X0.588__113.10735__.M.H..__Unknown",-0.80202,-0.4683,-1.599,0.15264,0.77693,-4.9032
"X1.009__419.05493000000001__.M.Na..__Unknown",2.0102,-0.23181,1.5956,0.15339,0.77693,-4.9074
"X0.709__245.15268__.M.H..__w.o.MS2.KOBUSONE",1.2071,1.0084,1.5722,0.1587,0.77693,-4.9366
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",-0.69251,-0.036888,-1.5565,0.16234,0.77693,-4.9561
"X0.58__122.92574__.M.H..__Unknown",0.58289,-0.013451,1.5557,0.16253,0.77693,-4.9571
"X5.159__540.68871999999999__.M.2H.2.__Unknown",0.83015,0.3533,1.5507,0.16372,0.77693,-4.9633
"X1.61__136.06087__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",-1.3189,-0.81021,-1.5237,0.17021,0.77693,-4.9964
"X1.008__472.12173000000001__.M.H..__Unknown",1.2976,0.92543,1.5217,0.17071,0.77693,-4.9989
"X7.034__351.32303000000002__.M.H..__Unknown",3.3556,-1.0351,1.5216,0.17071,0.77693,-4.999
"X6.14__286.32269000000002__.M.H..__Unknown",-0.61598,-0.59464,-1.515,0.17236,0.77693,-5.0071
"X5.271__207.09741__.M.H..__w.o.MS2.3.methyl.6..2.methylpropyl.piperazine.2.5.dione",1.0553,0.44994,1.5037,0.17519,0.77693,-5.0209
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",0.74287,0.03264,1.499,0.17635,0.77693,-5.0265
"X3.991__160.04408000000001__.M.H..__w.o.MS2.Brompheniramine",0.83622,0.12699,1.496,0.17711,0.77693,-5.0302
"X3.914__173.07692__.M.H..__w.o.MS2.C8H12O4..PlaSMA.ID.403",0.73931,0.033918,1.4942,0.17757,0.77693,-5.0323
"X6.341__312.37142999999998__.M.H..__Unknown",-0.59104,0.026468,-1.4923,0.17806,0.77693,-5.0347
"X6.616__385.17764__.M.H..__w.o.MS2..4aR..5.hydroxy.6.methoxy.1.1.dimethyl.7.propan.2.yl.2.3.4.9.10.10a.hexahydrophenanthrene.4a.carboxylic.acid",0.99457,-0.41666,1.4914,0.1783,0.77693,-5.0358
"X2.497__176.07837000000001__.M.H..__w.o.MS2.allantonin",0.90635,0.27751,1.4852,0.17989,0.77693,-5.0433
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",3.4264,-1.0362,1.4842,0.18014,0.77693,-5.0445
"X4.578__264.23361__.M.H..__w.o.MS2.NCGC00385952.01_C15H26O_1.7.Dimethyl.7..4.methyl.3.penten.1.yl.bicyclo.2.2.1.heptan.2.ol",0.75658,-0.51765,1.466,0.18489,0.77693,-5.0664
"X1.008__87.02569__.M.H..__Unknown",0.57674,0.091994,1.454,0.18808,0.77693,-5.0807
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",-0.60293,-0.23813,-1.452,0.18863,0.77693,-5.0832
"X5.68__435.33566000000002__.M.H..__w.o.MS2.Unknown..carbon.number.30...PlaSMA.ID.2370",0.97749,0.3648,1.444,0.1908,0.77693,-5.0928
"X3.853__418.14182__.M.Na..__w.o.MS2.Atalaphylline",-1.7058,-0.41791,-1.4439,0.19082,0.77693,-5.0928
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",-0.9728,-0.22518,-1.4357,0.19305,0.77693,-5.1025
"X0.603__246.18407999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1031",-0.97038,-1.2923,-1.4291,0.19488,0.77693,-5.1104
"X1.038__308.09334999999999__.M.H..__w.o.MS2.Glutathione..reduced.",-1.8175,-2.585,-1.4271,0.19543,0.77693,-5.1128
"X0.894__190.97855000000001__.M.H..__Unknown",2.3491,-1.2654,1.4266,0.19555,0.77693,-5.1133
"X0.581__233.99332000000001__.M.K..__Unknown",3.966,-1.0872,1.4243,0.19621,0.77693,-5.1161
"X0.908__130.05080000000001__.M.H..__w.o.MS2.Pyroglutamic.acid..not.validated..isomer.of.88...PlaSMA.ID.89",-0.62784,-2.086,-1.422,0.19685,0.77693,-5.1188
"X8.613__379.33453__.M.H..__Unknown",2.1024,-0.39591,1.4063,0.20127,0.77693,-5.1373
"X0.586__212.85091__.M.K..__Unknown",0.44736,0.20567,1.4035,0.20208,0.77693,-5.1406
"X1.145__148.05457999999999__.M.H..__w.o.MS2.Glutamic.acid",0.94491,-0.95253,1.3982,0.20359,0.77693,-5.1468
"X1.01__397.07754999999997__.M.H..__Unknown",0.68242,0.56501,1.3902,0.20591,0.77693,-5.1561
"X1.61__268.10373__.M.H..__Adenosine..LC.ESI.QTOF..MS2..CE",-1.2931,-1.0142,-1.3849,0.20747,0.77693,-5.1624
"X4.953__241.142__.M.H..__w.o.MS2.Imiquimod",-1.386,0.32416,-1.3829,0.20805,0.77693,-5.1647
"X6.116__356.35174999999998__.M.H..__Unknown",1.9727,-1.0129,1.3807,0.2087,0.77693,-5.1673
"X0.582__284.00042999999999__.M.Na..__Unknown",0.78118,-0.31413,1.3734,0.21084,0.77835,-5.1757
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",0.58092,0.13364,1.3502,0.21785,0.78772,-5.2025
"X1.011__77.006039999999999__.M.H..__Unknown",0.83637,-0.10092,1.3481,0.21846,0.78772,-5.2048
"X4.653__377.07898__.M.2H.2.__w.o.MS2.Chlorogenic.acid",1.0334,-0.14267,1.3473,0.21871,0.78772,-5.2057
"X4.019__162.0925__.M.H..__w.o.MS2.Tryptophol",0.56643,0.05428,1.3195,0.22741,0.79456,-5.2375
"X0.58__299.97570999999999__.M.K..__Unknown",0.82562,-0.09851,1.3182,0.22782,0.79456,-5.239
"X0.634__298.10275000000001__.M.H..__w.o.MS2.ACTIPHENOL",2.1602,-3.86,1.317,0.22818,0.79456,-5.2403
"X0.685__85.028310000000005__.M.H..__w.o.MS2.Unknown..carbon.number.4...PlaSMA.ID.2",2.0226,2.7486,1.3155,0.22865,0.79456,-5.242
"X2.433__142.06618__.M.H..__w.o.MS2.5.Hydroxymethylcytosine",0.58702,0.043147,1.3088,0.2308,0.79456,-5.2496
"X0.581__218.01214999999999__.M.Na..__w.o.MS2.Propanil",0.6203,-0.15207,1.2996,0.2338,0.79456,-5.26
"X0.58__493.00060999999999__.M.K..__Unknown",1.1926,0.31113,1.2967,0.23471,0.79456,-5.2631
"X1.617__136.93144000000001__.M.H..__Unknown",0.88917,-0.058287,1.296,0.23496,0.79456,-5.264
"X6.147__327.09116__.M.H..__w.o.MS2.Vicine",0.74762,-0.10703,1.2873,0.23781,0.79695,-5.2737
"X0.895__136.06218000000001__.M.H..__w.o.MS2.Adenine..CE0..GFFGJBXGBJISGV.UHFFFAOYSA.N",-0.82505,-1.3898,-1.2716,0.24302,0.79695,-5.2911
"X0.58__258.90069999999997__.M.Na..__Unknown",0.50355,-0.1903,1.2691,0.24386,0.79695,-5.2939
"X3.853__220.09952999999999__.M.H..__w.o.MS2.Aniracetam",1.2472,-0.528,1.2619,0.24629,0.79695,-5.3018
"X3.992__114.03863__.M.H..__Unknown",0.56226,0.14104,1.2572,0.24792,0.79695,-5.3071
"X1.01__75.02637__.M.Na..__Unknown",0.50686,-0.1114,1.2524,0.24954,0.79695,-5.3123
"X1.076__124.039__.M.H..__Isonicotinic.acid..LC.ESI.QTOF..MS2..CE",0.46622,-1.5732,1.2458,0.25182,0.79695,-5.3196
"X4.613__311.16034000000002__.M.H..__w.o.MS2..16alpha.17beta..estra.1.3.5.10..triene.3.16.17.triol",-3.1598,-2.1428,-1.2444,0.2523,0.79695,-5.3211
"X3.655__396.15850999999998__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-1.6317,-0.11236,-1.2384,0.25441,0.79695,-5.3277
"X3.444__350.11617999999999__.M.H..__w.o.MS2.MMV688889",-2.9208,-1.1337,-1.2271,0.25836,0.79695,-5.3399
"X1.01__89.042119999999997__.M.H..__Unknown",0.40108,0.097989,1.2225,0.26,0.79695,-5.3449
"X0.737__276.99448000000001__.M.H..__Unknown",1.7311,0.29664,1.2213,0.26042,0.79695,-5.3462
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",0.49822,0.065417,1.2177,0.26173,0.79695,-5.3502
"X1.997__282.12006000000002__.M.H..__w.o.MS2.N..6.methoxypyridin.3.yl..1.methyl.1H.indole.6.carboxamide",0.49115,-0.49015,1.2087,0.26497,0.79695,-5.3599
"X4.92__336.21679999999998__.M.H..__Unknown",-0.54128,-1.0715,-1.2066,0.26572,0.79695,-5.3621
"X0.725__116.07121__.M.H..__L.....Proline..LC.ESI.QTOF..MS2..CE",-0.67568,-1.7559,-1.2025,0.26721,0.79695,-5.3665
"X8.264__449.38479999999998__.M.H..__w.o.MS2.friedelin",1.7124,1.507,1.1941,0.27029,0.79695,-5.3755
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",-0.51993,-0.064808,-1.1892,0.2721,0.79695,-5.3807
"X0.564__224.05269000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.852",0.59196,-0.25645,1.1731,0.27808,0.79695,-5.3977
"X2.607__137.07096999999999__.M.H..__w.o.MS2.N.Methylnicotinamide..CE0..ZYVXHFWBYUDDBM.UHFFFAOYSA.N",-0.40645,-0.41765,-1.1698,0.27934,0.79695,-5.4012
"X0.579__367.96352999999999__.M.K..__Unknown",0.79245,-0.31718,1.1695,0.27943,0.79695,-5.4014
"X0.981__96.007580000000004__.M.H..__Unknown",0.43574,-0.10833,1.1606,0.28281,0.79695,-5.4108
"X6.194__277.18047999999999__.M.H..__w.o.MS2.6.Shogaol",-0.63321,-0.20664,-1.1598,0.28312,0.79695,-5.4116
"X2.958__169.07578000000001__.M.H..__w.o.MS2.Norharman..PlaSMA.ID.382",0.77166,-0.023774,1.1586,0.2836,0.79695,-5.4129
"X5.375__325.10736000000003__.M.K..__w.o.MS2.NCGC00169103.03_C19H18O6_Benz.3.4.anthra.1.2.b.oxirene.5.6.dione..1a.2.3.4.5b.11.11a.11b.octahydro.10.11.11a.trihydroxy.3.methyl.",-2.5284,-1.2613,-1.1583,0.28371,0.79695,-5.4132
"X7.068__523.32488999999998__.M.Na..__w.o.MS2.4...5..5.hydroxy.3.....2Z..2.methylbut.2.enoyl.oxy.methyl.pentyl..8a..hydroxymethyl..5.6.dimethyl.3.4.4a.5.6.7.8.8a.octahydronaphthalen.1.yl.methoxy..4.oxobutanoic.acid",0.52901,0.24764,1.1556,0.28472,0.79695,-5.416
"X3.093__486.04108000000002__.M.H..__Unknown",1.0714,-0.17042,1.1436,0.28936,0.79695,-5.4284
"X2.434__243.05409__.M.K..__w.o.MS2.TRYPTOPHAN",0.58981,-0.0082021,1.1363,0.29223,0.79695,-5.436
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",0.73463,-0.38424,1.1361,0.29229,0.79695,-5.4362
"X0.58__448.02573000000001__.M.H..__Unknown",1.4324,-0.56804,1.1351,0.29267,0.79695,-5.4372
"X0.738__228.96952999999999__.M.H..__Unknown",-0.42444,-0.18796,-1.1271,0.29585,0.79695,-5.4455
"X2.338__178.09027__.M.H..__w.o.MS2.C10H11NO2..PlaSMA.ID.458",0.59399,0.099611,1.1177,0.29959,0.79695,-5.4551
"X1.009__355.03084999999999__.M.H..__w.o.MS2.Pinoquercetin",0.48394,0.451,1.1161,0.30021,0.79695,-5.4567
"X1.647__156.07687000000001__.M.H..__w.o.MS2.L.Histidine..CE0..HNDVDQJCIGZPNO.YFKPBYRVSA.N",0.48796,-0.093268,1.1133,0.30136,0.79695,-5.4596
"X1.937__146.06014999999999__.M.H..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",0.42315,0.14621,1.1087,0.30321,0.79695,-5.4642
"X7.534__533.21123999999998__.M.H..__Unknown",0.46305,0.14707,1.1073,0.30377,0.79695,-5.4656
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",0.61033,-0.05871,1.105,0.30468,0.79695,-5.4679
"X1.459__263.19690000000003__.M.H..__w.o.MS2.7..2.hydroxypropan.2.yl..1.4a.dimethyl.2.3.4.5.6.7.8.8a.octahydronaphthalen.1.ol",1.487,0.062948,1.1033,0.30538,0.79695,-5.4697
"X1.458__366.00011999999998__.M.H..__Unknown",0.86736,-0.417,1.0833,0.31361,0.79695,-5.4898
"X2.263__138.05547000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.134",0.39645,0.039672,1.0818,0.31424,0.79695,-5.4913
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",-1.0954,-0.29314,-1.0771,0.3162,0.79695,-5.496
"X4.147__223.13869__.M.H..__w.o.MS2.Unknown..carbon.number.13...PlaSMA.ID.849",-0.4795,-0.22962,-1.0695,0.31937,0.79695,-5.5035
"X6.291__293.21749999999997__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1487",0.4934,0.26721,1.0668,0.32049,0.79695,-5.5061
"X0.591__500.03298999999998__.M.Na..__Unknown",0.9275,-1.646,1.0629,0.32216,0.79695,-5.51
"X3.12__202.18088__.M.H..__Unknown",-0.46149,-0.068379,-1.0552,0.32542,0.79695,-5.5175
"X0.579__351.98876999999999__.M.Na..__Unknown",0.68177,-0.5206,1.0547,0.32566,0.79695,-5.5181
"X7.279__346.25882000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1904",-0.70048,-0.26444,-1.052,0.3268,0.79695,-5.5206
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",0.952,-0.048896,1.0408,0.33165,0.79695,-5.5316
"X1.086__162.06247999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.300",0.7374,-0.878,1.0376,0.33301,0.79695,-5.5346
