"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X1.198__177.95758000000001__.M.H..__Unknown",-1.5338,0.51685,-1.7151,0.12497,0.99929,-4.5567
"X1.008__357.02609000000001__.M.H.H2O..__w.o.MS2..E..1.4.bis.4.hydroxy.3.methoxyphenyl..2.3.dimethylbut.2.ene.1.4.dione",-0.51609,0.67804,-1.7137,0.12524,0.99929,-4.5567
"X0.844__256.08458999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1107",1.9184,-3.14,1.7111,0.12573,0.99929,-4.5569
"X0.896__158.95164__.M.H.H2O..__Unknown",0.62486,-0.010415,1.7071,0.12649,0.99929,-4.5571
"X6.188__346.33013999999997__.M.H..__w.o.MS2.icos.19.ene.1.2.4.triol",0.85614,-0.94756,1.6909,0.12962,0.99929,-4.558
"X6.14__286.32269000000002__.M.H..__Unknown",0.65748,-0.45246,1.6901,0.12978,0.99929,-4.5581
"X0.49__146.16550000000001__.M.H..__w.o.MS2.Spermidine..LC.ESI.QTOF..MS2..CE",1.297,1.867,1.6898,0.12983,0.99929,-4.5581
"X6.479__295.23615000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1528",0.75169,-0.36977,1.6732,0.13313,0.99929,-4.5591
"X1.609__276.14343000000002__.M.H.H2O..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1286",-2.0318,0.18573,-1.6681,0.13415,0.99929,-4.5593
"X6.129__337.07611__.M.Na..__7.8.dihydroxy.5.6.dimethoxy.2.phenyl.4H.chromen.4.one",-1.0152,-3.6845,-1.6655,0.13468,0.99929,-4.5595
"X1.01__89.042119999999997__.M.H..__Unknown",-0.39222,0.10772,-1.6653,0.13473,0.99929,-4.5595
"X5.757__275.16208__.M.H..__w.o.MS2.NCGC00380303.01..E..7.methylidene.10.oxo.4.propan.2.ylundec.5.enoic.acid",1.0038,-0.014111,1.6554,0.13674,0.99929,-4.5601
"X5.992__207.13354000000001__.M.H..__w.o.MS2.Ibuprofen",0.79674,0.16388,1.629,0.14226,0.99929,-4.5616
"X0.708__365.11212__.M.Na..__Melibiose",1.18,-3.6035,1.616,0.14507,0.99929,-4.5623
"X0.634__298.10275000000001__.M.H..__w.o.MS2.ACTIPHENOL",2.1472,-4.067,1.5738,0.15449,0.99929,-4.5647
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",0.82821,0.01985,1.5614,0.15735,0.99929,-4.5654
"X1.647__156.07687000000001__.M.H..__w.o.MS2.L.Histidine..CE0..HNDVDQJCIGZPNO.YFKPBYRVSA.N",0.51693,0.11054,1.5605,0.15757,0.99929,-4.5655
"X3.013__164.14410000000001__.M.H..__Unknown",-1.7672,-0.41731,-1.5404,0.16234,0.99929,-4.5666
"X1.161__98.983879999999999__.M.H..__Unknown",1.304,0.073052,1.5394,0.16257,0.99929,-4.5667
"X5.824__227.16176999999999__.M.H..__w.o.MS2.NCGC00381386.01.2..7.hydroxy.6.methyloctyl..2H.furan.5.one",0.78787,-0.3353,1.535,0.16363,0.99929,-4.5669
"X4.421__287.15935999999999__.M.H..__w.o.MS2.2..1.hydroxy.1.methoxy.3.methylbutyl..6.methyl.5H..1.3.dioxolo.4.5.c.pyridin.4.one",0.67051,0.027922,1.5349,0.16366,0.99929,-4.567
"X0.894__190.97855000000001__.M.H..__Unknown",-0.6996,-0.33444,-1.4933,0.174,0.99929,-4.5693
"X5.493__279.09369__.M.H..__Triphenylphosphine.oxide",-0.39906,-0.4705,-1.4804,0.17733,0.99929,-4.57
"X0.588__113.10735__.M.H..__Unknown",0.76691,-0.71435,1.4696,0.18017,0.99929,-4.5707
"X0.582__284.00042999999999__.M.Na..__Unknown",-0.37462,-0.26803,-1.4669,0.18087,0.99929,-4.5708
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",1.4491,-0.57015,1.4655,0.18124,0.99929,-4.5709
"X6.813__376.32330000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",1.4016,0.10445,1.4627,0.18199,0.99929,-4.571
"X2.838__384.12860000000001__.M.H..__w.o.MS2.1.hydroxy.4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxynaphthalene.2.carboxylic.acid",1.0265,-1.0964,1.4442,0.18699,0.99929,-4.5721
"X3.439__287.09991__.M.H..__5.7.4..Trihydroxy.8.methylflavanone",1.0942,0.14699,1.4267,0.19181,0.99929,-4.5731
"X5.271__207.09741__.M.H..__w.o.MS2.3.methyl.6..2.methylpropyl.piperazine.2.5.dione",-0.87389,0.19435,-1.4176,0.19435,0.99929,-4.5736
"X0.695__325.11284999999998__.M.H.H2O..__w.o.MS2.Disaccharide.Hex.Hex...PlaSMA.ID.1741",0.58393,-2.3915,1.3952,0.20077,0.99929,-4.5749
"X1.805__209.09503000000001__.M.H..__w.o.MS2.MLS000069600.01.CHALCONE614.47.1",-0.87941,-1.7573,-1.3861,0.20343,0.99929,-4.5754
"X5.902__415.21395999999999__.M.H..__w.o.MS2.MMV020623",0.81877,0.0090989,1.378,0.20579,0.99929,-4.5758
"X6.969__335.29126000000002__.M.H..__w.o.MS2.arachidic.acid",1.1356,0.36787,1.3774,0.20598,0.99929,-4.5758
"X0.717__157.06164999999999__.M.H.H2O..__Unknown",1.9384,-3.2519,1.3759,0.20642,0.99929,-4.5759
"X3.43__345.14542__.M.H..__w.o.MS2.MLS001139277.01..2S..5.oxo.1..3.oxo.1H.2.benzofuran.1.yl..N..oxolan.2.ylmethyl.pyrrolidine.2.carboxamide",0.64543,-0.14286,1.3422,0.21665,0.99929,-4.5778
"X0.581__218.01214999999999__.M.Na..__w.o.MS2.Propanil",-0.31223,-0.10389,-1.3369,0.2183,0.99929,-4.5781
"X4.087__232.17075__.M.H..__w.o.MS2.Alpha.pyrrolidinovalerophenone",-1.0518,-0.22345,-1.3281,0.22106,0.99929,-4.5786
"X4.792__144.13963000000001__.M.H..__Unknown",-1.2854,-0.36308,-1.3225,0.22285,0.99929,-4.5789
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",-2.0202,-0.60731,-1.3214,0.22319,0.99929,-4.579
"X2.526__316.21814000000001__.M.H..__w.o.MS2.NCGC00381331.01_C16H26O5_Pentanoic.acid..3.methyl...5.hydroxy.3..hydroxymethyl..6..1.methylethyl..2.oxo.3.cyclohexen.1.yl.ester",0.89396,0.034772,1.3106,0.22665,0.99929,-4.5795
"X1.348__200.97656000000001__.M.H..__Unknown",-0.56773,0.89152,-1.3045,0.22861,0.99929,-4.5799
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",-2.7579,-0.49647,-1.3002,0.23003,0.99929,-4.5801
"X0.579__351.98876999999999__.M.Na..__Unknown",-0.4333,-0.50656,-1.2996,0.23023,0.99929,-4.5802
"X6.847__307.20605__.M.Na..__w.o.MS2..1R.3S.5S..8.methyl.8.azabicyclo.3.2.1.octan.3.yl.3.hydroxy.2.phenylpropanoate",-0.96127,0.71686,-1.2874,0.23423,0.99929,-4.5808
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",0.40014,-0.18445,1.2846,0.23517,0.99929,-4.581
"X6.403__338.22640999999999__.M.H..__w.o.MS2.Lobeline.Hydrochloride",-0.43678,-0.2493,-1.2651,0.24173,0.99929,-4.582
"X0.582__445.08026000000001__.M.Na..__w.o.MS2.mangiferin",-0.72664,-0.82415,-1.2575,0.24432,0.99929,-4.5825
"X1.456__132.10356__.M.H..__Leucine",-0.29976,0.07875,-1.2547,0.24527,0.99929,-4.5826
"X2.236__181.08635000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.501",0.3606,-0.15864,1.254,0.24553,0.99929,-4.5826
"X0.705__381.08652000000001__.M.K..__w.o.MS2.Excavatin.L",0.97605,-3.5484,1.2482,0.24752,0.99929,-4.583
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-1.4953,-0.31011,-1.2461,0.24826,0.99929,-4.5831
"X1.611__294.15420999999998__.M.H..__w.o.MS2.N.Fructosyl.isoleucine..PlaSMA.ID.1496",-2.3998,0.19206,-1.2426,0.24949,0.99929,-4.5833
"X0.876__234.90781999999999__.M.H..__Unknown",-1.2938,0.037434,-1.2299,0.25395,0.99929,-4.584
"X0.588__268.02832000000001__.M.Na..__Unknown",-0.41073,-0.55161,-1.2284,0.25446,0.99929,-4.584
"X0.662__296.06558__.M.K..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",1.2665,-0.0087755,1.2179,0.25823,0.99929,-4.5846
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-1.6036,-0.25324,-1.2175,0.25837,0.99929,-4.5846
"X8.264__449.38479999999998__.M.H..__w.o.MS2.friedelin",-2.2266,2.5121,-1.2138,0.2597,0.99929,-4.5848
"X6.46__214.22044__.M.H..__Unknown",-0.45988,0.075428,-1.2013,0.26428,0.99929,-4.5855
"X4.575__231.10056__.M.H..__w.o.MS2.MLS000069555.01.NAPROXEN.SODIUM",0.48942,-1.0283,1.1951,0.26655,0.99929,-4.5858
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",0.58169,-0.097467,1.1905,0.26825,0.99929,-4.5861
"X0.692__316.98538000000002__.M.K..__Unknown",-1.0122,1.0942,-1.1834,0.27088,0.99929,-4.5864
"X0.584__200.03999__.M.Na..__w.o.MS2.2.amino.3.prop.2.enylsulfinylpropanoic.acid",-0.34709,-0.37209,-1.1777,0.27303,0.99929,-4.5867
"X7.533__373.23192999999998__.M.H..__w.o.MS2.5..5.methoxycarbonyl.5.8a.dimethyl.2.methylidene.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.59822,0.11488,-1.1734,0.27466,0.99929,-4.587
"X4.664__249.12031999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",0.48339,-0.10467,1.1487,0.28412,0.99929,-4.5883
"X5.612__313.19296000000003__.M.H..__w.o.MS2.55268.74.1",0.45272,-0.36294,1.145,0.28556,0.99929,-4.5885
"X0.823__224.93935999999999__.M.H..__Unknown",-0.67242,-0.2539,-1.1365,0.28891,0.99929,-4.5889
"X0.859__98.984960000000001__.M.H..__Unknown",-0.34474,-0.81174,-1.13,0.29146,0.99929,-4.5892
"X2.345__146.11841000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.184",-0.31813,0.051549,-1.1167,0.29681,0.99929,-4.5899
"X5.028__313.17541999999997__.M.H..__w.o.MS2.m.z.313.of.diterpene.esters..collected.from.12.deoxyphorbol.13.acetate.",0.45565,-0.21245,1.1096,0.29967,0.99929,-4.5903
"X7.638__562.37445000000002__.M.2H.2.__w.o.MS2.Rhodoxanthin..FAB.EBEB..MS2..m.z",-0.39471,0.44853,-1.1071,0.30066,0.99929,-4.5904
"X7.181__362.30333999999999__.M.H..__w.o.MS2.NCGC00386000.01.3.pentadecylbenzene.1.2.diol",0.81864,0.57423,1.105,0.30152,0.99929,-4.5905
"X0.58__258.90069999999997__.M.Na..__Unknown",-0.26497,-0.2969,-1.1017,0.30287,0.99929,-4.5907
"X5.375__325.10736000000003__.M.K..__w.o.MS2.NCGC00169103.03_C19H18O6_Benz.3.4.anthra.1.2.b.oxirene.5.6.dione..1a.2.3.4.5b.11.11a.11b.octahydro.10.11.11a.trihydroxy.3.methyl.",-0.75018,-1.0516,-1.0982,0.30433,0.99929,-4.5909
"X5.027__443.24484000000001__.M.H..__w.o.MS2.6.8.dihydroxy.2.2.4.4.tetramethyl.7..3.methylbutanoyl..9..2.methylpropyl..9H.xanthene.1.3.dione",-0.69658,-0.26038,-1.0936,0.30622,0.99929,-4.5911
"X0.611__99.093209999999999__.M.H..__Unknown",-0.37916,-0.51385,-1.091,0.30728,0.99929,-4.5913
"X6.081__186.18584000000001__.M.H..__Unknown",-1.0345,-0.75183,-1.0887,0.30822,0.99929,-4.5914
"X3.914__173.07692__.M.H..__w.o.MS2.C8H12O4..PlaSMA.ID.403",-0.8076,-0.07972,-1.0885,0.30833,0.99929,-4.5914
"X1.031__202.18224000000001__.M.H..__Unknown",0.83213,-0.31521,1.0883,0.3084,0.99929,-4.5914
"X1.038__308.09334999999999__.M.H..__w.o.MS2.Glutathione..reduced.",-0.69423,-3.2886,-1.086,0.30936,0.99929,-4.5915
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",0.65579,-2.3669,1.0857,0.30947,0.99929,-4.5915
"X1.008__352.02377000000001__.M.H..__w.o.MS2.6.chloro.4.5.7.trihydroxy.9.10.dioxoanthracene.2.carboxylic.acid",0.40113,0.59162,1.0812,0.31138,0.99929,-4.5918
"X4.554__197.12360000000001__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.634",0.37837,-0.21012,1.0759,0.31357,0.99929,-4.592
"X2.247__258.07211000000001__.M.K..__w.o.MS2.Orbencarb..LC.ESI.ITFT..MS2..CE",0.40644,0.037476,1.0684,0.31678,0.99929,-4.5924
"X3.754__557.22240999999997__.M.H..__Unknown",-2.4386,-1.7864,-1.0673,0.31722,0.99929,-4.5925
"X0.581__407.01718__.M.H..__w.o.MS2.Methyl.Deoxycholate",0.45465,-0.24639,1.0615,0.3197,0.99929,-4.5928
"X6.616__385.17764__.M.H..__w.o.MS2..4aR..5.hydroxy.6.methoxy.1.1.dimethyl.7.propan.2.yl.2.3.4.9.10.10a.hexahydrophenanthrene.4a.carboxylic.acid",-0.70219,-0.25974,-1.0611,0.31986,0.99929,-4.5928
"X6.781__337.24032999999997__.M.H..__w.o.MS2.bis.2..pyridin.3.yl.piperidin.1.yl.methane",0.85706,-0.15225,1.0541,0.32286,0.99929,-4.5931
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",0.29616,-1.2426,1.0537,0.32305,0.99929,-4.5931
"X2.379__329.06792999999999__.M.H..__w.o.MS2.aflatoxin.G1",-1.0098,0.96028,-1.0512,0.32412,0.99929,-4.5933
"X0.984__247.03163000000001__.M.H..__w.o.MS2.columbianetin",0.29372,0.089246,1.048,0.32549,0.99929,-4.5934
"X2.519__169.04911999999999__.M.H..__w.o.MS2.2.6.Dimethoxyquinone",-0.52007,-0.073048,-1.0443,0.32711,0.99929,-4.5936
"X1.011__77.006039999999999__.M.H..__Unknown",-0.28257,0.080031,-1.0426,0.32786,0.99929,-4.5937
"X0.514__198.94175999999999__.M.H..__Unknown",2.0352,0.39052,1.0333,0.33192,0.99929,-4.5942
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",1.2562,1.0952,1.0321,0.33246,0.99929,-4.5942
"X2.672__298.10785__.M.H..__5..S.Methylthioadenosine..LC.ESI.QTOF..MS2..CE",1.0817,-3.2415,1.0304,0.33322,0.99929,-4.5943
"X0.685__85.028310000000005__.M.H..__w.o.MS2.Unknown..carbon.number.4...PlaSMA.ID.2",-0.23365,1.5356,-1.0247,0.33574,0.99929,-4.5946
"X1.009__517.02832000000001__.M.K..__w.o.MS2.Isorhamnetin.3.galactoside",-0.28886,0.47873,-1.0209,0.33742,0.99929,-4.5948
"X2.682__505.18524000000002__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",-1.3632,-0.13283,-1.0169,0.33918,0.99929,-4.595
"X6.691__228.24010999999999__.M.H..__Unknown",0.3225,-0.12767,1.016,0.33958,0.99929,-4.595
"X1.719__168.95728__.M.H..__Unknown",-0.51543,-0.32816,-1.0129,0.34097,0.99929,-4.5952
"X1.013__63.006399999999999__.M.H..__Unknown",-0.25396,-0.022705,-1.0123,0.34127,0.99929,-4.5952
"X4.281__376.13335999999998__.M.H..__w.o.MS2.BEZ.M",-1.0051,0.306,-0.99154,0.35069,0.99929,-4.5962
"X2.672__136.06525__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",0.96499,-2.9778,0.99022,0.35129,0.99929,-4.5963
"X6.681__521.32281__.M.H..__w.o.MS2.Poricoic.acid.A",0.63167,0.12324,0.96613,0.36249,0.99929,-4.5975
"X4.557__376.13256999999999__.M.H..__w.o.MS2.BEZ.M",-1.5091,-1.3095,-0.96384,0.36357,0.99929,-4.5976
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",0.61625,-2.1639,0.95918,0.36578,0.99929,-4.5978
"X7.534__533.21123999999998__.M.H..__Unknown",0.4426,0.50033,0.95833,0.36618,0.99929,-4.5978
"X8.902__311.25742000000002__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",0.63266,0.15034,0.9553,0.36761,0.99929,-4.598
"X1.164__186.99564000000001__.M.H..__w.o.MS2.D.....3.PHOSPHOGLYCERIC.ACID",0.59836,-0.51989,0.95367,0.36839,0.99929,-4.598
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",-0.32378,0.17932,-0.94734,0.37141,0.99929,-4.5983
"X1.632__177.95822000000001__.M.H..__Unknown",-0.73265,-0.45801,-0.94488,0.3726,0.99929,-4.5985
"X1.088__177.94945__.M.H..__Unknown",-0.70892,-0.29869,-0.94088,0.37452,0.99929,-4.5987
"X1.585__152.05681999999999__.M.CH3OH.H..__w.o.MS2.Guanine..CE0..UYTPUPDQBNUYGX.UHFFFAOYSA.N",0.46645,-0.87406,0.93683,0.37648,0.99929,-4.5988
"X3.635__191.07396__.M.H..__w.o.MS2.2.hydroxy.4.methyl.3H.benzo.e..1.4.diazepin.5.4H..one",0.31778,-0.082032,0.93666,0.37656,0.99929,-4.5988
"X0.676__497.04827999999998__.M.H..__Unknown",-1.5053,0.72621,-0.92457,0.38244,0.99929,-4.5994
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",-0.76066,0.013123,-0.92385,0.3828,0.99929,-4.5995
"X0.799__146.11668__.M.H..__w.o.MS2.Acetylcholine..LC.ESI.QTOF..MS2..CE",-1.0273,0.03209,-0.92171,0.38384,0.99929,-4.5995
"X6.147__327.09116__.M.H..__w.o.MS2.Vicine",-0.7969,0.021147,-0.91516,0.38707,0.99929,-4.5999
"X5.392__274.28564__.M.H..__Unknown",0.5307,-1.0766,0.91405,0.38762,0.99929,-4.5999
"X8.272__549.42273__.M.H..__Unknown",-0.32206,0.27469,-0.91157,0.38884,0.99929,-4.6
"X6.866__303.23259999999999__.M.H..__w.o.MS2.Kaurenic.acid",0.45166,0.2954,0.90981,0.38972,0.99929,-4.6001
"X7.393__413.26001__.M.Na..__2.acetoxy.4.pentadecylbenzoic.acid",0.50533,0.68295,0.90659,0.39132,0.99929,-4.6003
"X6.21__253.22301999999999__.M.H..__w.o.MS2.MLS002639189.01.",0.35776,-0.038361,0.90091,0.39416,0.99929,-4.6005
"X1.095__252.15924000000001__.M.H..__Unknown",-0.22191,-0.24649,-0.89937,0.39493,0.99929,-4.6006
"X1.009__419.05493000000001__.M.Na..__Unknown",-0.22375,0.44787,-0.89853,0.39535,0.99929,-4.6006
"X1.458__366.00011999999998__.M.H..__Unknown",-0.60526,-0.16549,-0.8929,0.39818,0.99929,-4.6009
"X0.569__423.08483999999999__.M.H..__w.o.MS2.5.hydroxy.6.8.dimethoxy.7...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxychromen.2.one",-0.26675,-0.47302,-0.89231,0.39848,0.99929,-4.6009
"X7.533__371.32468__.M.H..__Unknown",0.26082,-0.043108,0.88255,0.40342,0.99929,-4.6013
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-0.32574,-0.80024,-0.87248,0.40857,0.99929,-4.6018
"X7.226__151.07705999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",-0.5897,0.085619,-0.87062,0.40952,0.99929,-4.6019
"X1.913__184.16908000000001__.M.H..__Unknown",0.30023,-0.13665,0.86657,0.41161,0.99929,-4.6021
"X5.903__432.23993000000002__.M.H..__w.o.MS2.N..2....1S.9aR..octahydro.1H.quinolizin.1.yl.methyl..3.oxo.1.2.3.4.tetrahydrobenzo.4.5.imidazo.1.2.a.pyrazin.8.yl.propionamide",0.4687,-0.22527,0.86522,0.41231,0.99929,-4.6021
"X1.083__312.11176__.M.H..__w.o.MS2.C11H21NO7S..PlaSMA.ID.1653",-2.9484,-0.17864,-0.86271,0.41361,0.99929,-4.6022
"X4.578__264.23361__.M.H..__w.o.MS2.NCGC00385952.01_C15H26O_1.7.Dimethyl.7..4.methyl.3.penten.1.yl.bicyclo.2.2.1.heptan.2.ol",0.40578,-0.66641,0.86264,0.41364,0.99929,-4.6022
"X5.839__259.13198999999997__.M.H..__w.o.MS2.2.methoxy.5.methyl.3..2.methylbut.3.en.2.yl.chromen.4.one",0.53427,-0.38783,0.85763,0.41625,0.99929,-4.6025
"X7.018__282.23043999999999__.M.H..__w.o.MS2.MLS001148462.01.alverine",-0.61738,0.085041,-0.8572,0.41647,0.99929,-4.6025
