"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X0.605__364.05880999999999__.M.H..__w.o.MS2.Guanosine.5..monophosphate..LC.ESI.QTOF..MS2..CE",-1.1516,-0.47149,-2.1594,0.059404,0.93368,-3.8151
"X1.095__252.15924000000001__.M.H..__Unknown",-0.65969,-0.45529,-2.1282,0.062491,0.93368,-3.8472
"X1.008__323.06787000000003__.M.H..__w.o.MS2.3.4.DIMETHOXYDALBERGIONE",-1.4066,-0.15304,-2.1027,0.065122,0.93368,-3.8733
"X7.533__339.29074000000003__.M.H..__Unknown",-0.52047,0.27254,-2.0929,0.066165,0.93368,-3.8834
"X1__412.97314__.M.K..__Unknown",-1.0295,-0.21884,-2.0822,0.06731,0.93368,-3.8942
"X2.993__160.13328999999999__.M.H..__w.o.MS2.4.aminovaleric.acid.betaine..CE0..RXHVPPWXTMHWGY.UHFFFAOYSA.N",0.9416,0.41479,2.0652,0.069194,0.93368,-3.9117
"X7.533__373.23192999999998__.M.H..__w.o.MS2.5..5.methoxycarbonyl.5.8a.dimethyl.2.methylidene.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.96779,-0.058316,-2.0572,0.070086,0.93368,-3.9198
"X8.613__379.33453__.M.H..__Unknown",-0.7376,0.52468,-2.0541,0.070436,0.93368,-3.923
"X0.987__323.98068000000001__.M.K..__Unknown",-0.68636,-0.44326,-2.0306,0.073154,0.93368,-3.9469
"X0.701__277.14312999999999__.M.H..__w.o.MS2.3.7.Epoxycaryophyllan.6.Ol",3.2023,-4.9715,1.9913,0.077939,0.93368,-3.987
"X7.638__562.37445000000002__.M.2H.2.__w.o.MS2.Rhodoxanthin..FAB.EBEB..MS2..m.z",-0.63193,0.30194,-1.9894,0.078168,0.93368,-3.9889
"X7.931__388.36068999999998__.M.Na..__Unknown",-0.64104,-0.26769,-1.9848,0.07875,0.93368,-3.9936
"X4.402__248.14191__.M.H..__w.o.MS2.12.Cytisineacetamide",0.6027,0.59075,1.9844,0.078798,0.93368,-3.994
"X0.708__365.11212__.M.Na..__Melibiose",1.6347,-3.3369,1.9635,0.081489,0.93368,-4.0152
"X0.662__296.06558__.M.K..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-1.9913,-1.6175,-1.9422,0.084315,0.93368,-4.0368
"X4.291__146.06102000000001__.M.H.H2O..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.6624,0.53334,-1.9353,0.085249,0.93368,-4.0437
"X6.21__253.22301999999999__.M.H..__w.o.MS2.MLS002639189.01.",0.72764,0.17458,1.9346,0.085343,0.93368,-4.0444
"X1.198__177.95758000000001__.M.H..__Unknown",-1.8867,0.23422,-1.9272,0.08636,0.93368,-4.0519
"X2.338__178.09027__.M.H..__w.o.MS2.C10H11NO2..PlaSMA.ID.458",0.85864,0.61728,1.8937,0.091106,0.93368,-4.0857
"X1.069__111.05534__.M.H..__w.o.MS2.1.Acetylimidazole",0.68007,-1.0731,1.8903,0.091597,0.93368,-4.0891
"X2.526__316.21814000000001__.M.H..__w.o.MS2.NCGC00381331.01_C16H26O5_Pentanoic.acid..3.methyl...5.hydroxy.3..hydroxymethyl..6..1.methylethyl..2.oxo.3.cyclohexen.1.yl.ester",0.78365,-0.002215,1.8824,0.092754,0.93368,-4.097
"X2.672__298.10785__.M.H..__5..S.Methylthioadenosine..LC.ESI.QTOF..MS2..CE",1.6286,-2.9608,1.8622,0.095793,0.93368,-4.1174
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",0.93508,-2.2116,1.8326,0.10039,0.93368,-4.1469
"X6.188__346.33013999999997__.M.H..__w.o.MS2.icos.19.ene.1.2.4.triol",0.77618,-0.95242,1.8056,0.10478,0.93368,-4.1738
"X0.581__233.99332000000001__.M.K..__Unknown",-0.52261,0.28371,-1.7984,0.10597,0.93368,-4.1809
"X1.145__148.05457999999999__.M.H..__w.o.MS2.Glutamic.acid",-0.70833,-1.1837,-1.7762,0.10975,0.93368,-4.203
"X3.12__202.18088__.M.H..__Unknown",0.70649,0.18749,1.7673,0.1113,0.93368,-4.2117
"X6.812__336.32754999999997__.M.H.H2O..__Unknown",4.8072,-4.0924,1.7635,0.11196,0.93368,-4.2155
"X6.291__293.21749999999997__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1487",1.0851,0.45545,1.7591,0.11273,0.93368,-4.2198
"X5.824__227.16176999999999__.M.H..__w.o.MS2.NCGC00381386.01.2..7.hydroxy.6.methyloctyl..2H.furan.5.one",0.57925,-0.40508,1.7407,0.11604,0.93368,-4.2379
"X0.514__166.96071000000001__.M.H..__Unknown",0.92535,-0.003722,1.7299,0.11801,0.93368,-4.2485
"X5.612__313.19296000000003__.M.H..__w.o.MS2.55268.74.1",0.55761,-0.29191,1.7269,0.11858,0.93368,-4.2515
"X0.717__157.06164999999999__.M.H.H2O..__Unknown",2.284,-3.0775,1.7207,0.11974,0.93368,-4.2575
"X0.581__407.01718__.M.H..__w.o.MS2.Methyl.Deoxycholate",0.79633,-0.036465,1.7154,0.12073,0.93368,-4.2627
"X3.853__220.09952999999999__.M.H..__w.o.MS2.Aniracetam",1.413,-0.17628,1.71,0.12176,0.93368,-4.268
"X5.757__275.16208__.M.H..__w.o.MS2.NCGC00380303.01..E..7.methylidene.10.oxo.4.propan.2.ylundec.5.enoic.acid",1.0363,0.056021,1.6907,0.12547,0.93368,-4.2867
"X4.575__231.10056__.M.H..__w.o.MS2.MLS000069555.01.NAPROXEN.SODIUM",0.51373,-1.018,1.6347,0.13687,0.93368,-4.3409
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",1.3516,0.95881,1.6251,0.13891,0.93368,-4.3501
"X6.078__302.31317000000001__.M.H..__w.o.MS2.MLS001066334.01.D.erythro.Dihydrosphingosine764.22.7",-0.47313,-0.31434,-1.5815,0.14854,0.93368,-4.3916
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",1.0786,0.25539,1.5787,0.14918,0.93368,-4.3943
"X0.936__258.10955999999999__.M.H..__w.o.MS2.sn.Glycero.3.phosphocholine..LC.ESI.QTOF..MS2..CE",1.4454,-1.0062,1.5736,0.15034,0.93368,-4.3991
"X0.666__219.02705__.M.K..__w.o.MS2.THEOBROMINE",-1.3886,0.30713,-1.5617,0.15311,0.93368,-4.4103
"X5.693__239.16209000000001__.M.H..__w.o.MS2.3.hydroxy.5.5.8a.trimethyl.3.4.4a.6.7.8.hexahydronaphthalene.2.carboxylic.acid",0.60347,-0.88421,1.5588,0.15379,0.93368,-4.4131
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",0.57266,-0.06987,1.5471,0.15655,0.93368,-4.424
"X0.582__284.00042999999999__.M.Na..__Unknown",-0.35026,-0.28661,-1.5455,0.15694,0.93368,-4.4255
"X7.121__394.34579000000002__.M.H..__Unknown",0.64387,-1.2587,1.5264,0.16156,0.93368,-4.4434
"X1.086__162.06247999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.300",-0.9257,-1.4402,-1.5181,0.16361,0.93368,-4.4511
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",-0.80312,-0.058605,-1.5181,0.16362,0.93368,-4.4511
"X6.691__228.24010999999999__.M.H..__Unknown",0.51546,0.0017247,1.5054,0.16679,0.93368,-4.4629
"X0.588__113.10735__.M.H..__Unknown",0.99454,-0.58705,1.5039,0.16718,0.93368,-4.4643
"X1.585__152.05681999999999__.M.CH3OH.H..__w.o.MS2.Guanine..CE0..UYTPUPDQBNUYGX.UHFFFAOYSA.N",0.57964,-0.75925,1.4941,0.16968,0.93368,-4.4734
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-3.9612,-1.5088,-1.4831,0.17251,0.93368,-4.4835
"X5.457__228.19637__.M.H..__Unknown",-0.53158,-0.94362,-1.4826,0.17264,0.93368,-4.4839
"X6.969__335.29126000000002__.M.H..__w.o.MS2.arachidic.acid",0.96388,0.36431,1.4765,0.17423,0.93368,-4.4896
"X0.579__274.88242000000002__.M.K..__Unknown",-0.35845,-0.028394,-1.4382,0.18454,0.93368,-4.5245
"X3.439__287.09991__.M.H..__5.7.4..Trihydroxy.8.methylflavanone",1.1727,0.24522,1.4342,0.18563,0.93368,-4.5281
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",-0.94088,-0.20107,-1.4334,0.18587,0.93368,-4.5289
"X5.903__432.23993000000002__.M.H..__w.o.MS2.N..2....1S.9aR..octahydro.1H.quinolizin.1.yl.methyl..3.oxo.1.2.3.4.tetrahydrobenzo.4.5.imidazo.1.2.a.pyrazin.8.yl.propionamide",0.64295,-0.12768,1.4318,0.18631,0.93368,-4.5303
"X0.894__190.97855000000001__.M.H..__Unknown",-0.7286,-0.37008,-1.4256,0.18803,0.93368,-4.5359
"X6.098__98.985680000000002__.M.H..__Unknown",-0.55221,-0.13505,-1.397,0.19621,0.93368,-4.5615
"X6.489__540.42609000000004__.M.H..__Unknown",0.61722,-0.62186,1.3967,0.1963,0.93368,-4.5618
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",0.69233,0.011836,1.3915,0.19782,0.93368,-4.5665
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",-0.58234,-0.93222,-1.391,0.19796,0.93368,-4.5669
"X6.866__303.23259999999999__.M.H..__w.o.MS2.Kaurenic.acid",0.47491,0.32938,1.3839,0.20004,0.93368,-4.5732
"X6.147__327.09116__.M.H..__w.o.MS2.Vicine",-1.0227,-0.11576,-1.3809,0.20094,0.93368,-4.5759
"X1.008__357.02609000000001__.M.H.H2O..__w.o.MS2..E..1.4.bis.4.hydroxy.3.methoxyphenyl..2.3.dimethylbut.2.ene.1.4.dione",-1.4397,0.18489,-1.3678,0.20484,0.93368,-4.5874
"X0.853__100.07642__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",1.1217,-0.96276,1.3674,0.20497,0.93368,-4.5878
"X2.614__180.13856999999999__.M.H..__w.o.MS2.MEX_180.1383_11.9",0.48356,0.065467,1.3588,0.20758,0.93368,-4.5953
"X1.164__186.99564000000001__.M.H..__w.o.MS2.D.....3.PHOSPHOGLYCERIC.ACID",0.98998,-0.26266,1.3558,0.20849,0.93368,-4.598
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",-0.72971,-0.10502,-1.3483,0.21082,0.93368,-4.6046
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",0.72695,-2.1155,1.3473,0.21112,0.93368,-4.6054
"X0.725__116.07121__.M.H..__L.....Proline..LC.ESI.QTOF..MS2..CE",0.77879,-2.2366,1.3443,0.21205,0.93368,-4.6081
"X3.655__396.15850999999998__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",1.9702,0.57193,1.3435,0.2123,0.93368,-4.6088
"X3.686__212.03371999999999__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",-0.67543,0.16443,-1.3302,0.21646,0.93368,-4.6203
"X5.676__292.26431000000002__.M.H..__Unknown",0.61899,0.239,1.3293,0.21675,0.93368,-4.6211
"X6.81__392.30063000000001__.M.K..__Unknown",1.0513,-1.1061,1.3274,0.21736,0.93368,-4.6228
"X0.695__325.11284999999998__.M.H.H2O..__w.o.MS2.Disaccharide.Hex.Hex...PlaSMA.ID.1741",0.70098,-2.3203,1.3108,0.22269,0.93368,-4.6371
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",0.83478,-0.52757,1.2935,0.22834,0.93368,-4.652
"X1.01__89.042119999999997__.M.H..__Unknown",-0.29868,0.13463,-1.263,0.23863,0.93368,-4.6779
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",1.2607,-3.119,1.2556,0.24117,0.93368,-4.6841
"X6.228__235.17054999999999__.M.H..__w.o.MS2.Isocurcumenol",0.39506,-0.16895,1.2522,0.24236,0.93368,-4.6869
"X0.58__299.97570999999999__.M.K..__Unknown",-0.34416,0.0013353,-1.2517,0.24252,0.93368,-4.6873
"X0.482__112.11212999999999__.M.H..__Unknown",-1.9602,2.1913,-1.2394,0.24684,0.93368,-4.6976
"X1.076__124.039__.M.H..__Isonicotinic.acid..LC.ESI.QTOF..MS2..CE",0.55934,-2.0361,1.2378,0.24741,0.93368,-4.699
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-1.4507,-1.9878,-1.2326,0.24923,0.93368,-4.7032
"X0.799__146.11668__.M.H..__w.o.MS2.Acetylcholine..LC.ESI.QTOF..MS2..CE",-1.1596,-0.079087,-1.2324,0.24931,0.93368,-4.7034
"X7.226__151.07705999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",-0.97173,-0.086445,-1.2193,0.25402,0.93368,-4.7143
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",1.9875,1.1216,1.2158,0.25529,0.93368,-4.7172
"X7.034__351.32303000000002__.M.H..__Unknown",-0.79403,0.34355,-1.2152,0.2555,0.93368,-4.7176
"X0.928__183.91463999999999__.M.H..__Unknown",1.1002,0.98785,1.2147,0.25566,0.93368,-4.718
"X4.281__376.13335999999998__.M.H..__w.o.MS2.BEZ.M",-0.79335,0.3587,-1.2147,0.25567,0.93368,-4.718
"X0.682__184.07486__.M.H..__w.o.MS2.Phosphocholine",-1.0671,-2.1309,-1.2015,0.26051,0.93368,-4.7289
"X5.493__279.09369__.M.H..__Triphenylphosphine.oxide",-0.32307,-0.45384,-1.1933,0.26352,0.93368,-4.7355
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",-0.9421,-0.53326,-1.1898,0.26485,0.93368,-4.7384
"X1.153__163.01883000000001__.M.H..__Unknown",-0.7187,-0.1465,-1.1873,0.26577,0.93368,-4.7404
"X3.914__173.07692__.M.H..__w.o.MS2.C8H12O4..PlaSMA.ID.403",-0.74886,-0.092885,-1.1772,0.26959,0.93368,-4.7486
"X1.805__209.09503000000001__.M.H..__w.o.MS2.MLS000069600.01.CHALCONE614.47.1",-0.60711,-1.7117,-1.1681,0.27306,0.93368,-4.7559
"X5.902__415.21395999999999__.M.H..__w.o.MS2.MMV020623",0.55522,-0.093954,1.167,0.27348,0.93368,-4.7568
"X1.008__472.12173000000001__.M.H..__Unknown",-2.7227,-0.39781,-1.1635,0.27481,0.93368,-4.7595
"X6.063__229.11754999999999__.M.H..__w.o.MS2.Proline.hydroxyproline",0.66871,-0.84311,1.1623,0.2753,0.93368,-4.7605
"X1.29__165.05426__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.333",0.66698,-1.1241,1.1572,0.27725,0.93368,-4.7646
"X0.593__294.02681999999999__.M.H..__Unknown",0.50527,-0.19591,1.1531,0.27883,0.93368,-4.7678
"X0.823__224.93935999999999__.M.H..__Unknown",-1.129,-0.48323,-1.1495,0.28026,0.93368,-4.7707
"X1.997__282.12006000000002__.M.H..__w.o.MS2.N..6.methoxypyridin.3.yl..1.methyl.1H.indole.6.carboxamide",0.40241,-0.63596,1.1493,0.28031,0.93368,-4.7708
"X0.428__136.93093999999999__.M.H..__Unknown",0.62447,0.73822,1.1487,0.28055,0.93368,-4.7713
"X1.011__77.006039999999999__.M.H..__Unknown",-0.25238,0.073149,-1.1477,0.28095,0.93368,-4.7721
"X1.008__352.02377000000001__.M.H..__w.o.MS2.6.chloro.4.5.7.trihydroxy.9.10.dioxoanthracene.2.carboxylic.acid",-0.55944,0.11584,-1.1401,0.28396,0.93368,-4.7782
"X1.647__156.07687000000001__.M.H..__w.o.MS2.L.Histidine..CE0..HNDVDQJCIGZPNO.YFKPBYRVSA.N",0.37509,0.049812,1.1372,0.28508,0.93368,-4.7804
"X7.225__179.10856999999999__.M.H..__w.o.MS2.MLS001065600.01.",-0.65981,0.32057,-1.1296,0.2881,0.93368,-4.7864
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-0.76268,-0.022207,-1.1239,0.2904,0.93368,-4.7908
"X1.459__263.04498000000001__.M.H..__w.o.MS2.Cadaverine.Tartrate",0.30792,-0.17051,1.1213,0.29144,0.93368,-4.7929
"X1.361__221.09215__.M.H..__w.o.MS2.5.Hydroxytryptophan",-0.43752,0.085493,-1.1115,0.29542,0.93368,-4.8005
"X1.088__177.94945__.M.H..__Unknown",-1.1826,-0.59547,-1.1026,0.29908,0.93368,-4.8074
"X5.392__274.28564__.M.H..__Unknown",0.80686,-0.92052,1.0971,0.30136,0.93368,-4.8116
"X0.581__218.01214999999999__.M.Na..__w.o.MS2.Propanil",-0.24993,-0.096347,-1.0939,0.30267,0.93368,-4.8141
"X6.813__376.32330000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",0.43396,-0.27337,1.0878,0.3052,0.93368,-4.8187
"X0.908__130.05080000000001__.M.H..__w.o.MS2.Pyroglutamic.acid..not.validated..isomer.of.88...PlaSMA.ID.89",0.74281,-2.3131,1.0877,0.30526,0.93368,-4.8188
"X0.981__96.007580000000004__.M.H..__Unknown",-0.23592,-0.077583,-1.0865,0.30575,0.93368,-4.8197
"X0.728__199.01794000000001__.M.K..__w.o.MS2.PUTRESCINE.DIHYDROCHLORIDE",-0.39878,0.92284,-1.0855,0.30616,0.93368,-4.8205
"X7.181__362.30333999999999__.M.H..__w.o.MS2.NCGC00386000.01.3.pentadecylbenzene.1.2.diol",-0.39465,0.044306,-1.0792,0.30881,0.93368,-4.8253
"X6.403__338.22640999999999__.M.H..__w.o.MS2.Lobeline.Hydrochloride",-0.37891,-0.22929,-1.0723,0.31176,0.93368,-4.8305
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",0.32025,-1.2594,1.0544,0.31944,0.93368,-4.844
"X1.008__337.05840999999998__.M.K..__w.o.MS2.Velutin",-2.907,-0.64464,-1.054,0.31962,0.93368,-4.8443
"X0.513__265.01522999999997__.M.CH3OH.H..__Unknown",-2.1744,-1.2151,-1.0535,0.31981,0.93368,-4.8446
"X0.709__245.15268__.M.H..__w.o.MS2.KOBUSONE",-0.28181,0.044534,-1.05,0.32133,0.93368,-4.8472
"X1.617__136.93144000000001__.M.H..__Unknown",-1.0078,0.33197,-1.0472,0.32258,0.93368,-4.8494
"X1.632__177.95822000000001__.M.H..__Unknown",-0.74478,-0.47761,-1.0471,0.32261,0.93368,-4.8494
"X3.855__247.10905__.M.H..__w.o.MS2.MLS001066362.01.N.Acetyl.D.tryptophan",0.49566,-0.17703,1.0457,0.32323,0.93368,-4.8505
"X0.684__97.028559999999999__.M.H..__w.o.MS2.Propionic.acid",-0.52088,-0.45275,-1.0358,0.32758,0.93368,-4.8578
"X1.011__321.08443999999997__.M.Na..__w.o.MS2.MMV010764",-3.3119,-0.70986,-1.0356,0.32765,0.93368,-4.8579
"X2.905__234.20707999999999__.M.H..__Unknown",-0.24715,-0.092609,-1.0304,0.32996,0.93368,-4.8618
"X0.726__292.12484999999998__.M.H..__w.o.MS2.Cyproconazole..LC.ESI.ITFT..MS2..CE",0.82469,1.6367,1.0289,0.33063,0.93368,-4.8629
"X8.272__549.42273__.M.H..__Unknown",-0.49325,0.19495,-1.0282,0.33094,0.93368,-4.8634
"X4.019__162.0925__.M.H..__w.o.MS2.Tryptophol",0.38282,0.075259,1.0266,0.33165,0.93368,-4.8645
"X0.58__448.02573000000001__.M.H..__Unknown",-0.42011,0.00076244,-1.0225,0.3335,0.93368,-4.8676
"X8.786__561.46898999999996__.M.Na..__Unknown",-1.8936,-0.60439,-0.9933,0.34676,0.93368,-4.8887
"X4.492__258.06673999999998__.M.H..__w.o.MS2.Pesticide3_Thiobencarb_C12H16ClNOS_S..4.Chlorobenzyl..diethylcarbamothioate",0.26691,-0.5905,0.98653,0.34989,0.93368,-4.8935
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",-0.49755,0.15444,-0.98103,0.35244,0.93368,-4.8974
"X3.43__345.14542__.M.H..__w.o.MS2.MLS001139277.01..2S..5.oxo.1..3.oxo.1H.2.benzofuran.1.yl..N..oxolan.2.ylmethyl.pyrrolidine.2.carboxamide",0.36324,-0.24728,0.98073,0.35259,0.93368,-4.8976
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",0.41779,-0.021862,0.97236,0.35651,0.93368,-4.9035
"X4.517__197.08624__.M.H..__w.o.MS2..MLS002207182.01.2..Hydroxy.4..6..dimethoxyacetophenone90.24.4.",-0.32973,-0.44613,-0.97056,0.35736,0.93368,-4.9048
"X0.58__258.90069999999997__.M.Na..__Unknown",-0.24407,-0.31743,-0.96984,0.3577,0.93368,-4.9053
"X6.781__337.24032999999997__.M.H..__w.o.MS2.bis.2..pyridin.3.yl.piperidin.1.yl.methane",0.41996,-0.32273,0.96455,0.3602,0.93368,-4.909
"X7.36__395.28656000000001__.M.H..__w.o.MS2.Conessine",-0.7402,0.094553,-0.96023,0.36226,0.93368,-4.912
"X3.635__191.07396__.M.H..__w.o.MS2.2.hydroxy.4.methyl.3H.benzo.e..1.4.diazepin.5.4H..one",-0.29451,-0.36137,-0.95322,0.3656,0.93368,-4.9169
"X0.615__256.00081999999998__.M.H..__w.o.MS2.methyl.2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate",-0.5246,-0.29654,-0.95227,0.36606,0.93368,-4.9175
"X4.421__287.15935999999999__.M.H..__w.o.MS2.2..1.hydroxy.1.methoxy.3.methylbutyl..6.methyl.5H..1.3.dioxolo.4.5.c.pyridin.4.one",0.38743,-0.08244,0.95224,0.36607,0.93368,-4.9176
"X0.988__254.99437__.M.H..__Unknown",-0.58987,-0.44905,-0.94618,0.36899,0.93368,-4.9218
"X6.442__411.09656__.M.Na..__Unknown",-0.75381,-4.9701,-0.94228,0.37088,0.93368,-4.9244
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",0.49393,-1.121,0.92758,0.37805,0.93368,-4.9345
"X6.777__309.28003000000001__.M.H..__w.o.MS2.Sclareol",-0.36545,-0.13473,-0.92703,0.37832,0.93368,-4.9349
"X1.629__130.06524999999999__.M.H..__w.o.MS2.Indole.3.carbinol..LC.ESI.QTOF..MS2..CE",-0.55247,0.35826,-0.92663,0.37852,0.93368,-4.9351
"X6.459__236.20265000000001__.M.Na..__Unknown",-0.2639,0.48639,-0.92445,0.37959,0.93368,-4.9366
"X0.878__72.080569999999994__.M.H..__w.o.MS2.Pyrrolidine..CE0..RWRDLPDLKQPQOW.UHFFFAOYSA.N",0.2775,-0.46316,0.92038,0.3816,0.93368,-4.9394
"X1.457__414.08483999999999__.M.H..__Unknown",0.57194,0.24186,0.9136,0.38497,0.93368,-4.9439
"X1.876__206.13831999999999__.M.H..__w.o.MS2.AZELAIC.ACID",-0.20096,0.075571,-0.91179,0.38587,0.93368,-4.9451
"X0.579__367.96352999999999__.M.K..__Unknown",-0.31608,-0.23184,-0.9,0.39178,0.93368,-4.953
"X5.68__435.33566000000002__.M.H..__w.o.MS2.Unknown..carbon.number.30...PlaSMA.ID.2370",0.56935,0.40926,0.89927,0.39215,0.93368,-4.9535
