"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X1.008__352.02377000000001__.M.H..__w.o.MS2.6.chloro.4.5.7.trihydroxy.9.10.dioxoanthracene.2.carboxylic.acid",-0.82933,0.14332,-2.3435,0.044179,0.51427,-3.6013
"X6.341__312.37142999999998__.M.H..__Unknown",0.81266,0.11568,2.3413,0.044341,0.51427,-3.604
"X4.421__287.15935999999999__.M.H..__w.o.MS2.2..1.hydroxy.1.methoxy.3.methylbutyl..6.methyl.5H..1.3.dioxolo.4.5.c.pyridin.4.one",0.9904,0.36132,2.3221,0.045745,0.51427,-3.6278
"X5.676__292.26431000000002__.M.H..__Unknown",-0.8967,0.12591,-2.3218,0.04577,0.51427,-3.6282
"X3.486__240.14878999999999__.M.H..__Unknown",0.58174,-1.0553,2.313,0.046431,0.51427,-3.6391
"X0.986__267.02999999999997__.M.Na..__Unknown",-0.98777,0.28238,-2.3019,0.047278,0.51427,-3.6529
"X3.43__345.14542__.M.H..__w.o.MS2.MLS001139277.01..2S..5.oxo.1..3.oxo.1H.2.benzofuran.1.yl..N..oxolan.2.ylmethyl.pyrrolidine.2.carboxamide",0.97594,0.26508,2.2977,0.047596,0.51427,-3.658
"X1.009__517.02832000000001__.M.K..__w.o.MS2.Isorhamnetin.3.galactoside",-1.296,-0.5872,-2.2743,0.049446,0.52153,-3.687
"X2.434__409.18682999999999__.M.H..__w.o.MS2.eudesmin",-1.1718,-0.91753,-2.2527,0.05121,0.52479,-3.7137
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.51971,0.03458,-2.236,0.052619,0.52479,-3.7344
"X6.01__387.19376__.M.H..__w.o.MS2.2..4a.methyl.8.methylidene.4..3.methylpentanoyloxy..1.2.3.4.5.6.7.8a.octahydronaphthalen.2.yl.prop.2.enoic.acid",-0.80444,-0.38294,-2.2145,0.054488,0.52479,-3.7609
"X1.719__168.95728__.M.H..__Unknown",2.2128,-0.44592,2.2145,0.054493,0.52479,-3.761
"X4.792__144.13963000000001__.M.H..__Unknown",0.62879,-0.9569,2.1753,0.058066,0.53525,-3.8093
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",-0.77161,0.22444,-2.1611,0.059413,0.53525,-3.8267
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.48167,-0.015315,-2.1228,0.063215,0.53525,-3.8738
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",-0.50825,0.54238,-2.114,0.064114,0.53525,-3.8845
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-1.9174,-0.28836,-2.0938,0.066244,0.53525,-3.9092
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",-0.64635,0.20343,-2.0829,0.067418,0.53525,-3.9226
"X3.859__160.04425000000001__.M.H..__w.o.MS2.Brompheniramine",-0.55732,0.10764,-2.0729,0.06851,0.53525,-3.9347
"X1.009__355.03084999999999__.M.H..__w.o.MS2.Pinoquercetin",-1.1057,-0.28091,-2.0565,0.070355,0.53525,-3.9548
"X7.223__295.2038__.M.H..__w.o.MS2.ISOPALMITIC.ACID",1.7315,-0.68495,2.0518,0.070881,0.53525,-3.9605
"X6.675__501.08786__.M.K..__w.o.MS2.6...6.8.dihydroxy.7.methoxy.3.methyl.1.oxo.3.4.dihydroisochromen.4.yl.oxy..4.8.dihydroxy.7.methoxy.3.methyl.3.4.dihydroisochromen.1.one",0.96445,-4.8967,2.0511,0.070959,0.53525,-3.9613
"X5.377__113.06165__.M.H..__w.o.MS2.1.2.Cyclohexanedione",-0.78874,-0.044587,-2.0438,0.071806,0.53525,-3.9703
"X2.838__384.12860000000001__.M.H..__w.o.MS2.1.hydroxy.4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxynaphthalene.2.carboxylic.acid",1.479,-0.068226,2.0429,0.071906,0.53525,-3.9713
"X2.433__142.06618__.M.H..__w.o.MS2.5.Hydroxymethylcytosine",-0.44392,0.02309,-2.0367,0.072629,0.53525,-3.9789
"X4.664__249.12031999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-2.036,0.1001,-2.0352,0.0728,0.53525,-3.9807
"X6.681__521.32281__.M.H..__w.o.MS2.Poricoic.acid.A",1.7329,-0.29066,2.0195,0.074667,0.53525,-3.9998
"X0.984__247.03163000000001__.M.H..__w.o.MS2.columbianetin",-0.56591,0.28947,-2.0174,0.074911,0.53525,-4.0023
"X3.846__396.1626__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-0.46586,-0.02062,-1.9842,0.079018,0.54386,-4.0425
"X7.533__373.23192999999998__.M.H..__w.o.MS2.5..5.methoxycarbonyl.5.8a.dimethyl.2.methylidene.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.66957,-0.13458,-1.981,0.079424,0.54386,-4.0464
"X5.415__369.20459__.M.H..__w.o.MS2..1R.4aS.10aR..7..2.hydroxypropan.2.yl..1.4a.dimethyl.9.oxo.3.4.10.10a.tetrahydro.2H.phenanthrene.1.carboxylic.acid",0.93682,0.26074,1.9468,0.08388,0.54386,-4.0875
"X1.031__202.18224000000001__.M.H..__Unknown",-0.79505,-0.52198,-1.9316,0.085942,0.54386,-4.1057
"X1.008__472.12173000000001__.M.H..__Unknown",-3.4544,-0.63876,-1.9279,0.086455,0.54386,-4.1102
"X4.494__214.08488__.M.H..__w.o.MS2.MLS002153472.01.N.Phenylanthranilic.acid91.40.7",0.92856,-0.36101,1.9266,0.086631,0.54386,-4.1117
"X6.777__309.28003000000001__.M.H..__w.o.MS2.Sclareol",-0.96779,-0.90625,-1.916,0.08811,0.54386,-4.1245
"X6.062__249.18491__.M.H..__w.o.MS2.NCGC00380110.01_C16H26O3_1.Propanone..3.hydroxy.1...1R.2R.4aR.6S.8aS..1.2.4a.5.6.7.8.8a.octahydro.2.hydroxy.1.2.6.trimethyl.1.naphthalenyl..",0.56033,-0.43114,1.9112,0.088783,0.54386,-4.1302
"X6.459__236.20265000000001__.M.Na..__Unknown",1.4813,-0.57001,1.9077,0.089286,0.54386,-4.1344
"X6.098__98.985680000000002__.M.H..__Unknown",0.92662,-0.704,1.9073,0.089348,0.54386,-4.1349
"X0.58__493.00060999999999__.M.K..__Unknown",-1.304,0.62437,-1.8945,0.091184,0.54386,-4.1502
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",1.2214,-1.4065,1.8904,0.091778,0.54386,-4.155
"X3.089__388.07407000000001__.M.K..__Unknown",-0.45854,0.041156,-1.8872,0.092241,0.54386,-4.1588
"X8.208__507.41208__.M.H..__w.o.MS2.Valactamide.A.putative",2.267,-0.12202,1.8643,0.095663,0.54386,-4.1861
"X0.861__136.93008__.M.H.H2O..__Unknown",-0.99695,-0.093387,-1.8494,0.097951,0.54386,-4.2037
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",-0.37002,-0.083017,-1.8465,0.098396,0.54386,-4.2071
"X4.291__146.06102000000001__.M.H.H2O..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.66552,-1.0931,-1.8453,0.098593,0.54386,-4.2086
"X6.676__485.12228__.M.Na..__Hispiduloside",1.0894,-5.5408,1.8398,0.099457,0.54386,-4.2151
"X3.088__372.10061999999999__.M.Na..__w.o.MS2.Berberine.hydrochloride",-0.41737,-0.040068,-1.8175,0.10301,0.54386,-4.2413
"X7.569__376.30083999999999__.M.K..__Unknown",-1.1678,1.0306,-1.815,0.10343,0.54386,-4.2443
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",0.53216,-0.024057,1.8017,0.10561,0.54386,-4.2599
"X0.586__212.85091__.M.K..__Unknown",-0.94731,0.37701,-1.7939,0.10692,0.54386,-4.269
"X1.008__337.05840999999998__.M.K..__w.o.MS2.Velutin",-3.7288,-1.0157,-1.7777,0.10969,0.54386,-4.288
"X3.855__247.10905__.M.H..__w.o.MS2.MLS001066362.01.N.Acetyl.D.tryptophan",-1.1525,-0.22065,-1.759,0.11295,0.54386,-4.3098
"X3.093__486.04108000000002__.M.H..__Unknown",-3.0523,-0.87973,-1.7432,0.11579,0.54386,-4.3281
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-2.6621,-0.6033,-1.7318,0.11787,0.54386,-4.3414
"X7.121__394.34579000000002__.M.H..__Unknown",1.1478,-2.0728,1.7307,0.11807,0.54386,-4.3426
"X0.577__397.98815999999999__.M.H..__Unknown",0.56974,-0.55343,1.7303,0.11815,0.54386,-4.3431
"X8.933__381.35046__.M.H..__w.o.MS2.Brassicasterol..LC.APPI.QQ..MS2..CE",-1.0713,-1.8303,-1.7289,0.1184,0.54386,-4.3446
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",2.7636,-0.59182,1.7289,0.11841,0.54386,-4.3447
"X7.028__320.24691999999999__.M.H..__Unknown",-1.9017,-0.78209,-1.7265,0.11885,0.54386,-4.3475
"X0.584__200.03999__.M.Na..__w.o.MS2.2.amino.3.prop.2.enylsulfinylpropanoic.acid",0.56072,-0.66004,1.7234,0.11943,0.54386,-4.351
"X0.582__411.03881999999999__.M.Na..__Unknown",-0.98971,0.42418,-1.7202,0.12002,0.54386,-4.3547
"X5.68__435.33566000000002__.M.H..__w.o.MS2.Unknown..carbon.number.30...PlaSMA.ID.2370",1.4437,-1.6311,1.7139,0.1212,0.54386,-4.3619
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",-0.51874,0.19968,-1.7108,0.1218,0.54386,-4.3656
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",0.65552,-0.52531,1.7073,0.12246,0.54386,-4.3695
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",-1.2003,-0.061971,-1.707,0.12253,0.54386,-4.3699
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",-0.36738,-0.082047,-1.7029,0.12331,0.54386,-4.3746
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.37409,0.16958,-1.6993,0.12399,0.54386,-4.3787
"X4.92__336.21679999999998__.M.H..__Unknown",0.97814,0.88923,1.6868,0.12643,0.54542,-4.393
"X1.631__175.08632__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.417",-0.72665,0.099148,-1.68,0.12778,0.54542,-4.4008
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",-0.35353,0.08206,-1.677,0.12836,0.54542,-4.4042
"X4.921__533.18768__.M.2H.2.__Unknown",-1.0794,0.17839,-1.6692,0.12994,0.54542,-4.4131
"X7.219__311.25344999999999__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",1.0873,-0.28117,1.6664,0.13051,0.54542,-4.4163
"X0.581__407.01718__.M.H..__w.o.MS2.Methyl.Deoxycholate",-0.47909,-0.19918,-1.6538,0.13307,0.54659,-4.4306
"X1.198__177.95758000000001__.M.H..__Unknown",-1.1306,-0.55155,-1.6529,0.13325,0.54659,-4.4316
"X1.609__276.14343000000002__.M.H.H2O..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1286",0.97504,-2.797,1.6345,0.13709,0.55718,-4.4524
"X0.709__245.15268__.M.H..__w.o.MS2.KOBUSONE",-1.4165,-0.23827,-1.6024,0.14404,0.56927,-4.4884
"X0.894__190.97855000000001__.M.H..__Unknown",0.75131,-0.65144,1.601,0.14436,0.56927,-4.49
"X3.092__434.07135__.M.H..__w.o.MS2.MMV676528",-0.34704,0.12043,-1.5921,0.14634,0.56927,-4.4999
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",-0.44658,0.07828,-1.5855,0.14783,0.56927,-4.5073
"X3.853__418.14182__.M.Na..__w.o.MS2.Atalaphylline",-0.40101,0.18318,-1.5839,0.14819,0.56927,-4.5091
"X0.611__99.093209999999999__.M.H..__Unknown",0.70867,-0.57323,1.5825,0.14851,0.56927,-4.5106
"X5.839__259.13198999999997__.M.H..__w.o.MS2.2.methoxy.5.methyl.3..2.methylbut.3.en.2.yl.chromen.4.one",4.379,-0.55139,1.5801,0.14906,0.56927,-4.5133
"X1.805__209.09503000000001__.M.H..__w.o.MS2.MLS000069600.01.CHALCONE614.47.1",1.2517,-0.080013,1.5712,0.1511,0.57211,-4.5231
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",0.82278,-1.2284,1.5449,0.15729,0.59052,-4.5522
"X5.028__313.17541999999997__.M.H..__w.o.MS2.m.z.313.of.diterpene.esters..collected.from.12.deoxyphorbol.13.acetate.",0.75126,0.22107,1.5204,0.16323,0.59546,-4.5789
"X0.58__429.93588__.M.H..__Unknown",-0.62636,0.11468,-1.5148,0.16463,0.59546,-4.585
"X6.063__229.11754999999999__.M.H..__w.o.MS2.Proline.hydroxyproline",0.97741,-0.70913,1.5141,0.16482,0.59546,-4.5858
"X0.705__74.096680000000006__.M.H..__w.o.MS2.Butylamine",-0.34177,-0.17862,-1.5099,0.16587,0.59546,-4.5904
"X6.081__186.18584000000001__.M.H..__Unknown",-0.47764,0.19946,-1.503,0.16759,0.59546,-4.5978
"X5.073__511.68524000000002__.M.2H.2.__Unknown",-0.86085,-0.29857,-1.5022,0.1678,0.59546,-4.5987
"X6.81__392.30063000000001__.M.K..__Unknown",-0.35798,0.29303,-1.5013,0.16802,0.59546,-4.5996
"X2.262__120.04451__.M.H..__Unknown",0.73842,0.39061,1.4942,0.16983,0.59709,-4.6073
"X5.678__376.26067999999998__.M.H..__Unknown",1.3094,-1.5502,1.4841,0.17245,0.59809,-4.6182
"X2.647__205.08823000000001__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",1.2092,-0.89818,1.4817,0.17307,0.59809,-4.6208
"X1.876__206.13831999999999__.M.H..__w.o.MS2.AZELAIC.ACID",0.37205,-0.38579,1.4775,0.17416,0.59809,-4.6253
"X0.701__277.14312999999999__.M.H..__w.o.MS2.3.7.Epoxycaryophyllan.6.Ol",1.7099,-1.1474,1.4616,0.17839,0.60436,-4.6424
"X0.582__445.08026000000001__.M.Na..__w.o.MS2.mangiferin",0.85627,-1.4471,1.4535,0.18055,0.60436,-4.651
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",-0.27621,-0.036749,-1.451,0.18122,0.60436,-4.6536
"X0.581__233.99332000000001__.M.K..__Unknown",-0.69183,0.42256,-1.4497,0.18158,0.60436,-4.655
"X4.953__241.142__.M.H..__w.o.MS2.Imiquimod",-0.87838,-0.56912,-1.437,0.18507,0.60436,-4.6685
"X7.016__354.17340000000002__.M.H..__w.o.MS2.MLS002695993.01.35661.60.0",-1.2511,-0.18634,-1.4342,0.18584,0.60436,-4.6714
"X6.698__371.10924999999997__.M.H..__w.o.MS2.Chelerythrine",1.1629,-5.3716,1.4325,0.1863,0.60436,-4.6732
"X1.008__357.02609000000001__.M.H.H2O..__w.o.MS2..E..1.4.bis.4.hydroxy.3.methoxyphenyl..2.3.dimethylbut.2.ene.1.4.dione",-0.97292,-0.20429,-1.4304,0.1869,0.60436,-4.6755
"X0.682__184.07486__.M.H..__w.o.MS2.Phosphocholine",1.9879,0.50148,1.4218,0.18929,0.60764,-4.6844
"X5.417__353.15726000000001__.M.H..__w.o.MS2.4.decyl.3.hydroxy.5.oxooxolane.2.3.dicarboxylic.acid",-0.7537,0.18633,-1.4162,0.19088,0.60834,-4.6904
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",0.72008,-1.1933,1.396,0.19668,0.61683,-4.7114
"X0.588__113.10735__.M.H..__Unknown",0.44789,-0.26921,1.3811,0.20107,0.61683,-4.7269
"X6.078__302.31317000000001__.M.H..__w.o.MS2.MLS001066334.01.D.erythro.Dihydrosphingosine764.22.7",0.47293,-0.39401,1.3798,0.20145,0.61683,-4.7282
"X2.607__137.07096999999999__.M.H..__w.o.MS2.N.Methylnicotinamide..CE0..ZYVXHFWBYUDDBM.UHFFFAOYSA.N",0.66396,-0.099478,1.3794,0.20157,0.61683,-4.7287
"X1.073__83.060940000000002__.M.H..__w.o.MS2.2.Methylimidazole",-0.50241,-0.09131,-1.3784,0.20188,0.61683,-4.7297
"X0.72__161.07374999999999__.M.H..__w.o.MS2.MLS001048867.01.1H.indole.3.carboxamide",-2.7607,-3.8219,-1.3748,0.20294,0.61683,-4.7334
"X0.854__174.14882__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.410",1.2795,0.50809,1.3736,0.20329,0.61683,-4.7346
"X7.36__395.28656000000001__.M.H..__w.o.MS2.Conessine",0.80522,0.72528,1.3603,0.20731,0.62474,-4.7483
"X0.726__292.12484999999998__.M.H..__w.o.MS2.Cyproconazole..LC.ESI.ITFT..MS2..CE",-0.81386,-0.29767,-1.3508,0.21023,0.6279,-4.758
"X1.013__63.006399999999999__.M.H..__Unknown",-0.2992,-0.17253,-1.3397,0.21367,0.6279,-4.7693
"X0.986__168.99323999999999__.M.H..__w.o.MS2.Phosphoenolpyruvic.acid",-0.29176,-0.013338,-1.3311,0.21638,0.6279,-4.778
"X5.903__432.23993000000002__.M.H..__w.o.MS2.N..2....1S.9aR..octahydro.1H.quinolizin.1.yl.methyl..3.oxo.1.2.3.4.tetrahydrobenzo.4.5.imidazo.1.2.a.pyrazin.8.yl.propionamide",-0.60798,-0.43642,-1.3259,0.21801,0.6279,-4.7832
"X1.61__268.10373__.M.H..__Adenosine..LC.ESI.QTOF..MS2..CE",0.64912,-1.2464,1.3249,0.21834,0.6279,-4.7843
"X0.895__136.06218000000001__.M.H..__w.o.MS2.Adenine..CE0..GFFGJBXGBJISGV.UHFFFAOYSA.N",1.1155,-0.72742,1.3174,0.22074,0.6279,-4.7918
"X3.655__396.15850999999998__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-0.43876,-0.014246,-1.3141,0.2218,0.6279,-4.7952
"X7.279__346.25882000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1904",-0.89118,-0.25108,-1.3129,0.22218,0.6279,-4.7963
"X5.457__228.19637__.M.H..__Unknown",-0.35039,0.036904,-1.3032,0.22535,0.6279,-4.8061
"X5.375__325.10736000000003__.M.K..__w.o.MS2.NCGC00169103.03_C19H18O6_Benz.3.4.anthra.1.2.b.oxirene.5.6.dione..1a.2.3.4.5b.11.11a.11b.octahydro.10.11.11a.trihydroxy.3.methyl.",-1.3772,-0.53887,-1.3029,0.22543,0.6279,-4.8064
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-0.33946,0.19905,-1.3011,0.22602,0.6279,-4.8081
"X2.338__178.09027__.M.H..__w.o.MS2.C10H11NO2..PlaSMA.ID.458",-0.80695,-0.63874,-1.2952,0.22796,0.6279,-4.814
"X0.802__234.05477999999999__.M.H..__Unknown",0.9882,-0.029961,1.2929,0.22872,0.6279,-4.8163
"X0.852__154.94202999999999__.M.H..__Unknown",-0.86985,-0.15017,-1.282,0.23236,0.6279,-4.8271
"X3.914__173.07692__.M.H..__w.o.MS2.C8H12O4..PlaSMA.ID.403",-0.54671,-0.22936,-1.2782,0.23362,0.6279,-4.8308
"X0.581__345.97512999999998__.M.H..__Unknown",-0.38325,-0.0035619,-1.2712,0.23601,0.6279,-4.8378
"X3.495__128.1078__.M.H..__w.o.MS2.N.Cyclohexylformamide",-2.6872,-1.2124,-1.2696,0.23655,0.6279,-4.8393
"X2.519__169.04911999999999__.M.H..__w.o.MS2.2.6.Dimethoxyquinone",1.6478,0.063467,1.2684,0.23695,0.6279,-4.8405
"X0.605__364.05880999999999__.M.H..__w.o.MS2.Guanosine.5..monophosphate..LC.ESI.QTOF..MS2..CE",-0.38443,0.37116,-1.2654,0.23796,0.6279,-4.8434
"X5.693__239.16209000000001__.M.H..__w.o.MS2.3.hydroxy.5.5.8a.trimethyl.3.4.4a.6.7.8.hexahydronaphthalene.2.carboxylic.acid",-0.46147,-0.75576,-1.2653,0.23802,0.6279,-4.8436
"X5.679__393.28789999999998__.M.H..__Unknown",1.1832,-1.3689,1.2587,0.24028,0.6279,-4.85
"X0.737__276.99448000000001__.M.H..__Unknown",1.3711,-0.73137,1.2569,0.24091,0.6279,-4.8518
"X2.379__329.06792999999999__.M.H..__w.o.MS2.aflatoxin.G1",-0.49277,-0.75226,-1.2507,0.24306,0.6279,-4.8578
"X4.771__392.11380000000003__.M.2H.2.__w.o.MS2..MLS001140588.01.N..3..3.4.dimethoxyphenyl..4.oxochromen.2.yl.furan.2.carboxamide.",-0.49874,-0.076529,-1.25,0.24329,0.6279,-4.8585
"X1.011__321.08443999999997__.M.Na..__w.o.MS2.MMV010764",-1.0111,0.0023833,-1.2486,0.24379,0.6279,-4.8599
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",1.2993,0.1788,1.2414,0.2463,0.62967,-4.8668
"X0.579__274.88242000000002__.M.K..__Unknown",-0.45913,0.13564,-1.2377,0.24761,0.62967,-4.8704
"X0.734__134.1172__.M.H..__Unknown",0.36058,-0.28284,1.2318,0.24969,0.62967,-4.8761
"X0.428__136.93093999999999__.M.H..__Unknown",0.77536,-0.78339,1.2268,0.25149,0.62967,-4.8809
