"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-0.96189,-0.038438,-3.1687,0.011716,0.40255,-2.7294
"X0.58__493.00060999999999__.M.K..__Unknown",-0.61791,1.0555,-3.1269,0.012521,0.40255,-2.7933
"X1.008__352.02377000000001__.M.H..__w.o.MS2.6.chloro.4.5.7.trihydroxy.9.10.dioxoanthracene.2.carboxylic.acid",-1.3667,-0.058943,-3.0926,0.013225,0.40255,-2.8459
"X4.645__540.21258999999998__.M.H..__w.o.MS2.NCGC00385813.01_C25H30O12_.5E..5..2..beta.D.Glucopyranosyloxy.ethylidene..4....2E..3..4.hydroxy.3.methoxyphenyl..2.propenoyl.oxy..2.methyl.1.cyclopentene.1.carboxylic.acid",2.8663,-1.8918,2.9006,0.01799,0.40255,-3.141
"X4.648__350.11606__.M.2H.2.__w.o.MS2.MMV688889",-0.75078,-0.33748,-2.811,0.020788,0.40255,-3.2791
"X0.58__448.02573000000001__.M.H..__Unknown",0.7861,0.14632,2.7799,0.021859,0.40255,-3.3271
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",0.89733,-0.82739,2.7725,0.022121,0.40255,-3.3384
"X1.223__176.96213__.M.H..__Unknown",1.0513,-0.022056,2.7512,0.022898,0.40255,-3.3713
"X3.089__388.07407000000001__.M.K..__Unknown",-0.61206,-0.02332,-2.7059,0.024639,0.40255,-3.4411
"X6.098__98.985680000000002__.M.H..__Unknown",1.2127,-0.57004,2.6882,0.025358,0.40255,-3.4684
"X0.577__397.98815999999999__.M.H..__Unknown",0.75925,-0.49555,2.6865,0.025427,0.40255,-3.471
"X6.063__347.14053000000001__.M.Na..__w.o.MS2.N..3.4.dimethoxyphenethyl..1H.indole.3.carboxamide",4.9322,-2.2654,2.6584,0.026611,0.40255,-3.5142
"X0.685__162.07615999999999__.M.H..__w.o.MS2.N.Methylglutamic.acid",1.1473,0.0051554,2.6538,0.026812,0.40255,-3.5214
"X1.647__156.07687000000001__.M.H..__w.o.MS2.L.Histidine..CE0..HNDVDQJCIGZPNO.YFKPBYRVSA.N",-1.4329,-0.26882,-2.6502,0.026968,0.40255,-3.5269
"X6.489__540.42609000000004__.M.H..__Unknown",-0.92698,-0.4526,-2.6303,0.027854,0.40255,-3.5576
"X6.037__180.13929999999999__.M.H..__w.o.MS2..1..2.6.dimethylphenoxy.propan.2.amine.",1.3416,-0.81997,2.6255,0.028073,0.40255,-3.565
"X4.019__162.0925__.M.H..__w.o.MS2.Tryptophol",-1.4602,1.0164,-2.6017,0.029178,0.40255,-3.6016
"X8.208__523.39435000000003__.M.H..__Unknown",3.9221,-1.7679,2.5979,0.029358,0.40255,-3.6074
"X0.582__445.08026000000001__.M.Na..__w.o.MS2.mangiferin",1.539,-1.1675,2.5957,0.029464,0.40255,-3.6108
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",-0.58796,0.53774,-2.5919,0.029644,0.40255,-3.6166
"X2.682__505.18524000000002__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",-3.438,-1.0898,-2.5876,0.029854,0.40255,-3.6232
"X1.611__294.15420999999998__.M.H..__w.o.MS2.N.Fructosyl.isoleucine..PlaSMA.ID.1496",3.895,-2.7841,2.5634,0.031052,0.40255,-3.6605
"X5.679__207.6095__.M.H..__Unknown",2.7457,-2.0384,2.5345,0.032543,0.40255,-3.7048
"X0.72__113.00005__.M.H..__Unknown",-1.0467,3.4192,-2.5286,0.032854,0.40255,-3.7137
"X4.648__540.18829000000005__.M.H..__Unknown",-0.91033,-0.23685,-2.5191,0.033368,0.40255,-3.7284
"X6.479__295.23615000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1528",3.9331,-2.1211,2.5063,0.034068,0.40255,-3.748
"X7.028__320.24691999999999__.M.H..__Unknown",-1.3164,-0.33898,-2.498,0.03453,0.40255,-3.7607
"X3.182__186.18600000000001__.M.H..__Unknown",1.038,-0.74636,2.4762,0.035778,0.40641,-3.7941
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",0.65193,-0.81888,2.4465,0.037543,0.41579,-3.8394
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",1.1549,-1.0184,2.3815,0.04173,0.42046,-3.9386
"X6.081__186.18584000000001__.M.H..__Unknown",-0.72986,0.068063,-2.3787,0.041921,0.42046,-3.9429
"X2.647__205.08823000000001__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",2.0869,-0.38802,2.3697,0.042538,0.42046,-3.9565
"X1.876__206.13831999999999__.M.H..__w.o.MS2.AZELAIC.ACID",0.65227,-0.24036,2.3329,0.045154,0.42046,-4.0123
"X0.584__200.03999__.M.Na..__w.o.MS2.2.amino.3.prop.2.enylsulfinylpropanoic.acid",0.756,-0.60076,2.3248,0.045752,0.42046,-4.0246
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",1.0363,-1.175,2.3196,0.046139,0.42046,-4.0325
"X3.092__434.07135__.M.H..__w.o.MS2.MMV676528",-0.87971,-0.063745,-2.3174,0.046306,0.42046,-4.0358
"X6.129__337.07611__.M.Na..__7.8.dihydroxy.5.6.dimethoxy.2.phenyl.4H.chromen.4.one",1.0919,-2.1384,2.3078,0.047032,0.42046,-4.0503
"X0.734__134.1172__.M.H..__Unknown",0.68324,-0.067808,2.3006,0.047581,0.42046,-4.0612
"X6.536__315.15991000000002__.M.Na..__w.o.MS2.Safranin..LC.ESI.QTOF..MS2..CE",2.9585,-2.2171,2.2925,0.048215,0.42046,-4.0735
"X1.198__177.95758000000001__.M.H..__Unknown",-1.6061,-0.82879,-2.2639,0.050498,0.42046,-4.1165
"X2.434__409.18682999999999__.M.H..__w.o.MS2.eudesmin",-1.0941,-0.91208,-2.2617,0.050683,0.42046,-4.1199
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",0.63426,-0.16199,2.232,0.053182,0.42046,-4.1646
"X4.651__114.03719__.M.H..__Unknown",-0.6547,-0.18304,-2.2247,0.05381,0.42046,-4.1754
"X0.788__252.92823999999999__.M.H..__Unknown",1.0206,1.6896,2.2205,0.05418,0.42046,-4.1818
"X5.678__263.06464__.M.H..__w.o.MS2.MLS001240214.01.2..3.Chloro.2.methyl.phenylamino..nicotinic.acid",3.094,-1.6085,2.2119,0.054938,0.42046,-4.1946
"X0.582__284.00042999999999__.M.Na..__Unknown",0.53869,-0.28194,2.208,0.055284,0.42046,-4.2005
"X5.68__435.33566000000002__.M.H..__w.o.MS2.Unknown..carbon.number.30...PlaSMA.ID.2370",1.6194,-1.5057,2.2018,0.055842,0.42046,-4.2097
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",-4.4595,-1.783,-2.2001,0.055998,0.42046,-4.2123
"X6.403__338.22640999999999__.M.H..__w.o.MS2.Lobeline.Hydrochloride",0.61367,-0.52893,2.1775,0.058078,0.42881,-4.246
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.43789,0.13314,-2.1537,0.06036,0.43318,-4.2816
"X3.686__212.03371999999999__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",-0.4158,0.14209,-2.145,0.061208,0.43318,-4.2944
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",1.755,-1.0011,2.1262,0.063094,0.43318,-4.3223
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",-1.613,-0.36088,-2.1173,0.064005,0.43318,-4.3355
"X6.606__462.30016999999998__.M.H..__Unknown",0.62025,-0.099801,2.1072,0.065057,0.43318,-4.3505
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",4.2742,0.37506,2.0907,0.066802,0.43318,-4.3747
"X5.073__511.68524000000002__.M.2H.2.__Unknown",-2.6822,-1.0228,-2.0901,0.066873,0.43318,-4.3757
"X7.123__365.34528__.M.H..__w.o.MS2.Heneicosanoic.acid..21.0.",-1.7061,0.21629,-2.0864,0.067276,0.43318,-4.3812
"X4.664__249.12031999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-3.9873,-1.064,-2.0826,0.067684,0.43318,-4.3868
"X6.063__229.11754999999999__.M.H..__w.o.MS2.Proline.hydroxyproline",1.2933,-0.55788,2.0756,0.068449,0.43318,-4.397
"X7.534__533.21123999999998__.M.H..__Unknown",-2.7878,-0.3729,-2.0591,0.070285,0.43531,-4.4212
"X3.088__372.10061999999999__.M.Na..__w.o.MS2.Berberine.hydrochloride",-0.41352,-0.031508,-2.0274,0.073961,0.43531,-4.4677
"X6.271__328.31873000000002__.M.H..__w.o.MS2.Stearoyl.Ethanolamide",-0.80985,0.49734,-2.0272,0.073981,0.43531,-4.468
"X2.607__137.07096999999999__.M.H..__w.o.MS2.N.Methylnicotinamide..CE0..ZYVXHFWBYUDDBM.UHFFFAOYSA.N",0.88612,0.057074,2.0226,0.074525,0.43531,-4.4747
"X4.578__264.23361__.M.H..__w.o.MS2.NCGC00385952.01_C15H26O_1.7.Dimethyl.7..4.methyl.3.penten.1.yl.bicyclo.2.2.1.heptan.2.ol",-0.57657,0.29249,-2.0179,0.075092,0.43531,-4.4815
"X0.579__367.96352999999999__.M.K..__Unknown",0.56092,0.047037,2.0137,0.075603,0.43531,-4.4877
"X4.147__223.13869__.M.H..__w.o.MS2.Unknown..carbon.number.13...PlaSMA.ID.849",1.0246,-0.83981,2.0132,0.075663,0.43531,-4.4884
"X4.651__362.09793000000002__.M.2H.2.__w.o.MS2.Moguisteine",-1.0581,-0.10307,-1.9692,0.08118,0.46106,-4.5523
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-2.2127,-0.29728,-1.9543,0.083124,0.46612,-4.5737
"X0.785__156.07559000000001__.M.H..__w.o.MS2.3..1.Pyrazolyl..alanine",-0.6301,-0.77015,-1.9173,0.08818,0.48498,-4.627
"X3.635__191.07396__.M.H..__w.o.MS2.2.hydroxy.4.methyl.3H.benzo.e..1.4.diazepin.5.4H..one",0.77138,0.41164,1.9111,0.089049,0.48498,-4.6358
"X4.554__197.12360000000001__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.634",-0.66131,-0.52892,-1.906,0.08977,0.48498,-4.6431
"X6.847__307.20605__.M.Na..__w.o.MS2..1R.3S.5S..8.methyl.8.azabicyclo.3.2.1.octan.3.yl.3.hydroxy.2.phenylpropanoate",1.1928,0.4053,1.8968,0.091095,0.4862,-4.6562
"X0.823__224.93935999999999__.M.H..__Unknown",-1.3927,-0.67564,-1.8827,0.093157,0.48997,-4.6763
"X5.678__376.26067999999998__.M.H..__Unknown",1.4455,-1.4277,1.8769,0.094012,0.48997,-4.6845
"X2.379__329.06792999999999__.M.H..__w.o.MS2.aflatoxin.G1",0.66116,-0.19403,1.8564,0.097113,0.49514,-4.7135
"X6.188__346.33013999999997__.M.H..__w.o.MS2.icos.19.ene.1.2.4.triol",-0.86451,0.25509,-1.8473,0.098529,0.49514,-4.7265
"X4.792__144.13963000000001__.M.H..__Unknown",0.54856,-1.0078,1.845,0.098889,0.49514,-4.7297
"X4.953__241.142__.M.H..__w.o.MS2.Imiquimod",1.1486,0.59957,1.8378,0.10002,0.49514,-4.7399
"X0.582__411.03881999999999__.M.Na..__Unknown",-0.40763,0.78528,-1.8278,0.10161,0.49514,-4.7539
"X7.569__376.30083999999999__.M.K..__Unknown",-1.3547,0.94303,-1.8271,0.10171,0.49514,-4.7548
"X5.693__239.16209000000001__.M.H..__w.o.MS2.3.hydroxy.5.5.8a.trimethyl.3.4.4a.6.7.8.hexahydronaphthalene.2.carboxylic.acid",0.63315,-0.18503,1.8174,0.10328,0.4973,-4.7684
"X3.467__201.05070000000001__.M.H..__w.o.MS2.Camalexin",-3.045,-3.9166,-1.772,0.11092,0.5197,-4.8316
"X1.719__168.95728__.M.H..__Unknown",1.5291,-0.86983,1.7698,0.11131,0.5197,-4.8348
"X0.58__258.90069999999997__.M.Na..__Unknown",0.51112,-0.21911,1.769,0.11145,0.5197,-4.8359
"X0.588__268.02832000000001__.M.Na..__Unknown",0.63374,-0.72839,1.7505,0.11471,0.52935,-4.8613
"X6.636__469.14159999999998__.M.H..__w.o.MS2.Unknown..carbon.number.20...PlaSMA.ID.2546",0.85744,-0.95088,1.7316,0.11815,0.53959,-4.8873
"X0.58__329.99657999999999__.M.H..__Unknown",0.47237,-0.19944,1.7152,0.12121,0.54794,-4.9098
"X0.49__146.16550000000001__.M.H..__w.o.MS2.Spermidine..LC.ESI.QTOF..MS2..CE",-1.8561,1.8128,-1.6827,0.12749,0.56066,-4.9539
"X7.121__394.34579000000002__.M.H..__Unknown",1.2863,-2.1449,1.6698,0.13007,0.56066,-4.9713
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.33314,0.067522,-1.6673,0.13057,0.56066,-4.9747
"X6.191__296.22397000000001__.M.H..__w.o.MS2.Unknown..carbon.number.17...PlaSMA.ID.1530",-0.63053,-0.22595,-1.6652,0.13099,0.56066,-4.9775
"X0.799__146.11668__.M.H..__w.o.MS2.Acetylcholine..LC.ESI.QTOF..MS2..CE",0.65154,-0.41462,1.6622,0.13161,0.56066,-4.9816
"X6.442__427.07104__.M.K..__Unknown",1.1539,-3.6032,1.6538,0.13333,0.56066,-4.9929
"X3.991__160.04408000000001__.M.H..__w.o.MS2.Brompheniramine",-0.56238,-0.0061878,-1.6423,0.13571,0.56066,-5.0082
"X1.631__175.08632__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.417",-0.6197,0.092502,-1.6404,0.13612,0.56066,-5.0108
"X5.392__274.28564__.M.H..__Unknown",0.63509,-1.0224,1.6355,0.13714,0.56066,-5.0173
"X1.458__366.00011999999998__.M.H..__Unknown",-0.93603,-0.45656,-1.6231,0.13979,0.56066,-5.0338
"X0.988__254.99437__.M.H..__Unknown",1.1767,0.43036,1.6194,0.14057,0.56066,-5.0387
"X0.428__136.93093999999999__.M.H..__Unknown",1.0272,-0.68799,1.6174,0.14101,0.56066,-5.0413
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",-0.40156,0.1016,-1.6164,0.14124,0.56066,-5.0427
"X0.581__218.01214999999999__.M.Na..__w.o.MS2.Propanil",0.35112,0.075197,1.6094,0.14277,0.56066,-5.052
"X0.615__256.00081999999998__.M.H..__w.o.MS2.methyl.2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate",0.72206,0.15669,1.6082,0.14301,0.56066,-5.0535
"X5.679__393.28789999999998__.M.H..__Unknown",1.297,-1.2521,1.5642,0.15297,0.59445,-5.1113
"X5.061__422.17282__.M.H..__w.o.MS2..MLS001141386.01..2S..2..3...10aS..1.3.dioxo.10.10a.dihydro.5H.imidazo.1.5.b.isoquinolin.2.yl.propanoylamino..3.phenylpropanoic.acid.",0.65653,-0.25265,1.5554,0.15504,0.59723,-5.1227
"X5.417__353.15726000000001__.M.H..__w.o.MS2.4.decyl.3.hydroxy.5.oxooxolane.2.3.dicarboxylic.acid",-0.67642,0.28685,-1.5326,0.16051,0.609,-5.1522
"X0.77__176.09348__.M.H..__Unknown",1.1802,-0.64315,1.5312,0.16084,0.609,-5.154
"X0.586__212.85091__.M.K..__Unknown",-0.66069,0.56901,-1.5118,0.16565,0.62187,-5.1789
"X2.246__242.10068999999999__.M.Na..__w.o.MS2.Zeatin",-0.39387,0.12108,-1.4928,0.17045,0.62673,-5.203
"X5.027__443.24484000000001__.M.H..__w.o.MS2.6.8.dihydroxy.2.2.4.4.tetramethyl.7..3.methylbutanoyl..9..2.methylpropyl..9H.xanthene.1.3.dione",-0.46723,-0.38934,-1.4926,0.17049,0.62673,-5.2032
"X6.147__327.09116__.M.H..__w.o.MS2.Vicine",1.1508,-0.53122,1.4751,0.17504,0.62673,-5.2254
"X0.58__122.92574__.M.H..__Unknown",0.54867,0.20599,1.4717,0.17595,0.62673,-5.2297
"X7.585__360.32657__.M.Na..__w.o.MS2.phenylethylamide.359",-0.80932,0.39883,-1.4676,0.17704,0.62673,-5.2349
"X0.936__258.10955999999999__.M.H..__w.o.MS2.sn.Glycero.3.phosphocholine..LC.ESI.QTOF..MS2..CE",-2.6659,-0.41304,-1.4436,0.18349,0.62673,-5.2648
"X1.459__263.19690000000003__.M.H..__w.o.MS2.7..2.hydroxypropan.2.yl..1.4a.dimethyl.2.3.4.5.6.7.8.8a.octahydronaphthalen.1.ol",0.76427,0.32582,1.442,0.18393,0.62673,-5.2668
"X3.846__396.1626__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-0.28123,0.080029,-1.4398,0.18454,0.62673,-5.2696
"X1.009__104.05304__.M.H..__Unknown",0.4035,-0.37272,1.4373,0.18522,0.62673,-5.2726
"X1.348__200.97656000000001__.M.H..__Unknown",0.61026,-0.021677,1.4355,0.18572,0.62673,-5.2749
"X3.095__162.03931__.M.H..__Unknown",0.45483,-0.12864,1.4281,0.18779,0.62673,-5.2841
"X0.588__113.10735__.M.H..__Unknown",0.36122,-0.27942,1.4252,0.18859,0.62673,-5.2876
"X2.958__169.07578000000001__.M.H..__w.o.MS2.Norharman..PlaSMA.ID.382",-0.27136,0.081293,-1.4154,0.19137,0.62673,-5.2997
"X0.579__481.94720000000001__.M.H..__Unknown",0.38128,-0.028973,1.414,0.19176,0.62673,-5.3014
"X0.701__277.14312999999999__.M.H..__w.o.MS2.3.7.Epoxycaryophyllan.6.Ol",1.5125,-1.1978,1.4099,0.19291,0.62673,-5.3064
"X0.579__451.92700000000002__.M.K..__Unknown",0.45805,0.41466,1.4087,0.19326,0.62673,-5.3079
"X0.72__161.07374999999999__.M.H..__w.o.MS2.MLS001048867.01.1H.indole.3.carboxamide",2.7741,-0.75496,1.4064,0.19393,0.62673,-5.3107
"X3.486__240.14878999999999__.M.H..__Unknown",0.52189,-1.1511,1.4054,0.1942,0.62673,-5.3119
"X1.083__312.11176__.M.H..__w.o.MS2.C11H21NO7S..PlaSMA.ID.1653",0.67682,-1.8624,1.3991,0.19603,0.62673,-5.3196
"X4.291__146.06102000000001__.M.H.H2O..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",0.68252,-0.4254,1.3935,0.19767,0.62673,-5.3265
"X7.533__373.23192999999998__.M.H..__w.o.MS2.5..5.methoxycarbonyl.5.8a.dimethyl.2.methylidene.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.52938,-0.024738,-1.3927,0.19789,0.62673,-5.3274
"X3.992__114.03863__.M.H..__Unknown",-0.30541,-0.12415,-1.3912,0.19832,0.62673,-5.3292
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.52796,-0.54741,1.3858,0.19993,0.62673,-5.3358
"X5.159__540.68871999999999__.M.2H.2.__Unknown",-0.82425,-0.25804,-1.3825,0.20089,0.62673,-5.3398
"X7.016__350.17809999999997__.M.H..__w.o.MS2.MMV688888",-0.64938,-0.21136,-1.3674,0.20542,0.63636,-5.3581
"X7.393__413.26001__.M.Na..__2.acetoxy.4.pentadecylbenzoic.acid",-1.9142,-0.44205,-1.3458,0.21203,0.65107,-5.3839
"X4.281__376.13335999999998__.M.H..__w.o.MS2.BEZ.M",0.84218,-1.5241,1.3423,0.2131,0.65107,-5.388
"X4.402__248.14191__.M.H..__w.o.MS2.12.Cytisineacetamide",-1.0026,0.052306,-1.3346,0.21551,0.65392,-5.3972
"X1.009__74.06__.M.H..__w.o.MS2.N.N.Dimethylformamide",0.75121,0.19683,1.3205,0.21999,0.65549,-5.4138
"X4.771__392.11380000000003__.M.2H.2.__w.o.MS2..MLS001140588.01.N..3..3.4.dimethoxyphenyl..4.oxochromen.2.yl.furan.2.carboxamide.",-0.5181,0.020989,-1.3172,0.22102,0.65549,-5.4176
"X6.675__501.08786__.M.K..__w.o.MS2.6...6.8.dihydroxy.7.methoxy.3.methyl.1.oxo.3.4.dihydroisochromen.4.yl.oxy..4.8.dihydroxy.7.methoxy.3.methyl.3.4.dihydroisochromen.1.one",1.1392,-4.9362,1.3064,0.22454,0.65549,-5.4303
"X0.569__423.08483999999999__.M.H..__w.o.MS2.5.hydroxy.6.8.dimethoxy.7...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxychromen.2.one",0.46669,-0.28809,1.3062,0.22461,0.65549,-5.4306
"X3.013__164.14410000000001__.M.H..__Unknown",0.62986,-1.0345,1.3036,0.22544,0.65549,-5.4336
"X0.685__85.028310000000005__.M.H..__w.o.MS2.Unknown..carbon.number.4...PlaSMA.ID.2",-1.4066,1.2208,-1.298,0.22726,0.65549,-5.44
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",-0.34891,0.45324,-1.2962,0.22787,0.65549,-5.4422
"X8.613__379.33453__.M.H..__Unknown",-0.38341,-0.38614,-1.2941,0.22857,0.65549,-5.4447
"X7.025__351.24707000000001__.M.H..__w.o.MS2.Unknown..carbon.number.21...PlaSMA.ID.1929",-0.83055,0.024571,-1.2917,0.22935,0.65549,-5.4474
"X5.975__310.23257000000001__.M.CH3OH.H..__w.o.MS2.Melophlin.M",0.67581,0.15339,1.2821,0.23256,0.65713,-5.4585
"X6.681__521.32281__.M.H..__w.o.MS2.Poricoic.acid.A",0.84955,-0.64984,1.2811,0.23289,0.65713,-5.4596
"X0.908__130.05080000000001__.M.H..__w.o.MS2.Pyroglutamic.acid..not.validated..isomer.of.88...PlaSMA.ID.89",1.0436,-0.33886,1.2729,0.23566,0.65829,-5.4691
"X4.087__232.17075__.M.H..__w.o.MS2.Alpha.pyrrolidinovalerophenone",-0.40771,-0.093197,-1.2537,0.24223,0.65829,-5.491
"X7.931__388.36068999999998__.M.Na..__Unknown",1.5921,0.44461,1.2533,0.24237,0.65829,-5.4914
"X2.241__162.05575999999999__.M.H..__w.o.MS2..MLS000860043.01.1.5.Isoquinolinediol.",-0.28989,0.043152,-1.2473,0.24448,0.65829,-5.4983
"X5.377__113.06165__.M.H..__w.o.MS2.1.2.Cyclohexanedione",-0.45125,0.1117,-1.247,0.24458,0.65829,-5.4986
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.27914,0.15396,-1.2457,0.24503,0.65829,-5.5001
"X1.008__472.12173000000001__.M.H..__Unknown",-1.9425,-0.071146,-1.2422,0.24626,0.65829,-5.504
"X6.062__249.18491__.M.H..__w.o.MS2.NCGC00380110.01_C16H26O3_1.Propanone..3.hydroxy.1...1R.2R.4aR.6S.8aS..1.2.4a.5.6.7.8.8a.octahydro.2.hydroxy.1.2.6.trimethyl.1.naphthalenyl..",0.29447,-0.60381,1.2374,0.24793,0.65829,-5.5094
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",0.49263,-0.61984,1.2372,0.24801,0.65829,-5.5096
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",0.85208,-0.24522,1.2368,0.24816,0.65829,-5.5101
"X0.581__233.99332000000001__.M.K..__Unknown",-0.30901,0.66198,-1.2075,0.2587,0.6745,-5.5428
"X7.638__562.37445000000002__.M.2H.2.__w.o.MS2.Rhodoxanthin..FAB.EBEB..MS2..m.z",0.54125,-0.6171,1.2059,0.25927,0.6745,-5.5445
"X1.082__138.09088__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.137",0.36258,-0.28856,1.2059,0.25929,0.6745,-5.5446
"X6.845__352.32128999999998__.M.H..__Unknown",1.7847,0.042616,1.203,0.26036,0.6745,-5.5478
"X0.894__190.97855000000001__.M.H..__Unknown",0.55313,-0.8265,1.1757,0.27056,0.6865,-5.5777
"X5.375__325.10736000000003__.M.K..__w.o.MS2.NCGC00169103.03_C19H18O6_Benz.3.4.anthra.1.2.b.oxirene.5.6.dione..1a.2.3.4.5b.11.11a.11b.octahydro.10.11.11a.trihydroxy.3.methyl.",-1.0604,-0.3636,-1.1716,0.2721,0.6865,-5.5821
"X1.009__355.03084999999999__.M.H..__w.o.MS2.Pinoquercetin",-1.781,-0.56863,-1.1649,0.27465,0.6865,-5.5893
"X4.647__160.04292000000001__.M.H..__w.o.MS2.Brompheniramine",-0.25502,-0.033057,-1.1647,0.27475,0.6865,-5.5896
"X0.579__413.96123999999998__.M.H..__Unknown",0.30698,-0.057278,1.1605,0.27637,0.6865,-5.5941
"X5.823__253.14127999999999__.M.H..__w.o.MS2.NCGC00169882.02_C14H20O4_.8aR.12S.12aR..12.Hydroxy.4.methyl.4.5.6.7.8.8a.12.12a.octahydro.2H.3.benzoxecine.2.9.1H..dione",-0.58374,-0.75289,-1.1506,0.28022,0.6865,-5.6047
"X4.166__427.65363000000002__.M.2H.2.__Unknown",-0.38031,0.12139,-1.1483,0.28109,0.6865,-5.6071
