"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X1.805__209.09503000000001__.M.H..__w.o.MS2.MLS000069600.01.CHALCONE614.47.1",1.3173,-0.039658,1.6708,0.13004,0.57326,-4.3389
"X5.027__443.24484000000001__.M.H..__w.o.MS2.6.8.dihydroxy.2.2.4.4.tetramethyl.7..3.methylbutanoyl..9..2.methylpropyl..9H.xanthene.1.3.dione",0.42246,0.020841,1.6604,0.13214,0.57326,-4.3497
"X7.569__376.30083999999999__.M.K..__Unknown",-1.371,0.90885,-1.6589,0.13245,0.57326,-4.3512
"X1.01__397.07754999999997__.M.H..__Unknown",-0.56055,0.63365,-1.6585,0.13253,0.57326,-4.3516
"X5.676__292.26431000000002__.M.H..__Unknown",-0.72075,0.22194,-1.6558,0.1331,0.57326,-4.3545
"X6.078__302.31317000000001__.M.H..__w.o.MS2.MLS001066334.01.D.erythro.Dihydrosphingosine764.22.7",0.72129,-0.26762,1.6526,0.13375,0.57326,-4.3578
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.36574,-0.59007,1.6403,0.1363,0.57326,-4.3705
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",2.6158,-0.6717,1.6262,0.1393,0.57326,-4.3851
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",-0.38735,0.33474,-1.6134,0.14206,0.57326,-4.3982
"X7.025__351.24707000000001__.M.H..__w.o.MS2.Unknown..carbon.number.21...PlaSMA.ID.1929",-0.82861,-0.010358,-1.6059,0.14369,0.57326,-4.4058
"X3.182__186.18600000000001__.M.H..__Unknown",-0.64853,-1.6489,-1.6052,0.14386,0.57326,-4.4066
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-3.575,-0.97275,-1.6024,0.14447,0.57326,-4.4095
"X7.016__354.17340000000002__.M.H..__w.o.MS2.MLS002695993.01.35661.60.0",-2.8817,-1.1842,-1.6005,0.1449,0.57326,-4.4114
"X0.588__268.02832000000001__.M.Na..__Unknown",0.54891,-0.71074,1.5955,0.14602,0.57326,-4.4165
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",-0.54605,-0.23216,-1.5951,0.14609,0.57326,-4.4169
"X7.126__545.40197999999998__.M.H..__Unknown",-1.081,-0.84618,-1.5946,0.14622,0.57326,-4.4175
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",-1.6534,-0.55418,-1.5888,0.14751,0.57326,-4.4233
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",-0.33523,0.65652,-1.5849,0.1484,0.57326,-4.4273
"X7.123__365.34528__.M.H..__w.o.MS2.Heneicosanoic.acid..21.0.",-1.5097,0.2249,-1.5674,0.1524,0.57326,-4.445
"X4.575__231.10056__.M.H..__w.o.MS2.MLS000069555.01.NAPROXEN.SODIUM",-0.45523,-0.77724,-1.5617,0.15374,0.57326,-4.4509
"X2.519__169.04911999999999__.M.H..__w.o.MS2.2.6.Dimethoxyquinone",1.3645,-0.18556,1.5555,0.15519,0.57326,-4.4571
"X6.062__249.18491__.M.H..__w.o.MS2.NCGC00380110.01_C16H26O3_1.Propanone..3.hydroxy.1...1R.2R.4aR.6S.8aS..1.2.4a.5.6.7.8.8a.octahydro.2.hydroxy.1.2.6.trimethyl.1.naphthalenyl..",0.30336,-0.59067,1.5525,0.15589,0.57326,-4.4601
"X0.634__298.10275000000001__.M.H..__w.o.MS2.ACTIPHENOL",1.1925,0.099599,1.5442,0.15787,0.57326,-4.4685
"X5.417__353.15726000000001__.M.H..__w.o.MS2.4.decyl.3.hydroxy.5.oxooxolane.2.3.dicarboxylic.acid",-4.1579,-1.8746,-1.536,0.15985,0.57326,-4.4767
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",1.3263,-0.78865,1.5343,0.16027,0.57326,-4.4784
"X0.682__184.07486__.M.H..__w.o.MS2.Phosphocholine",2.1309,0.58951,1.5324,0.16071,0.57326,-4.4803
"X2.647__205.08823000000001__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",1.0682,-0.9647,1.5238,0.16282,0.57326,-4.4889
"X0.58__448.02573000000001__.M.H..__Unknown",0.52516,0.014704,1.5238,0.16283,0.57326,-4.4889
"X1.008__352.02377000000001__.M.H..__w.o.MS2.6.chloro.4.5.7.trihydroxy.9.10.dioxoanthracene.2.carboxylic.acid",-0.52066,0.29676,-1.512,0.16575,0.57326,-4.5007
"X1.069__111.05534__.M.H..__w.o.MS2.1.Acetylimidazole",0.69611,0.48553,1.5103,0.16618,0.57326,-4.5024
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.30333,0.085619,-1.5092,0.16646,0.57326,-4.5035
"X7.931__388.36068999999998__.M.Na..__Unknown",1.9389,0.59922,1.5084,0.16665,0.57326,-4.5043
"X0.861__136.93008__.M.H.H2O..__Unknown",-0.74707,-0.041518,-1.5073,0.16693,0.57326,-4.5054
"X0.513__265.01522999999997__.M.CH3OH.H..__Unknown",-1.6076,-1.8549,-1.4958,0.16985,0.57804,-4.5168
"X5.903__432.23993000000002__.M.H..__w.o.MS2.N..2....1S.9aR..octahydro.1H.quinolizin.1.yl.methyl..3.oxo.1.2.3.4.tetrahydrobenzo.4.5.imidazo.1.2.a.pyrazin.8.yl.propionamide",-1.0481,-0.65358,-1.4916,0.17093,0.57804,-4.521
"X3.495__128.1078__.M.H..__w.o.MS2.N.Cyclohexylformamide",-1.2402,-0.29142,-1.4798,0.17399,0.58391,-4.5326
"X0.611__99.093209999999999__.M.H..__Unknown",1.1215,-0.27415,1.474,0.17551,0.58458,-4.5383
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-1.0575,-0.18535,-1.4668,0.1774,0.586,-4.5454
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",-2.3734,-0.70826,-1.46,0.17923,0.586,-4.5521
"X5.693__239.16209000000001__.M.H..__w.o.MS2.3.hydroxy.5.5.8a.trimethyl.3.4.4a.6.7.8.hexahydronaphthalene.2.carboxylic.acid",-0.4692,-0.74643,-1.4575,0.1799,0.586,-4.5545
"X2.672__298.10785__.M.H..__5..S.Methylthioadenosine..LC.ESI.QTOF..MS2..CE",1.1592,-0.56485,1.4501,0.18189,0.58606,-4.5617
"X1.348__200.97656000000001__.M.H..__Unknown",0.59819,-0.00095941,1.4409,0.1844,0.58606,-4.5707
"X0.984__247.03163000000001__.M.H..__w.o.MS2.columbianetin",-0.51882,0.29236,-1.4392,0.18486,0.58606,-4.5723
"X3.467__201.05070000000001__.M.H..__w.o.MS2.Camalexin",1.8976,-0.89854,1.4287,0.18779,0.58606,-4.5825
"X6.403__338.22640999999999__.M.H..__w.o.MS2.Lobeline.Hydrochloride",0.36541,-0.67187,1.4267,0.18835,0.58606,-4.5845
"X4.921__533.18768__.M.2H.2.__Unknown",-2.0172,-0.30623,-1.4224,0.18955,0.58606,-4.5886
"X2.379__329.06792999999999__.M.H..__w.o.MS2.aflatoxin.G1",-0.36044,-0.77125,-1.4171,0.19103,0.58606,-4.5937
"X1.647__156.07687000000001__.M.H..__w.o.MS2.L.Histidine..CE0..HNDVDQJCIGZPNO.YFKPBYRVSA.N",-0.67942,0.12952,-1.4136,0.19203,0.58606,-4.5971
"X7.226__151.07705999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",1.1033,0.1611,1.4108,0.19283,0.58606,-4.5998
"X2.246__242.10068999999999__.M.Na..__w.o.MS2.Zeatin",-0.35347,0.12263,-1.4031,0.19505,0.58606,-4.6072
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",1.0156,-0.16362,1.4026,0.1952,0.58606,-4.6077
"X8.208__523.39435000000003__.M.H..__Unknown",2.3991,-2.4223,1.3989,0.19626,0.58606,-4.6112
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",0.64509,-1.6383,1.3875,0.19958,0.58606,-4.6221
"X0.591__500.03298999999998__.M.Na..__Unknown",1.0738,0.31073,1.3871,0.1997,0.58606,-4.6225
"X1.009__74.06__.M.H..__w.o.MS2.N.N.Dimethylformamide",0.78396,0.22009,1.3869,0.19976,0.58606,-4.6227
"X0.986__267.02999999999997__.M.Na..__Unknown",-0.37214,0.59361,-1.3607,0.2076,0.58956,-4.6475
"X0.695__325.11284999999998__.M.H.H2O..__w.o.MS2.Disaccharide.Hex.Hex...PlaSMA.ID.1741",1.0443,-0.34296,1.3585,0.20828,0.58956,-4.6496
"X5.159__540.68871999999999__.M.2H.2.__Unknown",-1.151,-0.60436,-1.3506,0.2107,0.58956,-4.657
"X0.58__258.90069999999997__.M.Na..__Unknown",0.39273,-0.24482,1.3504,0.21076,0.58956,-4.6572
"X6.969__335.29126000000002__.M.H..__w.o.MS2.arachidic.acid",0.84009,0.67108,1.3498,0.21096,0.58956,-4.6578
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",-0.42827,-0.76565,-1.3479,0.21153,0.58956,-4.6595
"X0.569__423.08483999999999__.M.H..__w.o.MS2.5.hydroxy.6.8.dimethoxy.7...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxychromen.2.one",0.65976,-0.11393,1.3432,0.21299,0.58956,-4.6639
"X6.489__540.42609000000004__.M.H..__Unknown",-0.81772,-0.32433,-1.3417,0.21345,0.58956,-4.6653
"X6.46__214.22044__.M.H..__Unknown",-0.27768,-0.46311,-1.3415,0.21352,0.58956,-4.6655
"X3.12__202.18088__.M.H..__Unknown",-0.89292,-0.89682,-1.3391,0.21427,0.58956,-4.6678
"X0.692__316.98538000000002__.M.K..__Unknown",-1.1429,-3.0998,-1.3274,0.21793,0.59001,-4.6786
"X7.023__376.31873000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",-1.0269,0.12681,-1.3271,0.21803,0.59001,-4.6789
"X8.208__507.41208__.M.H..__w.o.MS2.Valactamide.A.putative",-0.91579,-1.6106,-1.3201,0.22028,0.59001,-4.6854
"X2.247__258.07211000000001__.M.K..__w.o.MS2.Orbencarb..LC.ESI.ITFT..MS2..CE",-0.34785,0.38674,-1.3182,0.22088,0.59001,-4.6872
"X6.081__186.18584000000001__.M.H..__Unknown",-0.60035,0.20008,-1.3152,0.22183,0.59001,-4.6899
"X0.854__174.14882__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.410",0.58993,0.26221,1.3134,0.22242,0.59001,-4.6916
"X7.225__179.10856999999999__.M.H..__w.o.MS2.MLS001065600.01.",0.98327,0.88386,1.3075,0.22432,0.5912,-4.697
"X1.031__202.18224000000001__.M.H..__Unknown",-0.46428,-0.38348,-1.303,0.22578,0.5912,-4.7011
"X5.392__274.28564__.M.H..__Unknown",0.37404,-1.16,1.2988,0.22717,0.5912,-4.705
"X4.421__287.15935999999999__.M.H..__w.o.MS2.2..1.hydroxy.1.methoxy.3.methylbutyl..6.methyl.5H..1.3.dioxolo.4.5.c.pyridin.4.one",0.2606,-0.098039,1.2902,0.23002,0.5912,-4.7129
"X3.921__481.21181999999999__.M.H..__Unknown",-0.73542,-0.063147,-1.2897,0.23017,0.5912,-4.7134
"X6.188__346.33013999999997__.M.H..__w.o.MS2.icos.19.ene.1.2.4.triol",-0.53851,0.33918,-1.2876,0.23088,0.5912,-4.7153
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",-0.22493,0.14916,-1.2653,0.23839,0.60693,-4.7355
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",-0.2956,0.18082,-1.255,0.24194,0.61246,-4.7448
"X1.038__308.09334999999999__.M.H..__w.o.MS2.Glutathione..reduced.",1.5589,-0.75137,1.2417,0.24656,0.62061,-4.7567
