"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X0.615__256.00081999999998__.M.H..__w.o.MS2.methyl.2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate",0.54911,0.094516,2.3851,0.044879,0.47571,-4.4952
"X3.089__388.07407000000001__.M.K..__Unknown",-0.62736,-0.021275,-2.385,0.044887,0.47571,-4.4952
"X0.58__493.00060999999999__.M.K..__Unknown",-0.77879,0.92335,-2.3678,0.046097,0.47571,-4.4964
"X0.588__113.10735__.M.H..__Unknown",0.54101,-0.25051,2.3675,0.046119,0.47571,-4.4964
"X2.838__384.12860000000001__.M.H..__w.o.MS2.1.hydroxy.4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxynaphthalene.2.carboxylic.acid",1.7593,-0.043428,2.3454,0.047724,0.47571,-4.4979
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",-0.48931,0.60287,-2.338,0.048272,0.47571,-4.4984
"X1.009__519.01464999999996__.M.H..__Unknown",-2.6197,-0.8695,-2.3302,0.048858,0.47571,-4.499
"X0.986__267.02999999999997__.M.Na..__Unknown",-0.56788,0.49959,-2.3266,0.049132,0.47571,-4.4992
"X1.482__113.10822__.M.H..__Unknown",-0.93361,-0.042246,-2.3233,0.049378,0.47571,-4.4994
"X6.078__302.31317000000001__.M.H..__w.o.MS2.MLS001066334.01.D.erythro.Dihydrosphingosine764.22.7",0.69372,-0.34763,2.2997,0.05122,0.47571,-4.5011
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",1.8566,-0.43981,2.2956,0.051543,0.47571,-4.5014
"X0.895__136.06218000000001__.M.H..__w.o.MS2.Adenine..CE0..GFFGJBXGBJISGV.UHFFFAOYSA.N",0.98198,-0.64933,2.2949,0.051596,0.47571,-4.5014
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",0.83729,-0.45441,2.2791,0.052875,0.47571,-4.5025
"X6.098__98.985680000000002__.M.H..__Unknown",1.2771,-0.54297,2.2736,0.053323,0.47571,-4.5029
"X0.685__85.028310000000005__.M.H..__w.o.MS2.Unknown..carbon.number.4...PlaSMA.ID.2",-1.9826,0.85759,-2.2342,0.056675,0.47571,-4.5057
"X6.188__346.33013999999997__.M.H..__w.o.MS2.icos.19.ene.1.2.4.triol",-0.54953,0.42592,-2.2056,0.059238,0.47571,-4.5077
"X5.679__393.28789999999998__.M.H..__Unknown",1.8759,-1.2288,2.1881,0.060862,0.47571,-4.5089
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",0.49931,-0.10733,2.1824,0.061404,0.47571,-4.5093
"X6.191__296.22397000000001__.M.H..__w.o.MS2.Unknown..carbon.number.17...PlaSMA.ID.1530",-0.83191,-0.27711,-2.1797,0.061652,0.47571,-4.5095
"X4.147__223.13869__.M.H..__w.o.MS2.Unknown..carbon.number.13...PlaSMA.ID.849",1.2433,-0.70985,2.1788,0.06174,0.47571,-4.5096
"X4.019__162.0925__.M.H..__w.o.MS2.Tryptophol",-0.83528,1.3258,-2.1511,0.064437,0.47571,-4.5116
"X4.575__231.10056__.M.H..__w.o.MS2.MLS000069555.01.NAPROXEN.SODIUM",-1.857,-1.5329,-2.1496,0.064586,0.47571,-4.5117
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",-0.63202,-0.19629,-2.1234,0.067257,0.47571,-4.5136
"X5.958__332.33548000000002__.M.H..__Unknown",0.76015,0.0004042,2.1217,0.067433,0.47571,-4.5137
"X2.434__409.18682999999999__.M.H..__w.o.MS2.eudesmin",-1.0072,-0.77576,-2.1216,0.067439,0.47571,-4.5137
"X2.434__243.05409__.M.K..__w.o.MS2.TRYPTOPHAN",-0.561,-0.10295,-2.107,0.068975,0.47571,-4.5148
"X6.403__338.22640999999999__.M.H..__w.o.MS2.Lobeline.Hydrochloride",0.5841,-0.59182,2.0843,0.071439,0.47571,-4.5164
"X4.651__114.03719__.M.H..__Unknown",-0.69018,-0.21109,-2.0785,0.072076,0.47571,-4.5168
"X0.514__198.94175999999999__.M.H..__Unknown",-0.72844,-1.0147,-2.076,0.072352,0.47571,-4.517
"X3.686__212.03371999999999__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",-0.38486,0.19238,-2.075,0.07247,0.47571,-4.5171
"X7.533__371.32468__.M.H..__Unknown",0.87482,0.85872,2.0608,0.074074,0.47571,-4.5181
"X0.894__190.97855000000001__.M.H..__Unknown",1.158,-0.54314,2.0568,0.074526,0.47571,-4.5184
"X7.121__394.34579000000002__.M.H..__Unknown",1.1108,-2.327,2.0488,0.075452,0.47571,-4.519
"X6.291__293.21749999999997__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1487",-0.86009,-0.21722,-2.0461,0.075771,0.47571,-4.5192
"X6.636__469.14159999999998__.M.H..__w.o.MS2.Unknown..carbon.number.20...PlaSMA.ID.2546",1.4049,-0.61474,2.0454,0.075853,0.47571,-4.5193
"X6.479__295.23615000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1528",3.0969,-2.5197,2.0417,0.076288,0.47571,-4.5195
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.40116,0.026668,-2.0295,0.077732,0.47571,-4.5204
"X3.991__160.04408000000001__.M.H..__w.o.MS2.Brompheniramine",-0.57487,-0.044416,-2.021,0.078756,0.47571,-4.5211
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.457,0.058647,-2.0169,0.079249,0.47571,-4.5214
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",-0.45171,0.41378,-2.0083,0.080307,0.47571,-4.522
"X0.908__130.05080000000001__.M.H..__w.o.MS2.Pyroglutamic.acid..not.validated..isomer.of.88...PlaSMA.ID.89",1.7193,0.0019203,1.9937,0.082129,0.47571,-4.5231
"X0.708__365.11212__.M.Na..__Melibiose",0.87262,-1.209,1.9838,0.083385,0.47571,-4.5238
"X7.126__545.40197999999998__.M.H..__Unknown",1.6007,0.55269,1.9764,0.084343,0.47571,-4.5244
"X0.705__381.08652000000001__.M.K..__w.o.MS2.Excavatin.L",0.89686,-0.92298,1.9717,0.084945,0.47571,-4.5247
"X1.008__323.06787000000003__.M.H..__w.o.MS2.3.4.DIMETHOXYDALBERGIONE",-0.88433,0.25375,-1.9642,0.085928,0.47571,-4.5253
"X1.876__206.13831999999999__.M.H..__w.o.MS2.AZELAIC.ACID",0.51078,-0.3191,1.9621,0.086207,0.47571,-4.5254
"X3.088__372.10061999999999__.M.Na..__w.o.MS2.Berberine.hydrochloride",-0.40598,-0.026934,-1.9607,0.086395,0.47571,-4.5255
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",-0.39714,0.15206,-1.9563,0.086981,0.47571,-4.5259
"X7.569__376.30083999999999__.M.K..__Unknown",-1.5347,1.0223,-1.9385,0.08939,0.48066,-4.5272
"X6.442__427.07104__.M.K..__Unknown",0.67293,-4.0247,1.9199,0.091973,0.48066,-4.5286
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",0.90452,-1.6718,1.9182,0.092206,0.48066,-4.5287
"X5.693__239.16209000000001__.M.H..__w.o.MS2.3.hydroxy.5.5.8a.trimethyl.3.4.4a.6.7.8.hexahydronaphthalene.2.carboxylic.acid",-1.0313,-1.0574,-1.9142,0.092769,0.48066,-4.529
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",1.378,1.3528,1.9104,0.093311,0.48066,-4.5293
"X0.983__95.024609999999996__.M.H.H2O..__Unknown",0.38272,0.15725,1.898,0.095099,0.48424,-4.5302
"X0.692__316.98538000000002__.M.K..__Unknown",-2.634,-3.7573,-1.8764,0.098284,0.48996,-4.5318
"X1.009__104.05304__.M.H..__Unknown",0.67212,-0.33787,1.8754,0.098434,0.48996,-4.5319
"X4.554__197.12360000000001__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.634",-0.57562,-0.37831,-1.8558,0.10143,0.4966,-4.5334
"X2.263__138.05547000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.134",-0.35657,0.057312,-1.8346,0.10475,0.4966,-4.535
"X3.486__240.14878999999999__.M.H..__Unknown",0.61384,-1.1859,1.833,0.10501,0.4966,-4.5351
"X6.341__312.37142999999998__.M.H..__Unknown",0.90977,0.064244,1.8269,0.10598,0.4966,-4.5356
"X6.081__186.18584000000001__.M.H..__Unknown",-0.6337,0.22338,-1.8237,0.1065,0.4966,-4.5358
"X8.613__379.33453__.M.H..__Unknown",-0.63657,-0.48103,-1.8225,0.10669,0.4966,-4.5359
"X1.146__115.02448__.M.H..__w.o.MS2.5.Fluro.2.pyrimidone",-0.82926,-0.41538,-1.8169,0.10762,0.4966,-4.5363
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",-1.2073,-0.021176,-1.8025,0.11,0.50002,-4.5374
"X3.846__396.1626__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-0.37361,0.022264,-1.7988,0.11061,0.50002,-4.5377
"X4.517__197.08624__.M.H..__w.o.MS2..MLS002207182.01.2..Hydroxy.4..6..dimethoxyacetophenone90.24.4.",0.55245,-0.052152,1.7831,0.11328,0.50466,-4.5389
"X0.72__113.00005__.M.H..__Unknown",-2.4493,2.3264,-1.7794,0.11392,0.50466,-4.5392
"X1.719__168.95728__.M.H..__Unknown",1.7236,-0.80186,1.7644,0.11653,0.50995,-4.5403
"X1.011__321.08443999999997__.M.Na..__w.o.MS2.MMV010764",-3.1315,-0.8813,-1.7517,0.11879,0.50995,-4.5413
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.35102,0.16966,-1.7512,0.11888,0.50995,-4.5413
"X1.095__252.15924000000001__.M.H..__Unknown",0.44119,-0.21808,1.7423,0.12048,0.50995,-4.542
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",-0.40195,-0.099517,-1.7402,0.12087,0.50995,-4.5422
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-1.7458,-0.18477,-1.7134,0.12586,0.51168,-4.5442
"X0.987__323.98068000000001__.M.K..__Unknown",0.48463,0.65319,1.703,0.12783,0.51168,-4.545
"X5.159__540.68871999999999__.M.2H.2.__Unknown",-0.67178,-0.28729,-1.699,0.12862,0.51168,-4.5453
"X2.958__169.07578000000001__.M.H..__w.o.MS2.Norharman..PlaSMA.ID.382",-0.31883,0.065076,-1.6936,0.12966,0.51168,-4.5457
"X0.676__497.04827999999998__.M.H..__Unknown",1.6203,-2.7151,1.6921,0.12996,0.51168,-4.5458
"X1.008__352.02377000000001__.M.H..__w.o.MS2.6.chloro.4.5.7.trihydroxy.9.10.dioxoanthracene.2.carboxylic.acid",-0.52541,0.31669,-1.6916,0.13006,0.51168,-4.5459
"X4.664__249.12031999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-3.8227,-0.66889,-1.6912,0.13014,0.51168,-4.5459
"X2.526__316.21814000000001__.M.H..__w.o.MS2.NCGC00381331.01_C16H26O5_Pentanoic.acid..3.methyl...5.hydroxy.3..hydroxymethyl..6..1.methylethyl..2.oxo.3.cyclohexen.1.yl.ester",-0.60823,-0.2596,-1.6864,0.13107,0.51168,-4.5463
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",-0.43624,0.32935,-1.672,0.13394,0.51168,-4.5474
"X0.514__166.96071000000001__.M.H..__Unknown",-0.82086,-1.0127,-1.6659,0.13517,0.51168,-4.5478
"X6.681__521.32281__.M.H..__w.o.MS2.Poricoic.acid.A",1.063,-0.63144,1.6638,0.13558,0.51168,-4.548
"X4.792__144.13963000000001__.M.H..__Unknown",0.41739,-1.1236,1.6612,0.13611,0.51168,-4.5482
"X0.799__146.11668__.M.H..__w.o.MS2.Acetylcholine..LC.ESI.QTOF..MS2..CE",0.63029,-0.42494,1.6603,0.1363,0.51168,-4.5482
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",-0.93303,-0.0094905,-1.6434,0.1398,0.52042,-4.5495
"X3.087__305.09694999999999__.M.H..__w.o.MS2.N.Acetyl.Asp.Glu",-0.34436,-0.09614,-1.6343,0.14171,0.52096,-4.5502
"X3.853__418.14182__.M.Na..__w.o.MS2.Atalaphylline",-0.33981,0.21061,-1.6144,0.14597,0.52096,-4.5517
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",-0.31296,-0.049548,-1.6112,0.14668,0.52096,-4.552
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",0.59985,0.80708,1.6094,0.14706,0.52096,-4.5521
"X3.859__160.04425000000001__.M.H..__w.o.MS2.Brompheniramine",-0.37143,0.21716,-1.6068,0.14764,0.52096,-4.5523
"X7.883__521.38726999999994__.M.H..__Unknown",-0.53202,-0.17183,-1.6062,0.14775,0.52096,-4.5524
"X2.682__505.18524000000002__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",-0.73246,0.02987,-1.6016,0.14877,0.52096,-4.5527
"X1.008__472.12173000000001__.M.H..__Unknown",-3.2966,-0.56322,-1.599,0.14935,0.52096,-4.5529
"X8.902__311.25742000000002__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",-0.66584,-0.48406,-1.5933,0.15063,0.52112,-4.5534
"X8.933__381.35046__.M.H..__w.o.MS2.Brassicasterol..LC.APPI.QQ..MS2..CE",-0.60952,-1.5275,-1.5883,0.15175,0.52112,-4.5537
"X5.757__275.16208__.M.H..__w.o.MS2.NCGC00380303.01..E..7.methylidene.10.oxo.4.propan.2.ylundec.5.enoic.acid",-0.39319,-0.59005,-1.5718,0.15549,0.52181,-4.555
"X3.095__162.03931__.M.H..__Unknown",0.57724,-0.11088,1.5711,0.15567,0.52181,-4.5551
"X0.586__212.85091__.M.K..__Unknown",-0.82281,0.49303,-1.5669,0.15663,0.52181,-4.5554
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",-0.40886,0.11088,-1.5668,0.15666,0.52181,-4.5554
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-0.68071,0.19351,-1.5312,0.16511,0.53194,-4.5581
"X5.061__422.17282__.M.H..__w.o.MS2..MLS001141386.01..2S..2..3...10aS..1.3.dioxo.10.10a.dihydro.5H.imidazo.1.5.b.isoquinolin.2.yl.propanoylamino..3.phenylpropanoic.acid.",0.55544,-0.26507,1.5224,0.16725,0.53194,-4.5588
"X5.073__511.68524000000002__.M.2H.2.__Unknown",-0.35223,-0.067397,-1.5178,0.16841,0.53194,-4.5591
"X8.786__561.46898999999996__.M.Na..__Unknown",-2.909,-3.5667,-1.5175,0.16847,0.53194,-4.5591
"X1.999__103.05457__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.16",-0.37586,0.25481,-1.5164,0.16874,0.53194,-4.5592
"X1.585__152.05681999999999__.M.CH3OH.H..__w.o.MS2.Guanine..CE0..UYTPUPDQBNUYGX.UHFFFAOYSA.N",-0.49931,-0.61726,-1.5128,0.16963,0.53194,-4.5595
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",0.63684,-0.25228,1.5104,0.17023,0.53194,-4.5597
"X5.824__227.16176999999999__.M.H..__w.o.MS2.NCGC00381386.01.2..7.hydroxy.6.methyloctyl..2H.furan.5.one",0.80922,-0.13299,1.5021,0.17232,0.53194,-4.5603
"X7.016__350.17809999999997__.M.H..__w.o.MS2.MMV688888",-0.57402,-0.12798,-1.502,0.17235,0.53194,-4.5603
"X2.241__162.05575999999999__.M.H..__w.o.MS2..MLS000860043.01.1.5.Isoquinolinediol.",0.52941,0.46463,1.5009,0.17263,0.53194,-4.5604
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",1.833,0.45808,1.4989,0.17314,0.53194,-4.5605
"X6.536__315.15991000000002__.M.Na..__w.o.MS2.Safranin..LC.ESI.QTOF..MS2..CE",-1.2109,-4.3357,-1.4951,0.17411,0.53194,-4.5608
"X7.016__354.17340000000002__.M.H..__w.o.MS2.MLS002695993.01.35661.60.0",-1.5049,-0.248,-1.4764,0.17893,0.54291,-4.5622
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.32928,-0.63421,1.4684,0.18102,0.54468,-4.5628
"X0.671__104.10736__.M.H..__w.o.MS2.Choline..CE0..OEYIOHPDSNJKLS.UHFFFAOYSA.N",-0.66542,-0.14421,-1.4649,0.18197,0.54468,-4.5631
"X0.582__445.08026000000001__.M.Na..__w.o.MS2.mangiferin",0.97802,-1.4837,1.4459,0.18705,0.55359,-4.5645
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",3.6083,-0.15202,1.4445,0.18745,0.55359,-4.5647
"X0.988__254.99437__.M.H..__Unknown",0.39998,0.11012,1.4334,0.1905,0.55888,-4.5655
"X4.492__258.06673999999998__.M.H..__w.o.MS2.Pesticide3_Thiobencarb_C12H16ClNOS_S..4.Chlorobenzyl..diethylcarbamothioate",0.4699,-0.57509,1.4237,0.19318,0.55916,-4.5662
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",0.57005,-0.43591,1.4215,0.19379,0.55916,-4.5664
"X3.921__481.21181999999999__.M.H..__Unknown",-0.87184,-0.14823,-1.4176,0.19489,0.55916,-4.5667
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-0.50964,0.16144,-1.415,0.19564,0.55916,-4.5669
"X2.905__234.20707999999999__.M.H..__Unknown",0.29541,0.23464,1.3846,0.20439,0.57019,-4.5691
"X4.651__362.09793000000002__.M.2H.2.__w.o.MS2.Moguisteine",1.1101,0.89461,1.3836,0.2047,0.57019,-4.5692
"X0.981__96.007580000000004__.M.H..__Unknown",0.26904,0.20223,1.3818,0.20522,0.57019,-4.5694
"X6.606__462.30016999999998__.M.H..__Unknown",1.4085,0.17902,1.3806,0.20556,0.57019,-4.5694
"X2.511__132.10147000000001__.M.H..__w.o.MS2.Leucine",0.47602,-0.072212,1.3789,0.20609,0.57019,-4.5696
"X1.009__419.05493000000001__.M.Na..__Unknown",-0.68858,0.0098958,-1.3737,0.20761,0.57019,-4.57
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",-0.27186,0.10623,-1.3707,0.20851,0.57019,-4.5702
"X0.584__200.03999__.M.Na..__w.o.MS2.2.amino.3.prop.2.enylsulfinylpropanoic.acid",0.48398,-0.7396,1.3591,0.21201,0.57611,-4.571
"X4.557__376.13256999999999__.M.H..__w.o.MS2.BEZ.M",0.95155,-1.8515,1.3549,0.21328,0.57611,-4.5714
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",0.32441,-0.35349,1.3506,0.21461,0.57621,-4.5717
"X1.61__136.06087__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",0.43325,-0.93648,1.3424,0.21714,0.57898,-4.5723
"X5.027__443.24484000000001__.M.H..__w.o.MS2.6.8.dihydroxy.2.2.4.4.tetramethyl.7..3.methylbutanoyl..9..2.methylpropyl..9H.xanthene.1.3.dione",0.3493,-0.024963,1.3387,0.21826,0.57898,-4.5726
"X0.785__156.07559000000001__.M.H..__w.o.MS2.3..1.Pyrazolyl..alanine",-0.37609,-0.55633,-1.3321,0.22035,0.58103,-4.573
"X0.896__158.95164__.M.H.H2O..__Unknown",0.89033,0.52359,1.3252,0.2225,0.58325,-4.5736
"X1.086__162.06247999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.300",-2.552,-1.9132,-1.3132,0.22635,0.58766,-4.5744
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",0.67045,-1.3875,1.3042,0.22924,0.58766,-4.5751
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",0.30113,-0.29837,1.304,0.2293,0.58766,-4.5751
"X0.662__296.06558__.M.K..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-1.1979,0.45364,-1.3034,0.22949,0.58766,-4.5752
"X1.164__186.99564000000001__.M.H..__w.o.MS2.D.....3.PHOSPHOGLYCERIC.ACID",-0.78429,-0.2988,-1.2907,0.23364,0.59242,-4.5761
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",0.8227,-0.21596,1.2875,0.23472,0.59242,-4.5763
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",-0.49222,-0.18511,-1.278,0.23788,0.59242,-4.577
"X6.459__236.20265000000001__.M.Na..__Unknown",0.92124,-0.89872,1.2751,0.23883,0.59242,-4.5772
