"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X6.063__347.14053000000001__.M.Na..__w.o.MS2.N..3.4.dimethoxyphenethyl..1H.indole.3.carboxamide",3.3994,-3.1788,2.2815,0.049659,0.59261,-3.6904
"X6.636__469.14159999999998__.M.H..__w.o.MS2.Unknown..carbon.number.20...PlaSMA.ID.2546",-1.4453,-2.3194,-2.2807,0.049729,0.59261,-3.6914
"X0.988__254.99437__.M.H..__Unknown",-0.799,-0.35656,-2.2646,0.051031,0.59261,-3.7081
"X7.181__362.30333999999999__.M.H..__w.o.MS2.NCGC00386000.01.3.pentadecylbenzene.1.2.diol",-0.62523,0.45233,-2.2642,0.051064,0.59261,-3.7085
"X2.647__205.08823000000001__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",2.0093,-0.42731,2.2508,0.052176,0.59261,-3.7225
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",0.94967,0.71531,2.2,0.056611,0.59261,-3.7753
"X1.459__263.19690000000003__.M.H..__w.o.MS2.7..2.hydroxypropan.2.yl..1.4a.dimethyl.2.3.4.5.6.7.8.8a.octahydronaphthalen.1.ol",0.70988,0.19672,2.197,0.056881,0.59261,-3.7784
"X5.061__422.17282__.M.H..__w.o.MS2..MLS001141386.01..2S..2..3...10aS..1.3.dioxo.10.10a.dihydro.5H.imidazo.1.5.b.isoquinolin.2.yl.propanoylamino..3.phenylpropanoic.acid.",0.8238,-0.26008,2.1891,0.057609,0.59261,-3.7866
"X1.617__136.93144000000001__.M.H..__Unknown",1.0855,0.35665,2.1604,0.060319,0.59261,-3.8164
"X6.479__295.23615000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1528",3.6216,-2.3569,2.1529,0.061049,0.59261,-3.8242
"X0.876__234.90781999999999__.M.H..__Unknown",2.1467,-0.23381,2.1522,0.061123,0.59261,-3.825
"X5.417__353.15726000000001__.M.H..__w.o.MS2.4.decyl.3.hydroxy.5.oxooxolane.2.3.dicarboxylic.acid",-0.55568,0.38867,-2.1418,0.062149,0.59261,-3.8358
"X1.459__220.07642000000001__.M.H..__w.o.MS2.O.SUCCINYL.L.HOMOSERINE",0.90948,0.069847,2.1137,0.06501,0.59261,-3.865
"X0.72__113.00005__.M.H..__Unknown",-0.61985,3.59,-2.1121,0.065171,0.59261,-3.8666
"X6.781__337.24032999999997__.M.H..__w.o.MS2.bis.2..pyridin.3.yl.piperidin.1.yl.methane",-0.649,0.11948,-2.1105,0.065345,0.59261,-3.8684
"X0.666__219.02705__.M.K..__w.o.MS2.THEOBROMINE",-2.383,-3.8533,-2.095,0.066983,0.59261,-3.8844
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.40384,0.31069,-2.0796,0.068652,0.59261,-3.9004
"X4.517__197.08624__.M.H..__w.o.MS2..MLS002207182.01.2..Hydroxy.4..6..dimethoxyacetophenone90.24.4.",-0.99913,-0.85341,-2.0439,0.072673,0.59261,-3.9373
"X7.018__282.23043999999999__.M.H..__w.o.MS2.MLS001148462.01.alverine",-0.51373,-0.089391,-2.0271,0.074642,0.59261,-3.9546
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",0.35552,0.49594,2.0193,0.075581,0.59261,-3.9627
"X5.493__279.09369__.M.H..__Triphenylphosphine.oxide",-0.31332,-0.69913,-2.0188,0.075636,0.59261,-3.9632
"X0.513__265.01522999999997__.M.CH3OH.H..__Unknown",-2.3681,-1.8354,-2.0171,0.075845,0.59261,-3.965
"X1.458__432.23935__.M.H.H2O..__w.o.MS2.Nakijiquinone.C",0.86856,0.71141,1.9807,0.080358,0.59261,-4.0025
"X7.028__320.24691999999999__.M.H..__Unknown",-0.86179,-0.14184,-1.9462,0.084877,0.59261,-4.0379
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",-1.3406,-0.050239,-1.9457,0.084943,0.59261,-4.0384
"X2.345__146.11841000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.184",0.39047,0.15842,1.9419,0.085458,0.59261,-4.0423
"X0.695__325.11284999999998__.M.H.H2O..__w.o.MS2.Disaccharide.Hex.Hex...PlaSMA.ID.1741",0.97969,-0.36547,1.9395,0.08579,0.59261,-4.0448
"X6.341__312.37142999999998__.M.H..__Unknown",-1.9225,-1.4807,-1.9334,0.086616,0.59261,-4.051
"X1.146__115.02448__.M.H..__w.o.MS2.5.Fluro.2.pyrimidone",-0.52015,-0.3459,-1.926,0.087642,0.59261,-4.0587
"X3.846__396.1626__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",0.2775,0.35816,1.9202,0.088447,0.59261,-4.0646
"X6.777__309.28003000000001__.M.H..__w.o.MS2.Sclareol",-0.64668,-0.64847,-1.914,0.089314,0.59261,-4.0709
"X0.692__316.98538000000002__.M.K..__Unknown",-2.4004,-3.2708,-1.9121,0.089583,0.59261,-4.0728
"X4.943__241.11547999999999__.M.H..__w.o.MS2.Dictazoline.E",-0.29192,-0.16137,-1.9116,0.089655,0.59261,-4.0734
"X5.824__227.16176999999999__.M.H..__w.o.MS2.NCGC00381386.01.2..7.hydroxy.6.methyloctyl..2H.furan.5.one",-1.212,-1.3146,-1.9089,0.090033,0.59261,-4.0761
"X1.088__177.94945__.M.H..__Unknown",0.48696,-0.71928,1.8987,0.091505,0.59261,-4.0866
"X0.682__244.09419__.M.H.H2O..__w.o.MS2.Pesticide3_Carbofuran_C12H15NO3_Furadan",0.78355,-1.6582,1.8928,0.09235,0.59261,-4.0925
"X1.013__63.006399999999999__.M.H..__Unknown",-0.4008,-0.25185,-1.885,0.093501,0.59261,-4.1005
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",0.32711,0.256,1.884,0.09364,0.59261,-4.1015
"X2.63__350.11748999999998__.M.H..__w.o.MS2.Ampicillin..LC.ESI.QTOF..MS2..CE",0.26774,-0.04442,1.8524,0.098422,0.593,-4.1337
"X8.902__311.25742000000002__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",-0.48055,-0.38827,-1.8283,0.10222,0.593,-4.1581
"X1.61__136.06087__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",0.4662,-0.89461,1.8219,0.10324,0.593,-4.1645
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",0.99713,-0.027709,1.8168,0.10407,0.593,-4.1697
"X0.514__198.94175999999999__.M.H..__Unknown",1.4629,-0.051656,1.8137,0.10458,0.593,-4.1728
"X3.093__114.03863__.M.H..__Unknown",0.32911,0.2753,1.8,0.10685,0.593,-4.1866
"X0.708__365.11212__.M.Na..__Melibiose",1.136,-1.2117,1.7868,0.10906,0.593,-4.1998
"X0.737__276.99448000000001__.M.H..__Unknown",1.63,-0.69273,1.7851,0.10936,0.593,-4.2016
"X2.905__234.20707999999999__.M.H..__Unknown",-0.30211,-0.053694,-1.7834,0.10965,0.593,-4.2033
"X3.754__557.22240999999997__.M.H..__Unknown",2.6349,0.028273,1.7802,0.1102,0.593,-4.2065
"X7.126__545.40197999999998__.M.H..__Unknown",-0.62075,-0.45092,-1.7789,0.11043,0.593,-4.2078
"X0.844__256.08458999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1107",1.8095,-0.28806,1.7711,0.11177,0.593,-4.2156
"X6.459__236.20265000000001__.M.Na..__Unknown",1.3787,-0.61813,1.7674,0.11242,0.593,-4.2193
"X3.12__202.18088__.M.H..__Unknown",-0.41732,-0.59292,-1.7557,0.11449,0.593,-4.231
"X1.876__206.13831999999999__.M.H..__w.o.MS2.AZELAIC.ACID",0.35648,-0.35828,1.7508,0.11537,0.593,-4.2359
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",1.2423,-0.86345,1.7477,0.11592,0.593,-4.239
"X4.421__287.15935999999999__.M.H..__w.o.MS2.2..1.hydroxy.1.methoxy.3.methylbutyl..6.methyl.5H..1.3.dioxolo.4.5.c.pyridin.4.one",-0.36919,-0.38889,-1.7394,0.11743,0.593,-4.2473
"X1__412.97314__.M.K..__Unknown",-0.77593,0.53323,-1.7357,0.1181,0.593,-4.2509
"X1.038__308.09334999999999__.M.H..__w.o.MS2.Glutathione..reduced.",1.845,-0.65874,1.7241,0.12025,0.593,-4.2625
"X5.375__325.10736000000003__.M.K..__w.o.MS2.NCGC00169103.03_C19H18O6_Benz.3.4.anthra.1.2.b.oxirene.5.6.dione..1a.2.3.4.5b.11.11a.11b.octahydro.10.11.11a.trihydroxy.3.methyl.",-0.58209,-0.055286,-1.7209,0.12083,0.593,-4.2656
"X5.823__253.14127999999999__.M.H..__w.o.MS2.NCGC00169882.02_C14H20O4_.8aR.12S.12aR..12.Hydroxy.4.methyl.4.5.6.7.8.8a.12.12a.octahydro.2H.3.benzoxecine.2.9.1H..dione",-0.67283,-0.80871,-1.7157,0.12181,0.593,-4.2708
"X1.937__146.06014999999999__.M.H..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",0.34139,0.2533,1.7046,0.12392,0.59485,-4.2818
"X0.579__481.94720000000001__.M.H..__Unknown",-0.25968,-0.36131,-1.6997,0.12488,0.59485,-4.2867
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",0.65656,-0.78443,1.6795,0.12884,0.59658,-4.3066
"X3.013__164.14410000000001__.M.H..__Unknown",-0.93499,-1.8103,-1.6765,0.12943,0.59658,-4.3096
"X6.606__462.30016999999998__.M.H..__Unknown",-0.23177,-0.49488,-1.6748,0.12976,0.59658,-4.3112
"X0.986__267.02999999999997__.M.Na..__Unknown",-0.40752,0.64293,-1.6705,0.13063,0.59658,-4.3154
"X4.648__540.18829000000005__.M.H..__Unknown",0.28846,0.28498,1.6565,0.13347,0.59945,-4.3292
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-0.38909,0.40682,-1.6486,0.13509,0.59945,-4.3369
"X0.705__381.08652000000001__.M.K..__w.o.MS2.Excavatin.L",1.1609,-0.93968,1.6411,0.13667,0.59945,-4.3443
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",0.33825,0.93317,1.6411,0.13667,0.59945,-4.3443
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-1.1122,-0.53673,-1.629,0.13922,0.60466,-4.356
"X4.852__331.22494999999998__.M.H..__w.o.MS2.NCGC00180485.03_C21H32O4_.5beta.8alpha.9beta.10alpha.13alpha..18.Methoxy.18.oxokauran.17.oic.acid",-0.25176,-0.34678,-1.6211,0.14092,0.60607,-4.3637
"X0.662__296.06558__.M.K..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-1.4641,0.43766,-1.5872,0.14841,0.62689,-4.3965
"X0.514__166.96071000000001__.M.H..__Unknown",0.86316,-0.28535,1.5813,0.14973,0.62689,-4.4022
"X3.088__372.10061999999999__.M.Na..__w.o.MS2.Berberine.hydrochloride",0.25883,0.28995,1.5759,0.15096,0.62689,-4.4073
"X4.492__258.06673999999998__.M.H..__w.o.MS2.Pesticide3_Thiobencarb_C12H16ClNOS_S..4.Chlorobenzyl..diethylcarbamothioate",-0.56268,-1.0178,-1.5734,0.15155,0.62689,-4.4098
"X5.958__332.33548000000002__.M.H..__Unknown",-0.40015,-0.54161,-1.5678,0.15283,0.62689,-4.4151
"X0.705__74.096680000000006__.M.H..__w.o.MS2.Butylamine",-0.3124,-0.10694,-1.552,0.15655,0.63624,-4.4303
"X2.958__169.07578000000001__.M.H..__w.o.MS2.Norharman..PlaSMA.ID.382",0.19636,0.32286,1.5415,0.15904,0.64051,-4.4402
"X0.77__176.09348__.M.H..__Unknown",1.0305,-0.71249,1.5173,0.16496,0.6511,-4.4632
"X6.081__186.18584000000001__.M.H..__Unknown",-0.42374,0.19891,-1.5134,0.16593,0.6511,-4.4669
"X6.676__485.12228__.M.Na..__Hispiduloside",1.0057,-5.6433,1.5077,0.16736,0.6511,-4.4723
"X0.726__292.12484999999998__.M.H..__w.o.MS2.Cyproconazole..LC.ESI.ITFT..MS2..CE",-0.65486,-0.23647,-1.505,0.16803,0.6511,-4.4748
"X4.647__160.04292000000001__.M.H..__w.o.MS2.Brompheniramine",0.24193,0.1818,1.4944,0.17072,0.6511,-4.4847
"X4.019__162.0925__.M.H..__w.o.MS2.Tryptophol",-0.37631,1.6426,-1.4909,0.17163,0.6511,-4.488
"X1.073__83.060940000000002__.M.H..__w.o.MS2.2.Methylimidazole",-0.38899,0.013286,-1.4888,0.17216,0.6511,-4.49
"X5.457__228.19637__.M.H..__Unknown",-0.35367,0.026106,-1.4839,0.17343,0.6511,-4.4946
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",-0.50052,-0.074189,-1.4758,0.17554,0.65348,-4.5021
"X7.225__179.10856999999999__.M.H..__w.o.MS2.MLS001065600.01.",-1.0791,-0.33332,-1.4635,0.1788,0.66008,-4.5136
"X1.719__168.95728__.M.H..__Unknown",1.3548,-0.91745,1.4556,0.18091,0.66234,-4.5209
"X0.896__158.95164__.M.H.H2O..__Unknown",-0.70738,-0.337,-1.4359,0.18628,0.67145,-4.5391
"X5.159__540.68871999999999__.M.2H.2.__Unknown",0.25639,0.15336,1.4354,0.18643,0.67145,-4.5395
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",0.38018,-0.31818,1.4206,0.19057,0.67697,-4.5531
"X7.361__379.31157999999999__.M.H..__w.o.MS2.monoolein",-1.7569,-2.3866,-1.4138,0.19247,0.67697,-4.5593
"X6.81__392.30063000000001__.M.K..__Unknown",-1.3197,-0.25789,-1.4136,0.19255,0.67697,-4.5595
"X2.672__136.06525__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",0.93066,-0.44791,1.4044,0.19516,0.6777,-4.5679
"X7.068__523.32488999999998__.M.Na..__w.o.MS2.4...5..5.hydroxy.3.....2Z..2.methylbut.2.enoyl.oxy.methyl.pentyl..8a..hydroxymethyl..5.6.dimethyl.3.4.4a.5.6.7.8.8a.octahydronaphthalen.1.yl.methoxy..4.oxobutanoic.acid",-0.38143,0.10635,-1.4022,0.19582,0.6777,-4.5699
"X5.271__207.09741__.M.H..__w.o.MS2.3.methyl.6..2.methylpropyl.piperazine.2.5.dione",-0.49387,-0.77717,-1.3862,0.20048,0.68847,-4.5844
"X1.008__352.02377000000001__.M.H..__w.o.MS2.6.chloro.4.5.7.trihydroxy.9.10.dioxoanthracene.2.carboxylic.acid",-0.3925,0.44335,-1.3723,0.20459,0.68875,-4.5969
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",0.20003,0.39843,1.3673,0.20609,0.68875,-4.6014
"X2.672__298.10785__.M.H..__5..S.Methylthioadenosine..LC.ESI.QTOF..MS2..CE",0.97412,-0.63562,1.3633,0.20733,0.68875,-4.605
"X1.629__130.06524999999999__.M.H..__w.o.MS2.Indole.3.carbinol..LC.ESI.QTOF..MS2..CE",3.0436,0.096125,1.3574,0.2091,0.68875,-4.6102
"X1.153__163.01883000000001__.M.H..__Unknown",-0.49755,-0.47214,-1.348,0.21198,0.68875,-4.6186
"X6.03__326.37839000000002__.M.H..__Unknown",-0.5708,-1.9057,-1.3468,0.21235,0.68875,-4.6197
"X1.009__104.05304__.M.H..__Unknown",0.55522,-0.29181,1.3415,0.21401,0.68875,-4.6244
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",-0.41385,-0.44239,-1.3393,0.21471,0.68875,-4.6264
"X3.495__128.1078__.M.H..__w.o.MS2.N.Cyclohexylformamide",1.0103,1.0313,1.3311,0.21727,0.68875,-4.6336
"X3.78__183.06880000000001__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.514",-0.43823,-0.51489,-1.3288,0.21801,0.68875,-4.6357
"X1.805__209.09503000000001__.M.H..__w.o.MS2.MLS000069600.01.CHALCONE614.47.1",1.0683,-0.2019,1.325,0.2192,0.68875,-4.639
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",-0.31386,-0.063558,-1.3227,0.21995,0.68875,-4.6411
"X5.676__292.26431000000002__.M.H..__Unknown",-0.25235,0.47284,-1.3201,0.22077,0.68875,-4.6433
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",0.18331,0.17994,1.3024,0.22648,0.68881,-4.6588
"X0.701__277.14312999999999__.M.H..__w.o.MS2.3.7.Epoxycaryophyllan.6.Ol",1.0207,-1.3775,1.2968,0.22833,0.68881,-4.6637
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",1.0285,-0.37324,1.2952,0.22885,0.68881,-4.6651
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",-0.54422,0.13146,-1.29,0.23057,0.68881,-4.6696
"X0.987__323.98068000000001__.M.K..__Unknown",-0.51091,0.3481,-1.2839,0.23261,0.68881,-4.6749
"X5.027__443.24484000000001__.M.H..__w.o.MS2.6.8.dihydroxy.2.2.4.4.tetramethyl.7..3.methylbutanoyl..9..2.methylpropyl..9H.xanthene.1.3.dione",-0.2622,-0.314,-1.2819,0.23326,0.68881,-4.6766
"X3.853__220.09952999999999__.M.H..__w.o.MS2.Aniracetam",0.64781,-0.78799,1.2811,0.23355,0.68881,-4.6774
"X6.812__336.32754999999997__.M.H.H2O..__Unknown",-2.1217,-1.7633,-1.2806,0.23369,0.68881,-4.6777
"X6.147__327.09116__.M.H..__w.o.MS2.Vicine",-2.3976,-2.5902,-1.274,0.23593,0.68881,-4.6835
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",0.39679,-0.47375,1.2728,0.23634,0.68881,-4.6845
"X6.675__501.08786__.M.K..__w.o.MS2.6...6.8.dihydroxy.7.methoxy.3.methyl.1.oxo.3.4.dihydroisochromen.4.yl.oxy..4.8.dihydroxy.7.methoxy.3.methyl.3.4.dihydroisochromen.1.one",0.5819,-5.0999,1.2636,0.23946,0.69101,-4.6924
"X7.226__151.07705999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",-1.2858,-1.0427,-1.2582,0.24133,0.69101,-4.697
"X1.289__136.07607999999999__.M.H..__w.o.MS2.3..Aminoacetophenone",0.43988,0.4468,1.2552,0.24235,0.69101,-4.6996
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",-0.49742,-0.9794,-1.2523,0.24334,0.69101,-4.702
"X6.291__293.21749999999997__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1487",-0.36496,-0.033281,-1.234,0.24979,0.70389,-4.7176
"X1.083__312.11176__.M.H..__w.o.MS2.C11H21NO7S..PlaSMA.ID.1653",0.42606,-1.9229,1.2282,0.25185,0.70389,-4.7225
"X0.49__146.16550000000001__.M.H..__w.o.MS2.Spermidine..LC.ESI.QTOF..MS2..CE",1.0563,3.1598,1.2251,0.25293,0.70389,-4.725
"X0.802__234.05477999999999__.M.H..__Unknown",0.89539,-0.067067,1.2215,0.25423,0.70389,-4.7281
"X7.569__338.34433000000001__.M.H..__w.o.MS2.Erucamide",-0.51853,0.093385,-1.2133,0.25719,0.70767,-4.7349
"X4.953__241.142__.M.H..__w.o.MS2.Imiquimod",-0.71101,-0.4266,-1.2071,0.25946,0.70951,-4.7401
"X1.008__323.06787000000003__.M.H..__w.o.MS2.3.4.DIMETHOXYDALBERGIONE",-0.54793,0.46588,-1.2007,0.26182,0.71158,-4.7455
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",-0.42027,-0.22332,-1.1804,0.26938,0.71197,-4.7623
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",0.15736,0.17805,1.1791,0.26985,0.71197,-4.7633
"X3.992__114.03863__.M.H..__Unknown",0.19719,0.12165,1.178,0.27027,0.71197,-4.7642
"X6.21__253.22301999999999__.M.H..__w.o.MS2.MLS002639189.01.",-0.28122,-0.29224,-1.1718,0.27263,0.71197,-4.7693
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",0.3456,-0.27883,1.1689,0.27373,0.71197,-4.7716
"X2.246__242.10068999999999__.M.Na..__w.o.MS2.Zeatin",0.17653,0.40579,1.1669,0.2745,0.71197,-4.7733
"X1.456__86.097279999999998__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.6",0.18804,0.11182,1.1662,0.27476,0.71197,-4.7738
"X6.442__411.09656__.M.Na..__Unknown",0.43759,-3.7468,1.1633,0.2759,0.71197,-4.7763
"X7.121__394.34579000000002__.M.H..__Unknown",0.68798,-2.266,1.1612,0.27667,0.71197,-4.7779
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",0.15277,0.32769,1.1577,0.27804,0.71197,-4.7808
"X5.028__313.17541999999997__.M.H..__w.o.MS2.m.z.313.of.diterpene.esters..collected.from.12.deoxyphorbol.13.acetate.",-0.22913,-0.37746,-1.1166,0.2943,0.74532,-4.8137
"X6.116__356.35174999999998__.M.H..__Unknown",-0.17817,-0.21972,-1.1163,0.29443,0.74532,-4.8139
"X7.025__351.24707000000001__.M.H..__w.o.MS2.Unknown..carbon.number.21...PlaSMA.ID.1929",-0.51461,0.16139,-1.1116,0.29632,0.74586,-4.8176
"X7.36__395.28656000000001__.M.H..__w.o.MS2.Conessine",-1.4295,-0.54691,-1.1008,0.30076,0.75274,-4.8262
"X3.43__345.14542__.M.H..__w.o.MS2.MLS001139277.01..2S..5.oxo.1..3.oxo.1H.2.benzofuran.1.yl..N..oxolan.2.ylmethyl.pyrrolidine.2.carboxamide",-0.16498,-0.39767,-1.0871,0.30642,0.76261,-4.8368
