"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X6.539__347.10516000000001__.M.H..__w.o.MS2.Oryzalin",0.95629,-0.34763,2.6179,0.028068,0.54061,-3.3034
"X6.536__315.15991000000002__.M.Na..__w.o.MS2.Safranin..LC.ESI.QTOF..MS2..CE",2.8037,-2.3613,2.5262,0.032611,0.56168,-3.4036
"X0.482__112.11212999999999__.M.H..__Unknown",-3.2044,1.8288,-2.5123,0.033362,0.56168,-3.4189
"X4.557__376.13256999999999__.M.H..__w.o.MS2.BEZ.M",1.5687,-1.6753,2.4621,0.036216,0.56168,-3.4739
"X1.088__177.94945__.M.H..__Unknown",1.2534,-0.26404,2.4573,0.036503,0.56168,-3.4792
"X6.479__295.23615000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1528",4.9773,-1.5109,2.4447,0.037264,0.56168,-3.4931
"X4.575__231.10056__.M.H..__w.o.MS2.MLS000069555.01.NAPROXEN.SODIUM",-1.767,-1.5646,-2.3929,0.040553,0.56168,-3.5499
"X0.662__296.06558__.M.K..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-2.2939,-0.076615,-2.3866,0.040972,0.56168,-3.5568
"X0.666__219.02705__.M.K..__w.o.MS2.THEOBROMINE",2.5266,-1.6406,2.3849,0.041088,0.56168,-3.5587
"X5.678__263.06464__.M.H..__w.o.MS2.MLS001240214.01.2..3.Chloro.2.methyl.phenylamino..nicotinic.acid",2.6512,-1.7347,2.3795,0.041453,0.56168,-3.5646
"X1.609__276.14343000000002__.M.H.H2O..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1286",2.1448,-2.379,2.3594,0.04284,0.56168,-3.5868
"X1.611__294.15420999999998__.M.H..__w.o.MS2.N.Fructosyl.isoleucine..PlaSMA.ID.1496",3.4977,-2.8569,2.3268,0.045179,0.56168,-3.6226
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",0.72425,-0.5047,2.3256,0.04527,0.56168,-3.6239
"X4.291__146.06102000000001__.M.H.H2O..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",0.87441,-0.34042,2.3205,0.045645,0.56168,-3.6295
"X7.223__295.2038__.M.H..__w.o.MS2.ISOPALMITIC.ACID",3.4793,0.39741,2.2551,0.050789,0.60231,-3.7014
"X6.489__540.42609000000004__.M.H..__Unknown",-0.9985,-0.49681,-2.2446,0.051666,0.60231,-3.713
"X7.219__311.25344999999999__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",1.4364,-0.063945,2.2256,0.053287,0.60385,-3.7338
"X0.936__258.10955999999999__.M.H..__w.o.MS2.sn.Glycero.3.phosphocholine..LC.ESI.QTOF..MS2..CE",-1.4194,0.037288,-2.1887,0.056586,0.60385,-3.7743
"X0.671__104.10736__.M.H..__w.o.MS2.Choline..CE0..OEYIOHPDSNJKLS.UHFFFAOYSA.N",-1.0766,-0.25591,-2.1845,0.056967,0.60385,-3.7788
"X4.664__249.12031999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-4.4962,-1.3257,-2.1658,0.05873,0.60385,-3.7994
"X2.263__138.05547000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.134",-0.42083,0.025078,-2.1576,0.059513,0.60385,-3.8083
"X3.095__162.03931__.M.H..__Unknown",0.82067,0.052834,2.1528,0.059976,0.60385,-3.8135
"X7.123__365.34528__.M.H..__w.o.MS2.Heneicosanoic.acid..21.0.",-1.181,0.50273,-2.0846,0.066984,0.64834,-3.888
"X8.264__449.38479999999998__.M.H..__w.o.MS2.friedelin",-6.6395,-3.2011,-2.0815,0.067322,0.64834,-3.8914
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",1.0975,-1.3836,1.9284,0.086124,0.77993,-4.0571
"X0.588__268.02832000000001__.M.Na..__Unknown",0.61297,-0.71078,1.9261,0.08644,0.77993,-4.0596
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",0.85469,-1.1503,1.9249,0.08661,0.77993,-4.0609
"X7.226__151.07705999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.231",2.4791,1.1087,1.9089,0.08885,0.77993,-4.078
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",-1.3791,-1.4496,-1.8754,0.093728,0.77993,-4.1138
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",-1.5356,-0.82002,-1.8681,0.094823,0.77993,-4.1216
"X1.459__263.19690000000003__.M.H..__w.o.MS2.7..2.hydroxypropan.2.yl..1.4a.dimethyl.2.3.4.5.6.7.8.8a.octahydronaphthalen.1.ol",0.71861,0.26956,1.8511,0.09742,0.77993,-4.1397
"X0.428__136.93093999999999__.M.H..__Unknown",1.0736,-0.63185,1.8483,0.09785,0.77993,-4.1426
"X6.845__352.32128999999998__.M.H..__Unknown",2.4732,0.20177,1.8421,0.098824,0.77993,-4.1493
"X3.685__190.05157__.M.H..__w.o.MS2.Kynurenic.acid..not.validated...PlaSMA.ID.553",-0.77364,-0.023216,-1.8361,0.09977,0.77993,-4.1556
"X5.679__207.6095__.M.H..__Unknown",1.6299,-2.4671,1.8077,0.10436,0.77993,-4.1857
"X0.986__267.02999999999997__.M.Na..__Unknown",-0.5732,0.51065,-1.8072,0.10444,0.77993,-4.1862
"X7.225__179.10856999999999__.M.H..__w.o.MS2.MLS001065600.01.",1.5427,1.2154,1.8032,0.10509,0.77993,-4.1903
"X1.997__282.12006000000002__.M.H..__w.o.MS2.N..6.methoxypyridin.3.yl..1.methyl.1H.indole.6.carboxamide",-0.84975,0.15419,-1.791,0.10714,0.77993,-4.2032
"X7.034__351.32303000000002__.M.H..__Unknown",1.4711,0.57614,1.7895,0.10739,0.77993,-4.2048
"X5.975__310.23257000000001__.M.CH3OH.H..__w.o.MS2.Melophlin.M",0.75561,0.16108,1.7733,0.11018,0.78634,-4.2218
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.48613,0.083129,-1.7434,0.11547,0.78634,-4.253
"X0.799__146.11668__.M.H..__w.o.MS2.Acetylcholine..LC.ESI.QTOF..MS2..CE",0.54363,-0.46424,1.7378,0.11651,0.78634,-4.2589
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",-0.78533,-1.0653,-1.7244,0.11896,0.78634,-4.2728
"X7.534__533.21123999999998__.M.H..__Unknown",-3.4257,-0.88534,-1.7175,0.12027,0.78634,-4.28
"X1.072__131.0668__.M.H..__w.o.MS2.PANTOLACTONE",-0.5638,-0.36806,-1.7165,0.12046,0.78634,-4.281
"X1.011__77.006039999999999__.M.H..__Unknown",-0.51222,-0.1485,-1.7152,0.1207,0.78634,-4.2824
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",-3.2157,-1.1999,-1.6947,0.12462,0.80007,-4.3035
"X3.093__486.04108000000002__.M.H..__Unknown",-0.61419,0.54075,-1.6674,0.13003,0.82287,-4.3316
"X7.121__394.34579000000002__.M.H..__Unknown",0.68822,-2.239,1.6485,0.1339,0.82292,-4.3509
"X0.68__446.15996999999999__.M.H..__w.o.MS2.MLS001158243.01.N..2.hydroxy.2.phenylethyl..2..4..4.methoxyphenyl..2.oxochromen.7.yl.oxyacetamide",-2.846,-3.1207,-1.6425,0.13514,0.82292,-4.357
"X6.14__286.32269000000002__.M.H..__Unknown",-1.7485,-1.0985,-1.6371,0.13627,0.82292,-4.3625
"X0.684__97.028559999999999__.M.H..__w.o.MS2.Propionic.acid",3.9316,-2.6943,1.6315,0.13746,0.82292,-4.3682
"X1.164__186.99564000000001__.M.H..__w.o.MS2.D.....3.PHOSPHOGLYCERIC.ACID",-1.0276,-0.42267,-1.6162,0.14076,0.82746,-4.3838
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",-0.40985,-0.25075,-1.608,0.14254,0.82746,-4.392
"X1.631__175.08632__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.417",-0.53621,0.11176,-1.5969,0.145,0.82746,-4.4032
"X5.676__292.26431000000002__.M.H..__Unknown",-0.545,0.30035,-1.5925,0.14598,0.82746,-4.4076
"X0.709__245.15268__.M.H..__w.o.MS2.KOBUSONE",-0.93125,0.061403,-1.584,0.1479,0.82746,-4.4162
"X0.569__423.08483999999999__.M.H..__w.o.MS2.5.hydroxy.6.8.dimethoxy.7...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxychromen.2.one",0.51529,-0.25467,1.574,0.15019,0.82746,-4.4262
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",2.7176,-0.52876,1.5571,0.15411,0.82746,-4.443
"X5.693__239.16209000000001__.M.H..__w.o.MS2.3.hydroxy.5.5.8a.trimethyl.3.4.4a.6.7.8.hexahydronaphthalene.2.carboxylic.acid",0.87968,0.018633,1.5525,0.15521,0.82746,-4.4476
"X0.894__190.97855000000001__.M.H..__Unknown",0.87503,-0.61051,1.5439,0.15726,0.82746,-4.4562
"X6.636__469.14159999999998__.M.H..__w.o.MS2.Unknown..carbon.number.20...PlaSMA.ID.2546",0.7621,-0.9871,1.5423,0.15764,0.82746,-4.4577
"X7.931__388.36068999999998__.M.Na..__Unknown",1.8865,0.56121,1.5271,0.16132,0.82746,-4.4727
"X1.069__111.05534__.M.H..__w.o.MS2.1.Acetylimidazole",-0.64552,-0.092736,-1.5216,0.16267,0.82746,-4.4781
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",1.0995,0.098618,1.5213,0.16276,0.82746,-4.4785
"X0.725__116.07121__.M.H..__L.....Proline..LC.ESI.QTOF..MS2..CE",-1.5715,-1.2019,-1.5146,0.16441,0.82746,-4.485
"X4.288__381.20364000000001__.M.H..__w.o.MS2.2..2.hydroxy.6.methylhept.5.en.2.yl..7..3.methylbut.2.enyl..2.3.dihydro.1.benzofuran.5.carboxylic.acid",-3.3922,-0.32541,-1.5073,0.16624,0.82746,-4.4922
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",1.0577,-0.0049583,1.4932,0.16983,0.82889,-4.506
"X5.392__274.28564__.M.H..__Unknown",0.41879,-1.1103,1.4915,0.17027,0.82889,-4.5077
"X0.564__224.05269000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.852",-0.46567,0.045002,-1.4777,0.17385,0.83711,-4.5211
"X6.271__328.31873000000002__.M.H..__w.o.MS2.Stearoyl.Ethanolamide",-0.62821,0.62626,-1.4701,0.17586,0.83769,-4.5285
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",-0.57059,0.13647,-1.4537,0.18023,0.84229,-4.5443
"X6.081__186.18584000000001__.M.H..__Unknown",-0.49346,0.18928,-1.4509,0.18099,0.84229,-4.547
"X0.984__247.03163000000001__.M.H..__w.o.MS2.columbianetin",-0.53846,0.30319,-1.3999,0.19531,0.84229,-4.5956
"X0.58__329.99657999999999__.M.H..__Unknown",0.32356,-0.25712,1.3941,0.19697,0.84229,-4.601
"X0.859__98.984960000000001__.M.H..__Unknown",0.79564,-0.15505,1.3792,0.20136,0.84229,-4.615
"X6.116__356.35174999999998__.M.H..__Unknown",0.29064,-0.0082662,1.3791,0.2014,0.84229,-4.6151
"X1.574__146.06030000000001__.M.H..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",-0.74663,-0.16598,-1.3691,0.20438,0.84229,-4.6244
"X5.823__253.14127999999999__.M.H..__w.o.MS2.NCGC00169882.02_C14H20O4_.8aR.12S.12aR..12.Hydroxy.4.methyl.4.5.6.7.8.8a.12.12a.octahydro.2H.3.benzoxecine.2.9.1H..dione",-0.7615,-0.84702,-1.3648,0.2057,0.84229,-4.6285
"X0.575__507.05077999999997__.M.K..__w.o.MS2.ginnalin.A",0.4328,-0.23283,1.3642,0.20587,0.84229,-4.629
"X3.635__191.07396__.M.H..__w.o.MS2.2.hydroxy.4.methyl.3H.benzo.e..1.4.diazepin.5.4H..one",0.50589,0.26255,1.3638,0.20598,0.84229,-4.6293
"X0.634__298.10275000000001__.M.H..__w.o.MS2.ACTIPHENOL",-1.679,-1.194,-1.3608,0.2069,0.84229,-4.6321
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",-0.29868,0.16387,-1.3555,0.20853,0.84229,-4.6371
"X0.734__134.1172__.M.H..__Unknown",0.38186,-0.21709,1.3484,0.21072,0.84229,-4.6437
"X8.613__379.33453__.M.H..__Unknown",0.47551,0.057456,1.3413,0.2129,0.84229,-4.6501
"X6.81__392.30063000000001__.M.K..__Unknown",0.68306,0.72481,1.3412,0.21295,0.84229,-4.6503
"X4.651__114.03719__.M.H..__Unknown",-0.40665,-0.111,-1.3362,0.21452,0.84229,-4.6549
"X6.969__335.29126000000002__.M.H..__w.o.MS2.arachidic.acid",1.0442,0.81963,1.3296,0.21658,0.84229,-4.6609
"X2.379__329.06792999999999__.M.H..__w.o.MS2.aflatoxin.G1",0.88614,-0.14127,1.3273,0.21733,0.84229,-4.663
"X6.847__307.20605__.M.Na..__w.o.MS2..1R.3S.5S..8.methyl.8.azabicyclo.3.2.1.octan.3.yl.3.hydroxy.2.phenylpropanoate",1.1416,0.27182,1.3236,0.21849,0.84229,-4.6664
"X1.361__221.09215__.M.H..__w.o.MS2.5.Hydroxytryptophan",-0.35875,0.30898,-1.3223,0.21891,0.84229,-4.6676
"X5.377__113.06165__.M.H..__w.o.MS2.1.2.Cyclohexanedione",-0.82688,-0.11485,-1.3206,0.21946,0.84229,-4.6691
"X0.581__233.99332000000001__.M.K..__Unknown",-0.57967,0.47996,-1.3141,0.22154,0.84229,-4.6751
"X6.813__376.32330000000002__.M.Na..__w.o.MS2.N..3.Methoxybenzyl.palmitamide",0.76012,0.37293,1.3065,0.22399,0.84229,-4.6819
"X0.831__168.94781__.M.H..__Unknown",-0.7937,-0.42714,-1.2974,0.22699,0.84229,-4.6902
"X0.591__138.06654__.M.H.H2O..__w.o.MS2.MLS001148230.01.......Chlorpheniramine.maleate.salt",-0.25702,0.01306,-1.2932,0.22839,0.84229,-4.694
"X4.087__232.17075__.M.H..__w.o.MS2.Alpha.pyrrolidinovalerophenone",-0.49545,-0.12587,-1.2921,0.22875,0.84229,-4.695
"X1.008__472.12173000000001__.M.H..__Unknown",-0.77576,0.42423,-1.2897,0.22953,0.84229,-4.6971
"X3.12__202.18088__.M.H..__Unknown",-0.50614,-0.73764,-1.2881,0.23006,0.84229,-4.6986
"X0.861__136.93008__.M.H.H2O..__Unknown",-0.56591,0.026703,-1.274,0.2348,0.85045,-4.7112
"X7.361__379.31157999999999__.M.H..__w.o.MS2.monoolein",1.3303,-0.47161,1.2639,0.23825,0.85045,-4.7202
"X3.754__557.22240999999997__.M.H..__Unknown",2.0042,-0.37079,1.2542,0.24157,0.85045,-4.7288
"X0.58__429.93588__.M.H..__Unknown",-0.36142,0.26313,-1.2474,0.24396,0.85045,-4.7348
"X7.016__354.17340000000002__.M.H..__w.o.MS2.MLS002695993.01.35661.60.0",-1.1602,-0.14231,-1.2471,0.24406,0.85045,-4.7351
"X0.728__199.01794000000001__.M.K..__w.o.MS2.PUTRESCINE.DIHYDROCHLORIDE",1.1455,-0.913,1.2391,0.24687,0.85045,-4.7421
"X1.083__312.11176__.M.H..__w.o.MS2.C11H21NO7S..PlaSMA.ID.1653",1.4045,-1.5642,1.2209,0.25335,0.85045,-4.758
"X0.586__212.85091__.M.K..__Unknown",-0.53794,0.58054,-1.2162,0.25505,0.85045,-4.7621
"X2.614__180.13856999999999__.M.H..__w.o.MS2.MEX_180.1383_11.9",-0.33818,-0.16072,-1.2158,0.25521,0.85045,-4.7625
"X1.719__168.95728__.M.H..__Unknown",1.1357,-1.0195,1.2144,0.2557,0.85045,-4.7636
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",0.37642,0.22066,1.2113,0.25683,0.85045,-4.7663
"X0.58__493.00060999999999__.M.K..__Unknown",-0.66985,0.95116,-1.2002,0.26092,0.85045,-4.7759
"X0.737__276.99448000000001__.M.H..__Unknown",1.1386,-0.99512,1.1996,0.26115,0.85045,-4.7765
"X1.482__113.10822__.M.H..__Unknown",-0.45511,0.20254,-1.1901,0.26466,0.85045,-4.7846
"X1.458__366.00011999999998__.M.H..__Unknown",-0.81378,-0.52774,-1.1872,0.26575,0.85045,-4.787
"X0.729__115.05598999999999__.M.H..__w.o.MS2.Diallyl.Sulfide",0.88816,-0.45132,1.1845,0.26677,0.85045,-4.7894
"X0.605__364.05880999999999__.M.H..__w.o.MS2.Guanosine.5..monophosphate..LC.ESI.QTOF..MS2..CE",-0.38066,0.36132,-1.184,0.26694,0.85045,-4.7898
"X1.999__103.05457__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.16",-0.36966,0.25502,-1.1818,0.26778,0.85045,-4.7917
"X2.526__316.21814000000001__.M.H..__w.o.MS2.NCGC00381331.01_C16H26O5_Pentanoic.acid..3.methyl...5.hydroxy.3..hydroxymethyl..6..1.methylethyl..2.oxo.3.cyclohexen.1.yl.ester",-0.39017,-0.12995,-1.1774,0.26943,0.85045,-4.7954
"X3.78__183.06880000000001__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.514",-0.51273,-0.58907,-1.173,0.27111,0.85045,-4.7991
"X0.579__274.88242000000002__.M.K..__Unknown",-0.44947,0.15163,-1.1637,0.27468,0.85045,-4.807
"X7.028__320.24691999999999__.M.H..__Unknown",-0.67629,-0.073482,-1.1624,0.2752,0.85045,-4.8081
"X4.921__533.18768__.M.2H.2.__Unknown",-1.0347,0.062662,-1.1591,0.27644,0.85045,-4.8108
"X0.72__161.07374999999999__.M.H..__w.o.MS2.MLS001048867.01.1H.indole.3.carboxamide",2.1401,-1.2751,1.1373,0.28499,0.86718,-4.8291
"X0.854__174.14882__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.410",0.55718,0.24906,1.1325,0.28688,0.86718,-4.833
"X8.208__523.39435000000003__.M.H..__Unknown",1.4523,-3.3096,1.1277,0.28881,0.86718,-4.837
"X7.569__338.34433000000001__.M.H..__w.o.MS2.Erucamide",0.50953,0.53374,1.1018,0.29935,0.86718,-4.8582
"X1.086__162.06247999999999__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.300",-0.99235,-1.2798,-1.0988,0.30056,0.86718,-4.8606
"X3.092__434.07135__.M.H..__w.o.MS2.MMV676528",-0.44856,0.056749,-1.082,0.30757,0.86718,-4.8741
"X0.603__246.18407999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1031",-0.51246,-0.25302,-1.0775,0.30948,0.86718,-4.8777
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",0.28006,-0.17078,1.0775,0.30949,0.86718,-4.8778
"X6.098__98.985680000000002__.M.H..__Unknown",0.7112,-0.79052,1.0738,0.31103,0.86718,-4.8807
"X1.146__115.02448__.M.H..__w.o.MS2.5.Fluro.2.pyrimidone",0.36557,0.17838,1.0724,0.31165,0.86718,-4.8818
"X2.672__136.06525__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",-1.0053,-1.3344,-1.0641,0.31519,0.86718,-4.8884
"X0.581__407.01718__.M.H..__w.o.MS2.Methyl.Deoxycholate",-0.252,-0.060798,-1.0632,0.31559,0.86718,-4.8891
"X4.613__311.16034000000002__.M.H..__w.o.MS2..16alpha.17beta..estra.1.3.5.10..triene.3.16.17.triol",-1.0481,-0.56557,-1.0618,0.31617,0.86718,-4.8902
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.25764,-0.62068,1.0606,0.31671,0.86718,-4.8912
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",0.41169,-0.9302,1.0505,0.32108,0.86718,-4.8992
"X1.095__252.15924000000001__.M.H..__Unknown",0.32388,-0.29151,1.0485,0.32195,0.86718,-4.9007
"X1.584__133.03191000000001__.M.H..__Unknown",0.52297,-0.081221,1.0481,0.32212,0.86718,-4.901
"X1.223__176.96213__.M.H..__Unknown",0.51011,-0.39048,1.0448,0.32355,0.86718,-4.9036
"X0.876__234.90781999999999__.M.H..__Unknown",0.69007,-0.79546,1.0432,0.32424,0.86718,-4.9048
"X1.076__124.039__.M.H..__Isonicotinic.acid..LC.ESI.QTOF..MS2..CE",-1.0098,-0.014728,-1.0411,0.32519,0.86718,-4.9065
"X0.701__277.14312999999999__.M.H..__w.o.MS2.3.7.Epoxycaryophyllan.6.Ol",-1.6379,-2.5278,-1.0405,0.32545,0.86718,-4.907
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",-0.48043,0.4355,-1.036,0.32742,0.86718,-4.9104
"X3.486__240.14878999999999__.M.H..__Unknown",0.40312,-1.1534,1.0307,0.32975,0.86718,-4.9145
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",0.35291,-1.0529,1.0237,0.33288,0.86718,-4.9199
"X0.588__113.10735__.M.H..__Unknown",0.28339,-0.3346,1.0188,0.33507,0.86718,-4.9237
"X8.272__549.42273__.M.H..__Unknown",-0.48312,-0.34171,-1.0146,0.33698,0.86718,-4.9269
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",-0.61382,0.047911,-1.0119,0.3382,0.86718,-4.929
"X0.579__367.96352999999999__.M.K..__Unknown",0.35547,-0.080627,1.0098,0.33916,0.86718,-4.9306
"X1.031__202.18224000000001__.M.H..__Unknown",-0.41002,-0.34127,-1.0096,0.33926,0.86718,-4.9308
"X8.933__381.35046__.M.H..__w.o.MS2.Brassicasterol..LC.APPI.QQ..MS2..CE",0.44291,-1.049,0.99738,0.34482,0.86718,-4.94
"X0.717__157.06164999999999__.M.H.H2O..__Unknown",-0.65861,-0.87752,-0.99566,0.34561,0.86718,-4.9413
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",-0.26045,0.40073,-0.99105,0.34774,0.86718,-4.9448
"X6.403__338.22640999999999__.M.H..__w.o.MS2.Lobeline.Hydrochloride",0.25834,-0.71748,0.99075,0.34788,0.86718,-4.945
"X1.009__519.01464999999996__.M.H..__Unknown",-0.93113,-0.232,-0.98099,0.35241,0.86718,-4.9523
"X1.038__308.09334999999999__.M.H..__w.o.MS2.Glutathione..reduced.",-1.3341,-2.159,-0.98017,0.35279,0.86718,-4.9529
"X5.375__325.10736000000003__.M.K..__w.o.MS2.NCGC00169103.03_C19H18O6_Benz.3.4.anthra.1.2.b.oxirene.5.6.dione..1a.2.3.4.5b.11.11a.11b.octahydro.10.11.11a.trihydroxy.3.methyl.",-0.82195,-0.22951,-0.97463,0.35539,0.86718,-4.957
"X2.672__298.10785__.M.H..__5..S.Methylthioadenosine..LC.ESI.QTOF..MS2..CE",-1.0309,-1.5382,-0.97393,0.35572,0.86718,-4.9576
"X3.855__247.10905__.M.H..__w.o.MS2.MLS001066362.01.N.Acetyl.D.tryptophan",-0.5748,0.057748,-0.97047,0.35735,0.86718,-4.9601
