"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X3.655__396.15850999999998__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-1.0666,-0.28043,-1.7691,0.11353,0.53734,-4.348
"X6.291__293.21749999999997__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1487",-1.1277,-0.31746,-1.7686,0.11363,0.53734,-4.3486
"X0.579__274.88242000000002__.M.K..__Unknown",-1.6595,-0.46225,-1.7654,0.11419,0.53734,-4.3524
"X7.225__179.10856999999999__.M.H..__w.o.MS2.MLS001065600.01.",-1.5523,-0.25837,-1.7617,0.11484,0.53734,-4.3568
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.73208,-0.44668,1.753,0.11638,0.53734,-4.3671
"X6.459__236.20265000000001__.M.Na..__Unknown",1.5512,-0.5718,1.7527,0.11644,0.53734,-4.3675
"X4.288__381.20364000000001__.M.H..__w.o.MS2.2..2.hydroxy.6.methylhept.5.en.2.yl..7..3.methylbut.2.enyl..2.3.dihydro.1.benzofuran.5.carboxylic.acid",-4.1077,-0.46276,-1.7392,0.11888,0.54294,-4.3835
"X7.533__371.32468__.M.H..__Unknown",-3.7379,-1.3067,-1.7175,0.1229,0.55557,-4.4092
"X4.166__427.65363000000002__.M.2H.2.__Unknown",-0.84997,-0.12918,-1.7077,0.12476,0.55829,-4.4207
"X0.876__234.90781999999999__.M.H..__Unknown",1.3611,-0.48043,1.6814,0.12988,0.57012,-4.4516
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",2.4455,0.57955,1.6802,0.13012,0.57012,-4.4529
"X3.993__191.08327__.M.H..__w.o.MS2.3.methyl.3.4.dihydro.1H.1.4.benzodiazepine.2.5.dione",-0.68096,-0.12025,-1.6393,0.13846,0.57012,-4.5004
"X8.272__549.42273__.M.H..__Unknown",-2.1047,-1.0048,-1.6377,0.1388,0.57012,-4.5023
"X4.645__540.21258999999998__.M.H..__w.o.MS2.NCGC00385813.01_C25H30O12_.5E..5..2..beta.D.Glucopyranosyloxy.ethylidene..4....2E..3..4.hydroxy.3.methoxyphenyl..2.propenoyl.oxy..2.methyl.1.cyclopentene.1.carboxylic.acid",-2.9904,-4.4307,-1.635,0.13937,0.57012,-4.5054
"X0.575__507.05077999999997__.M.K..__w.o.MS2.ginnalin.A",-1.3038,-1.1509,-1.6337,0.13965,0.57012,-4.507
"X0.986__267.02999999999997__.M.Na..__Unknown",-0.84624,0.35013,-1.6296,0.14051,0.57012,-4.5116
"X2.197__144.04822999999999__.M.H..__w.o.MS2.4.Methyl.5.thiazoleethanol",0.51354,0.019267,1.6272,0.14102,0.57012,-4.5144
"X0.928__183.91463999999999__.M.H..__Unknown",1.3158,0.013728,1.6168,0.14326,0.57012,-4.5264
"X0.513__265.01522999999997__.M.CH3OH.H..__Unknown",-3.9028,-2.9964,-1.6132,0.14404,0.57012,-4.5305
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",0.87152,-0.62467,1.6063,0.14555,0.57012,-4.5384
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",-0.62785,-0.17778,-1.602,0.1465,0.57012,-4.5434
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",0.61017,-0.15001,1.5972,0.14758,0.57012,-4.5489
"X1.876__206.13831999999999__.M.H..__w.o.MS2.AZELAIC.ACID",0.60446,-0.27969,1.5893,0.14934,0.57012,-4.5579
"X0.569__423.08483999999999__.M.H..__w.o.MS2.5.hydroxy.6.8.dimethoxy.7...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxychromen.2.one",-1.0722,-1.0875,-1.5885,0.14953,0.57012,-4.5589
"X2.262__120.04451__.M.H..__Unknown",0.51193,0.17119,1.586,0.15008,0.57012,-4.5617
"X1.01__397.07754999999997__.M.H..__Unknown",-2.3419,-0.30391,-1.585,0.15031,0.57012,-4.5628
"X0.581__218.01214999999999__.M.Na..__w.o.MS2.Propanil",-0.66402,-0.46635,-1.5786,0.15176,0.57012,-4.57
"X2.682__505.18524000000002__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",-1.163,-0.2253,-1.5782,0.15186,0.57012,-4.5706
"X0.68__446.15996999999999__.M.H..__w.o.MS2.MLS001158243.01.N..2.hydroxy.2.phenylethyl..2..4..4.methoxyphenyl..2.oxochromen.7.yl.oxyacetamide",1.1699,-0.99988,1.5667,0.15451,0.57131,-4.5836
"X4.648__540.18829000000005__.M.H..__Unknown",-0.67486,-0.18361,-1.5656,0.15476,0.57131,-4.5848
"X6.681__521.32281__.M.H..__w.o.MS2.Poricoic.acid.A",0.81246,-0.71329,1.5544,0.1574,0.57242,-4.5976
"X0.717__157.06164999999999__.M.H.H2O..__Unknown",0.91979,-0.042675,1.5533,0.15764,0.57242,-4.5987
"X1.009__519.01464999999996__.M.H..__Unknown",-1.4723,-0.55615,-1.529,0.16349,0.58516,-4.6261
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-3.5885,-1.0433,-1.5277,0.16379,0.58516,-4.6275
"X0.58__122.92574__.M.H..__Unknown",-0.65581,-0.42589,-1.5148,0.16699,0.58914,-4.642
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",0.89272,-1.3096,1.5069,0.16897,0.58914,-4.6508
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",-0.5532,0.55236,-1.5034,0.16985,0.58914,-4.6547
"X7.883__521.38726999999994__.M.H..__Unknown",-0.50319,-0.11549,-1.5019,0.17023,0.58914,-4.6563
"X0.634__298.10275000000001__.M.H..__w.o.MS2.ACTIPHENOL",1.0504,0.18371,1.4868,0.17409,0.59495,-4.6731
"X0.861__136.93008__.M.H.H2O..__Unknown",-0.49049,0.17205,-1.4848,0.17459,0.59495,-4.6752
"X2.433__142.06618__.M.H..__w.o.MS2.5.Hydroxymethylcytosine",-0.78238,-0.17204,-1.4679,0.17904,0.60179,-4.6939
"X5.68__435.33566000000002__.M.H..__w.o.MS2.Unknown..carbon.number.30...PlaSMA.ID.2370",-1.2182,-2.971,-1.4668,0.17931,0.60179,-4.695
"X5.679__393.28789999999998__.M.H..__Unknown",-1.4618,-2.6715,-1.452,0.18329,0.60378,-4.7113
"X5.377__113.06165__.M.H..__w.o.MS2.1.2.Cyclohexanedione",-0.5295,0.11452,-1.4502,0.18375,0.60378,-4.7131
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.53479,0.060368,-1.4493,0.184,0.60378,-4.7141
"X6.552__325.22548999999998__.M.H..__w.o.MS2.quinine",0.74275,-0.24472,1.4386,0.18694,0.6063,-4.7258
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",-1.5193,-0.72512,-1.4365,0.1875,0.6063,-4.7281
"X1.084__182.08507__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.511",0.68998,0.47648,1.43,0.18931,0.60772,-4.7351
"X3.088__372.10061999999999__.M.Na..__w.o.MS2.Berberine.hydrochloride",-0.51722,-0.10069,-1.4203,0.19203,0.61202,-4.7457
"X0.582__284.00042999999999__.M.Na..__Unknown",-0.85046,-1.0118,-1.4076,0.19562,0.619,-4.7592
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.48353,-0.031586,-1.396,0.19898,0.62518,-4.7717
"X4.921__533.18768__.M.2H.2.__Unknown",-2.6351,-0.68778,-1.3882,0.20124,0.62538,-4.78
"X6.062__249.18491__.M.H..__w.o.MS2.NCGC00380110.01_C16H26O3_1.Propanone..3.hydroxy.1...1R.2R.4aR.6S.8aS..1.2.4a.5.6.7.8.8a.octahydro.2.hydroxy.1.2.6.trimethyl.1.naphthalenyl..",0.4996,-0.48239,1.3847,0.20227,0.62538,-4.7837
"X3.089__388.07407000000001__.M.K..__Unknown",-0.57999,-0.026667,-1.3813,0.20328,0.62538,-4.7874
"X3.853__418.14182__.M.Na..__w.o.MS2.Atalaphylline",-0.56623,0.071845,-1.3588,0.21003,0.63921,-4.8111
"X3.853__220.09952999999999__.M.H..__w.o.MS2.Aniracetam",0.80638,-0.7502,1.3567,0.21067,0.63921,-4.8133
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",0.94324,-0.098156,1.3507,0.21251,0.64042,-4.8196
"X7.123__365.34528__.M.H..__w.o.MS2.Heneicosanoic.acid..21.0.",-0.62608,0.83208,-1.3376,0.21655,0.64584,-4.8333
"X1.095__252.15924000000001__.M.H..__Unknown",0.41228,-0.22629,1.3343,0.2176,0.64584,-4.8367
"X5.458__250.17918__.M.Na..__w.o.MS2.NCGC00380352.01.5.butyl.4.hydroxy.3.methyl.6..3.methylbut.2.enyl..1H.pyridin.2.one",0.61006,0.43711,1.3309,0.21868,0.64584,-4.8403
"X1.647__156.07687000000001__.M.H..__w.o.MS2.L.Histidine..CE0..HNDVDQJCIGZPNO.YFKPBYRVSA.N",-0.86861,0.044013,-1.3159,0.22344,0.64924,-4.8558
"X5.159__540.68871999999999__.M.2H.2.__Unknown",-1.1901,-0.57937,-1.314,0.22406,0.64924,-4.8578
"X0.667__147.07874000000001__.M.H..__w.o.MS2.4.ureidobutanoic.acid",1.0506,-0.36362,1.3055,0.22678,0.64924,-4.8665
"X1.805__209.09503000000001__.M.H..__w.o.MS2.MLS000069600.01.CHALCONE614.47.1",1.0463,-0.22898,1.3007,0.22834,0.64924,-4.8714
"X6.063__229.11754999999999__.M.H..__w.o.MS2.Proline.hydroxyproline",1.0261,-0.66202,1.2955,0.23008,0.64924,-4.8768
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-0.50572,0.13408,-1.2947,0.23032,0.64924,-4.8776
"X2.246__242.10068999999999__.M.Na..__w.o.MS2.Zeatin",-0.39367,0.1235,-1.2931,0.23084,0.64924,-4.8792
"X0.579__481.94720000000001__.M.H..__Unknown",-0.82111,-0.668,-1.291,0.23156,0.64924,-4.8814
"X1.009__172.0412__.M.Na..__w.o.MS2.p.Toluenesulfonamide",-0.57048,-0.29642,-1.2832,0.23414,0.65235,-4.8893
"X3.992__114.03863__.M.H..__Unknown",-0.48326,-0.22791,-1.2727,0.23768,0.65807,-4.9
"X0.581__345.97512999999998__.M.H..__Unknown",-0.54681,-0.07838,-1.2608,0.24171,0.66507,-4.9119
"X7.393__413.26001__.M.Na..__2.acetoxy.4.pentadecylbenzoic.acid",-1.7037,-0.31877,-1.2518,0.24481,0.66664,-4.9209
"X4.087__232.17075__.M.H..__w.o.MS2.Alpha.pyrrolidinovalerophenone",-0.56984,-0.10804,-1.2417,0.24832,0.66664,-4.931
"X5.375__325.10736000000003__.M.K..__w.o.MS2.NCGC00169103.03_C19H18O6_Benz.3.4.anthra.1.2.b.oxirene.5.6.dione..1a.2.3.4.5b.11.11a.11b.octahydro.10.11.11a.trihydroxy.3.methyl.",-2.3166,-0.95083,-1.237,0.24999,0.66664,-4.9357
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",-0.93117,-0.089198,-1.2367,0.25009,0.66664,-4.936
"X1.223__176.96213__.M.H..__Unknown",0.50528,-0.36938,1.22,0.25603,0.66664,-4.9525
"X0.734__134.1172__.M.H..__Unknown",-1.7738,-1.3058,-1.2033,0.2621,0.66664,-4.9689
"X3.013__164.14410000000001__.M.H..__Unknown",0.54979,-1.1306,1.2011,0.26291,0.66664,-4.971
"X0.737__276.99448000000001__.M.H..__Unknown",1.4073,-0.70052,1.2003,0.26321,0.66664,-4.9718
"X0.666__219.02705__.M.K..__w.o.MS2.THEOBROMINE",1.5716,-2.2101,1.1963,0.26468,0.66664,-4.9757
"X3.486__240.14878999999999__.M.H..__Unknown",0.41697,-1.2428,1.1933,0.26578,0.66664,-4.9786
"X1.164__186.99564000000001__.M.H..__w.o.MS2.D.....3.PHOSPHOGLYCERIC.ACID",-0.78414,-0.26413,-1.189,0.26739,0.66664,-4.9828
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",0.94779,0.0084654,1.1862,0.26842,0.66664,-4.9855
"X6.46__214.22044__.M.H..__Unknown",0.34801,-0.19419,1.1835,0.26944,0.66664,-4.9881
"X0.58__258.90069999999997__.M.Na..__Unknown",-0.7111,-0.85534,-1.1779,0.27153,0.66664,-4.9934
"X7.028__320.24691999999999__.M.H..__Unknown",-0.56405,0.070029,-1.1768,0.27196,0.66664,-4.9945
"X0.586__212.85091__.M.K..__Unknown",-0.69601,0.51726,-1.1748,0.27273,0.66664,-4.9965
"X5.457__228.19637__.M.H..__Unknown",0.49768,0.4945,1.169,0.27491,0.66664,-5.002
"X1.009__74.06__.M.H..__w.o.MS2.N.N.Dimethylformamide",0.73095,0.19503,1.1646,0.27662,0.66664,-5.0062
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",0.63719,-0.16613,1.1615,0.27778,0.66664,-5.0091
