"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",1.351,-1.4869,2.5134,0.037652,0.5027,-3.6226
"X1.009__419.05493000000001__.M.Na..__Unknown",-1.3082,-0.20914,-2.5016,0.038337,0.5027,-3.6318
"X0.896__158.95164__.M.H.H2O..__Unknown",-0.73547,-0.27424,-2.4683,0.040327,0.5027,-3.6577
"X3.088__192.04961__.M.CH3OH.H..__w.o.MS2.Aconitic.Acid",-0.43611,0.12671,-2.4617,0.040738,0.5027,-3.6629
"X4.166__427.65363000000002__.M.2H.2.__Unknown",-0.67417,-0.01609,-2.4259,0.043022,0.5027,-3.6908
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",1.0775,-1.2388,2.3912,0.045361,0.5027,-3.7181
"X7.123__365.34528__.M.H..__w.o.MS2.Heneicosanoic.acid..21.0.",-0.73476,0.7935,-2.39,0.045444,0.5027,-3.719
"X8.272__549.42273__.M.H..__Unknown",0.76597,0.34492,2.3793,0.046191,0.5027,-3.7275
"X7.585__360.32657__.M.Na..__w.o.MS2.phenylethylamide.359",-1.266,0.31715,-2.3621,0.047415,0.5027,-3.741
"X6.063__347.14053000000001__.M.Na..__w.o.MS2.N..3.4.dimethoxyphenethyl..1H.indole.3.carboxamide",4.5856,-2.4106,2.3594,0.047616,0.5027,-3.7432
"X0.588__113.10735__.M.H..__Unknown",0.48091,-0.25758,2.3461,0.048593,0.5027,-3.7537
"X1.719__168.95728__.M.H..__Unknown",2.3867,-0.49473,2.345,0.048674,0.5027,-3.7545
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.34067,0.12423,-2.3427,0.048842,0.5027,-3.7563
"X3.78__183.06880000000001__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.514",-0.64851,-0.62414,-2.3383,0.04917,0.5027,-3.7598
"X2.647__205.08823000000001__.M.H..__w.o.MS2.1..4.hydroxy.3..3.methylbut.2.enyl.phenyl.ethanone",2.4199,-0.33168,2.3214,0.050458,0.5027,-3.7732
"X6.616__385.17764__.M.H..__w.o.MS2..4aR..5.hydroxy.6.methoxy.1.1.dimethyl.7.propan.2.yl.2.3.4.9.10.10a.hexahydrophenanthrene.4a.carboxylic.acid",-1.8076,-0.11483,-2.2997,0.052157,0.5027,-3.7904
"X0.695__325.11284999999998__.M.H.H2O..__w.o.MS2.Disaccharide.Hex.Hex...PlaSMA.ID.1741",0.97553,-0.31315,2.277,0.053997,0.5027,-3.8085
"X1.361__221.09215__.M.H..__w.o.MS2.5.Hydroxytryptophan",-0.4783,0.27255,-2.2664,0.054884,0.5027,-3.817
"X5.392__274.28564__.M.H..__Unknown",0.91583,-0.99521,2.2415,0.057007,0.5027,-3.8368
"X2.607__137.07096999999999__.M.H..__w.o.MS2.N.Methylnicotinamide..CE0..ZYVXHFWBYUDDBM.UHFFFAOYSA.N",1.0198,0.064238,2.231,0.057935,0.5027,-3.8452
"X6.116__356.35174999999998__.M.H..__Unknown",0.33806,0.0022418,2.2145,0.059407,0.5027,-3.8584
"X6.191__296.22397000000001__.M.H..__w.o.MS2.Unknown..carbon.number.17...PlaSMA.ID.1530",-0.81766,-0.27685,-2.2107,0.059761,0.5027,-3.8615
"X1.01__397.07754999999997__.M.H..__Unknown",-0.84138,0.49017,-2.1893,0.061745,0.5027,-3.8786
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",-1.0306,-0.41934,-2.1723,0.063371,0.5027,-3.8923
"X7.223__295.2038__.M.H..__w.o.MS2.ISOPALMITIC.ACID",1.1319,-0.95631,2.1655,0.064023,0.5027,-3.8976
"X1.009__519.01464999999996__.M.H..__Unknown",-1.8023,-0.53916,-2.1516,0.0654,0.5027,-3.9088
"X1__412.97314__.M.K..__Unknown",-0.79506,0.43249,-2.1456,0.066,0.5027,-3.9136
"X2.682__505.18524000000002__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",-1.508,-0.28568,-2.1247,0.068147,0.5027,-3.9305
"X5.679__207.6095__.M.H..__Unknown",2.3196,-2.5609,2.0937,0.071438,0.5027,-3.9554
"X7.124__325.27242999999999__.M.H..__w.o.MS2..3S..5...1R.2R.8aS..2.hydroxy.2.5.5.8a.tetramethyl.3.4.4a.6.7.8.hexahydro.1H.naphthalen.1.yl..3.methylpentanoic.acid",-0.37714,0.3841,-2.0929,0.071535,0.5027,-3.9561
"X3.686__212.03371999999999__.M.Na..__w.o.MS2.alpha.cyano.4.hydroxycinnamic.acid..MALDI.TOFTOF..MS2..CE",-0.31443,0.22234,-2.0927,0.071551,0.5027,-3.9562
"X0.58__493.00060999999999__.M.K..__Unknown",-0.35185,1.1283,-2.0892,0.071933,0.5027,-3.959
"X1.609__276.14343000000002__.M.H.H2O..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1286",-2.416,-4.5562,-2.0814,0.072793,0.5027,-3.9653
"X2.081__100.07629__.M.H..__w.o.MS2.Unknown..carbon.number.5...PlaSMA.ID.14",0.63982,-1.4171,2.0709,0.073967,0.5027,-3.9738
"X7.569__376.30083999999999__.M.K..__Unknown",-1.7443,0.95079,-2.0684,0.074257,0.5027,-3.9758
"X0.802__234.05477999999999__.M.H..__Unknown",1.9162,0.39937,2.0491,0.076464,0.5027,-3.9913
"X0.577__397.98815999999999__.M.H..__Unknown",-0.45294,-1.0963,-2.021,0.079816,0.5027,-4.014
"X7.121__394.34579000000002__.M.H..__Unknown",1.3366,-2.2218,2.0197,0.079975,0.5027,-4.0151
"X1.146__115.02448__.M.H..__w.o.MS2.5.Fluro.2.pyrimidone",-0.51969,-0.2641,-2.0147,0.080586,0.5027,-4.0191
"X8.933__381.35046__.M.H..__w.o.MS2.Brassicasterol..LC.APPI.QQ..MS2..CE",0.43766,-1.0659,2.0062,0.081632,0.5027,-4.026
"X4.648__350.11606__.M.2H.2.__w.o.MS2.MMV688889",-0.98771,-0.43453,-1.9987,0.082566,0.5027,-4.032
"X5.417__353.15726000000001__.M.H..__w.o.MS2.4.decyl.3.hydroxy.5.oxooxolane.2.3.dicarboxylic.acid",-0.59229,0.40774,-1.9905,0.083597,0.5027,-4.0386
"X3.182__186.18600000000001__.M.H..__Unknown",0.64636,-1.0417,1.9901,0.083651,0.5027,-4.0389
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",-0.35156,0.18756,-1.9896,0.083722,0.5027,-4.0394
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",-2.3894,-0.50023,-1.9762,0.085443,0.5027,-4.0502
"X1.009__517.02832000000001__.M.K..__w.o.MS2.Isorhamnetin.3.galactoside",-1.3424,-0.58423,-1.9558,0.088133,0.5027,-4.0666
"X6.698__371.10924999999997__.M.H..__w.o.MS2.Chelerythrine",1.9535,-5.4514,1.9371,0.090663,0.5027,-4.0817
"X1.805__209.09503000000001__.M.H..__w.o.MS2.MLS000069600.01.CHALCONE614.47.1",1.6435,0.023745,1.9329,0.091247,0.5027,-4.0851
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",0.53417,-0.25305,1.9315,0.091444,0.5027,-4.0862
"X7.225__179.10856999999999__.M.H..__w.o.MS2.MLS001065600.01.",-0.86127,-0.049642,-1.9311,0.091496,0.5027,-4.0866
"X5.061__422.17282__.M.H..__w.o.MS2..MLS001141386.01..2S..2..3...10aS..1.3.dioxo.10.10a.dihydro.5H.imidazo.1.5.b.isoquinolin.2.yl.propanoylamino..3.phenylpropanoic.acid.",-0.77983,-0.90257,-1.9265,0.09213,0.5027,-4.0902
"X4.648__540.18829000000005__.M.H..__Unknown",-0.42519,-0.043429,-1.9255,0.092275,0.5027,-4.0911
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-1.484,-0.049479,-1.9175,0.093403,0.5027,-4.0975
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",0.4988,-1.0099,1.9093,0.094571,0.5027,-4.1041
"X6.81__392.30063000000001__.M.K..__Unknown",-0.87425,0.22574,-1.9037,0.09537,0.5027,-4.1086
"X1.198__177.95758000000001__.M.H..__Unknown",-1.4401,-0.66899,-1.9034,0.095421,0.5027,-4.1089
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",0.61476,-0.40953,1.8948,0.096667,0.5027,-4.1158
"X5.375__325.10736000000003__.M.K..__w.o.MS2.NCGC00169103.03_C19H18O6_Benz.3.4.anthra.1.2.b.oxirene.5.6.dione..1a.2.3.4.5b.11.11a.11b.octahydro.10.11.11a.trihydroxy.3.methyl.",-1.1282,-0.28954,-1.8912,0.09719,0.5027,-4.1187
"X0.987__323.98068000000001__.M.K..__Unknown",-0.62389,0.14301,-1.8885,0.09759,0.5027,-4.1208
"X6.459__236.20265000000001__.M.Na..__Unknown",1.6965,-0.50538,1.871,0.10021,0.50663,-4.1349
"X2.672__298.10785__.M.H..__5..S.Methylthioadenosine..LC.ESI.QTOF..MS2..CE",1.0015,-0.59684,1.8681,0.10064,0.50663,-4.1372
"X4.339__514.21056999999996__.M.H..__w.o.MS2.4..7.acetyloxy.5.chloro.3...1E.3E..3.5.dimethylhepta.1.3.dienyl..7.methyl.6.8.dioxoisoquinolin.2.yl.butanoic.acid",-2.7294,-0.67894,-1.8422,0.10466,0.51657,-4.1581
"X6.14__286.32269000000002__.M.H..__Unknown",0.3691,0.084186,1.8404,0.10495,0.51657,-4.1595
"X0.936__258.10955999999999__.M.H..__w.o.MS2.sn.Glycero.3.phosphocholine..LC.ESI.QTOF..MS2..CE",1.0415,1.1709,1.8285,0.10685,0.52017,-4.1691
"X6.422__317.13222999999999__.M.H..__w.o.MS2.2.morpholino.7H.naphtho.1.2.3.de.quinolin.7.one",-3.6954,-2.5283,-1.8158,0.10891,0.52443,-4.1793
"X3.093__486.04108000000002__.M.H..__Unknown",-0.59383,0.56535,-1.8027,0.11108,0.5291,-4.1898
"X1.876__206.13831999999999__.M.H..__w.o.MS2.AZELAIC.ACID",0.47822,-0.33612,1.7595,0.11853,0.55657,-4.2243
"X1.289__136.07607999999999__.M.H..__w.o.MS2.3..Aminoacetophenone",0.65545,0.57306,1.7548,0.11935,0.55657,-4.228
"X2.672__136.06525__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",0.99223,-0.41686,1.744,0.1213,0.55974,-4.2366
"X3.12__202.18088__.M.H..__Unknown",0.45122,-0.27624,1.7184,0.12604,0.57565,-4.2571
"X4.772__333.09246999999999__.M.H..__w.o.MS2.Sulochrin_120096",-1.4712,-0.03994,-1.7047,0.12863,0.58147,-4.2679
"X1.29__165.05426__.M.H..__w.o.MS2.Unknown..carbon.number.9...PlaSMA.ID.333",0.99942,0.53869,1.6978,0.12997,0.58159,-4.2734
"X1.008__472.12173000000001__.M.H..__Unknown",-2.5888,-0.23583,-1.6886,0.13177,0.58375,-4.2807
"X0.705__381.08652000000001__.M.K..__w.o.MS2.Excavatin.L",1.0506,-0.85976,1.6469,0.14019,0.61177,-4.3136
"X1.083__312.11176__.M.H..__w.o.MS2.C11H21NO7S..PlaSMA.ID.1653",0.79399,-2.0058,1.6437,0.14086,0.61177,-4.3161
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-0.74624,0.060523,-1.6295,0.14385,0.61394,-4.3273
"X1.011__321.08443999999997__.M.Na..__w.o.MS2.MMV010764",-2.3387,-0.5599,-1.6083,0.14843,0.61394,-4.3439
"X0.861__136.93008__.M.H.H2O..__Unknown",-0.84059,-0.02051,-1.6062,0.14888,0.61394,-4.3455
"X3.486__240.14878999999999__.M.H..__Unknown",0.49638,-1.235,1.606,0.14892,0.61394,-4.3457
"X4.647__160.04292000000001__.M.H..__w.o.MS2.Brompheniramine",-0.31452,-0.083639,-1.6031,0.14957,0.61394,-4.348
"X0.582__411.03881999999999__.M.Na..__Unknown",-0.32261,0.78021,-1.595,0.15138,0.61394,-4.3543
"X3.655__396.15850999999998__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",0.51843,0.40995,1.5887,0.15279,0.61394,-4.3592
"X0.684__97.028559999999999__.M.H..__w.o.MS2.Propionic.acid",3.4668,-2.9265,1.5755,0.15577,0.61394,-4.3695
"X0.983__95.024609999999996__.M.H.H2O..__Unknown",-0.30534,-0.15806,-1.5689,0.15729,0.61394,-4.3746
"X6.081__186.18584000000001__.M.H..__Unknown",-0.47475,0.28804,-1.5681,0.15748,0.61394,-4.3752
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",0.8708,-0.63979,1.5673,0.15767,0.61394,-4.3759
"X1.913__184.16908000000001__.M.H..__Unknown",0.27735,-0.1587,1.5504,0.16162,0.61394,-4.3889
"X5.942__435.21643__.M.K..__w.o.MS2.76.25.5",0.46855,-0.60895,1.5465,0.16256,0.61394,-4.392
"X7.025__351.24707000000001__.M.H..__w.o.MS2.Unknown..carbon.number.21...PlaSMA.ID.1929",-1.0415,0.029166,-1.5445,0.16303,0.61394,-4.3935
"X0.708__365.11212__.M.Na..__Melibiose",0.79188,-1.2597,1.5396,0.1642,0.61394,-4.3973
"X7.533__371.32468__.M.H..__Unknown",-0.64579,0.16218,-1.5379,0.1646,0.61394,-4.3986
"X7.883__521.38726999999994__.M.H..__Unknown",-0.41608,-0.11214,-1.5366,0.16492,0.61394,-4.3996
"X2.433__142.06618__.M.H..__w.o.MS2.5.Hydroxymethylcytosine",-0.24247,0.1209,-1.4744,0.18056,0.66151,-4.4473
"X0.876__234.90781999999999__.M.H..__Unknown",1.3857,-0.52687,1.4739,0.18068,0.66151,-4.4476
"X0.671__104.10736__.M.H..__w.o.MS2.Choline..CE0..OEYIOHPDSNJKLS.UHFFFAOYSA.N",0.45305,0.37224,1.4477,0.18767,0.66974,-4.4675
"X4.147__223.13869__.M.H..__w.o.MS2.Unknown..carbon.number.13...PlaSMA.ID.849",0.96104,-0.85139,1.4473,0.18777,0.66974,-4.4678
"X0.725__116.07121__.M.H..__L.....Proline..LC.ESI.QTOF..MS2..CE",1.8215,0.38837,1.4392,0.19,0.66974,-4.4739
"X0.605__364.05880999999999__.M.H..__w.o.MS2.Guanosine.5..monophosphate..LC.ESI.QTOF..MS2..CE",-0.47995,0.37535,-1.4366,0.19069,0.66974,-4.4758
"X0.895__136.06218000000001__.M.H..__w.o.MS2.Adenine..CE0..GFFGJBXGBJISGV.UHFFFAOYSA.N",0.73161,-0.78081,1.4249,0.19393,0.66974,-4.4846
"X1.009__74.06__.M.H..__w.o.MS2.N.N.Dimethylformamide",0.88458,0.25223,1.4238,0.19425,0.66974,-4.4855
"X1.008__323.06787000000003__.M.H..__w.o.MS2.3.4.DIMETHOXYDALBERGIONE",-0.69506,0.37738,-1.4157,0.19653,0.66974,-4.4916
"X0.58__122.92574__.M.H..__Unknown",0.3036,0.044132,1.4138,0.19707,0.66974,-4.493
"X0.908__130.05080000000001__.M.H..__w.o.MS2.Pyroglutamic.acid..not.validated..isomer.of.88...PlaSMA.ID.89",1.4065,-0.17792,1.4124,0.19747,0.66974,-4.4941
"X1.647__156.07687000000001__.M.H..__w.o.MS2.L.Histidine..CE0..HNDVDQJCIGZPNO.YFKPBYRVSA.N",-0.76778,0.096351,-1.3945,0.20259,0.66974,-4.5074
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",1.0156,0.029123,1.3925,0.20316,0.66974,-4.5089
"X0.588__268.02832000000001__.M.Na..__Unknown",-0.53619,-1.2789,-1.3899,0.20392,0.66974,-4.5108
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.23396,0.10074,-1.385,0.20536,0.66974,-4.5144
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",-0.25525,0.71692,-1.3771,0.20769,0.66974,-4.5203
"X6.536__315.15991000000002__.M.Na..__w.o.MS2.Safranin..LC.ESI.QTOF..MS2..CE",-1.3137,-4.4164,-1.374,0.20861,0.66974,-4.5226
"X4.019__162.0925__.M.H..__w.o.MS2.Tryptophol",-3.116,0.21138,-1.3739,0.20864,0.66974,-4.5227
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",-0.19773,0.14532,-1.3701,0.20976,0.66974,-4.5254
"X4.575__231.10056__.M.H..__w.o.MS2.MLS000069555.01.NAPROXEN.SODIUM",-0.75367,-1.014,-1.3644,0.21146,0.66974,-4.5296
"X3.089__388.07407000000001__.M.K..__Unknown",-0.31395,0.11526,-1.3638,0.21166,0.66974,-4.5301
"X6.403__338.22640999999999__.M.H..__w.o.MS2.Lobeline.Hydrochloride",0.33893,-0.69623,1.3427,0.21811,0.6825,-4.5456
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",1.1071,-0.89986,1.3403,0.21885,0.6825,-4.5474
"X3.846__396.1626__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-0.22426,0.092003,-1.3314,0.2216,0.6825,-4.5538
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",0.28433,-0.1875,1.3306,0.22185,0.6825,-4.5544
"X3.991__160.04408000000001__.M.H..__w.o.MS2.Brompheniramine",-0.34266,0.047386,-1.3231,0.22424,0.68454,-4.5599
"X4.557__376.13256999999999__.M.H..__w.o.MS2.BEZ.M",-0.83483,-2.6727,-1.3117,0.22787,0.68454,-4.5681
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",0.89139,-0.19228,1.3082,0.229,0.68454,-4.5707
"X3.914__173.07692__.M.H..__w.o.MS2.C8H12O4..PlaSMA.ID.403",-0.39863,-0.14193,-1.3077,0.22916,0.68454,-4.571
"X4.572__169.12546__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.387",1.6523,1.1363,1.2973,0.23253,0.68454,-4.5785
"X0.582__284.00042999999999__.M.Na..__Unknown",-0.23153,-0.67615,-1.2848,0.23664,0.68454,-4.5875
"X3.087__305.09694999999999__.M.H..__w.o.MS2.N.Acetyl.Asp.Glu",-0.25485,-0.061783,-1.2781,0.23887,0.68454,-4.5923
"X0.982__113.03634__.M.H..__Uracil..CE10..ISAKRJDGNUQOIC.UHFFFAOYSA.N",-0.20844,0.0065189,-1.269,0.24195,0.68454,-4.5988
"X4.291__146.06102000000001__.M.H.H2O..__w.o.MS2.4.Hydroxyquinoline..PlaSMA.ID.180",0.57016,-0.51453,1.2669,0.24265,0.68454,-4.6003
"X1.069__111.05534__.M.H..__w.o.MS2.1.Acetylimidazole",0.53844,0.38726,1.2614,0.24451,0.68454,-4.6042
"X5.271__207.09741__.M.H..__w.o.MS2.3.methyl.6..2.methylpropyl.piperazine.2.5.dione",0.43807,-0.27745,1.259,0.24531,0.68454,-4.6058
"X0.682__244.09419__.M.H.H2O..__w.o.MS2.Pesticide3_Carbofuran_C12H15NO3_Furadan",0.65112,-1.9561,1.2578,0.24573,0.68454,-4.6067
"X1.009__355.03084999999999__.M.H..__w.o.MS2.Pinoquercetin",-0.54219,-0.037511,-1.2522,0.24765,0.68454,-4.6106
"X4.517__197.08624__.M.H..__w.o.MS2..MLS002207182.01.2..Hydroxy.4..6..dimethoxyacetophenone90.24.4.",-0.48332,-0.55427,-1.2449,0.25019,0.68454,-4.6158
"X0.717__157.06164999999999__.M.H.H2O..__Unknown",0.74554,-0.16281,1.2356,0.25345,0.68454,-4.6224
"X0.72__113.00005__.M.H..__Unknown",-0.42569,3.2906,-1.2352,0.25358,0.68454,-4.6226
"X0.571__246.03334000000001__.M.Na..__Unknown",-0.24882,-0.33336,-1.2244,0.25742,0.68454,-4.6302
"X0.729__115.05598999999999__.M.H..__w.o.MS2.Diallyl.Sulfide",-0.92436,-1.341,-1.2198,0.25906,0.68454,-4.6334
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",-0.20306,0.0052278,-1.209,0.26293,0.68454,-4.6409
"X1.008__352.02377000000001__.M.H..__w.o.MS2.6.chloro.4.5.7.trihydroxy.9.10.dioxoanthracene.2.carboxylic.acid",-0.35208,0.40942,-1.1941,0.26837,0.68454,-4.6512
"X0.575__507.05077999999997__.M.K..__w.o.MS2.ginnalin.A",-0.38044,-0.65103,-1.1928,0.26884,0.68454,-4.6521
"X2.993__160.13328999999999__.M.H..__w.o.MS2.4.aminovaleric.acid.betaine..CE0..RXHVPPWXTMHWGY.UHFFFAOYSA.N",0.46158,-0.31932,1.1922,0.26908,0.68454,-4.6525
"X0.682__184.07486__.M.H..__w.o.MS2.Phosphocholine",1.7675,0.3968,1.1902,0.26981,0.68454,-4.6539
"X4.653__377.07898__.M.2H.2.__w.o.MS2.Chlorogenic.acid",0.59658,-0.18588,1.1901,0.26986,0.68454,-4.654
"X4.771__392.11380000000003__.M.2H.2.__w.o.MS2..MLS001140588.01.N..3..3.4.dimethoxyphenyl..4.oxochromen.2.yl.furan.2.carboxamide.",-0.75568,-0.12094,-1.1853,0.27165,0.68454,-4.6573
"X5.839__259.13198999999997__.M.H..__w.o.MS2.2.methoxy.5.methyl.3..2.methylbut.3.en.2.yl.chromen.4.one",2.887,-1.513,1.1782,0.27429,0.68454,-4.6621
"X7.181__362.30333999999999__.M.H..__w.o.MS2.NCGC00386000.01.3.pentadecylbenzene.1.2.diol",-0.37605,0.67762,-1.1738,0.27594,0.68454,-4.6651
"X0.981__96.007580000000004__.M.H..__Unknown",-0.19047,-0.0089192,-1.1732,0.27618,0.68454,-4.6656
"X1.008__357.02609000000001__.M.H.H2O..__w.o.MS2..E..1.4.bis.4.hydroxy.3.methoxyphenyl..2.3.dimethylbut.2.ene.1.4.dione",-0.45871,-0.0059592,-1.1697,0.2775,0.68454,-4.6679
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",-0.53699,0.15679,-1.1658,0.27899,0.68454,-4.6706
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",0.33668,-0.26974,1.1629,0.2801,0.68454,-4.6726
