"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X0.895__136.06218000000001__.M.H..__w.o.MS2.Adenine..CE0..GFFGJBXGBJISGV.UHFFFAOYSA.N",2.4235,-0.1054,3.2406,0.010043,0.26443,-2.4643
"X3.092__434.07135__.M.H..__w.o.MS2.MMV676528",-0.87044,-0.15289,-3.233,0.010166,0.26443,-2.4753
"X4.651__114.03719__.M.H..__Unknown",-0.86517,-0.3513,-3.2183,0.01041,0.26443,-2.4969
"X5.061__422.17282__.M.H..__w.o.MS2..MLS001141386.01..2S..2..3...10aS..1.3.dioxo.10.10a.dihydro.5H.imidazo.1.5.b.isoquinolin.2.yl.propanoylamino..3.phenylpropanoic.acid.",-1.3482,-1.3781,-3.1987,0.010744,0.26443,-2.5257
"X3.486__240.14878999999999__.M.H..__Unknown",0.79308,-0.96777,3.0942,0.012721,0.26872,-2.6793
"X1.685__176.07056__.M.H..__w.o.MS2.3.Indoleacetic.acid..CE0..SEOVTRFCIGRIMH.UHFFFAOYSA.N",-0.70274,0.47536,-2.9978,0.014877,0.26872,-2.8217
"X6.675__501.08786__.M.K..__w.o.MS2.6...6.8.dihydroxy.7.methoxy.3.methyl.1.oxo.3.4.dihydroisochromen.4.yl.oxy..4.8.dihydroxy.7.methoxy.3.methyl.3.4.dihydroisochromen.1.one",2.0904,-4.385,2.9851,0.015188,0.26872,-2.8405
"X6.536__315.15991000000002__.M.Na..__w.o.MS2.Safranin..LC.ESI.QTOF..MS2..CE",2.4179,-2.6406,2.9344,0.016498,0.26872,-2.9157
"X3.993__191.08327__.M.H..__w.o.MS2.3.methyl.3.4.dihydro.1H.1.4.benzodiazepine.2.5.dione",-0.69395,-0.1293,-2.9059,0.017284,0.26872,-2.9579
"X1.01__397.07754999999997__.M.H..__Unknown",-1.6314,0.062085,-2.9034,0.017354,0.26872,-2.9616
"X6.063__347.14053000000001__.M.Na..__w.o.MS2.N..3.4.dimethoxyphenethyl..1H.indole.3.carboxamide",5.3053,-2.0789,2.9025,0.017382,0.26872,-2.9631
"X4.921__533.18768__.M.2H.2.__Unknown",-1.8746,-0.27716,-2.8629,0.018543,0.26872,-3.0218
"X3.093__486.04108000000002__.M.H..__Unknown",-2.2524,-0.34366,-2.8411,0.019217,0.26872,-3.0542
"X3.853__418.14182__.M.Na..__w.o.MS2.Atalaphylline",-0.8686,-0.014828,-2.8402,0.019247,0.26872,-3.0556
"X1.61__268.10373__.M.H..__Adenosine..LC.ESI.QTOF..MS2..CE",1.4431,-0.96064,2.8001,0.020553,0.26872,-3.1152
"X3.088__372.10061999999999__.M.Na..__w.o.MS2.Berberine.hydrochloride",-0.71487,-0.16472,-2.7838,0.02111,0.26872,-3.1394
"X0.586__212.85091__.M.K..__Unknown",-1.0661,0.41465,-2.7827,0.021149,0.26872,-3.1411
"X6.479__295.23615000000001__.M.H..__w.o.MS2.Unknown..carbon.number.18...PlaSMA.ID.1528",4.2811,-1.9446,2.7585,0.022005,0.26872,-3.177
"X4.648__540.18829000000005__.M.H..__Unknown",-0.71818,-0.17802,-2.7467,0.022435,0.26872,-3.1946
"X4.138__241.14152999999999__.M.CH3OH.H..__w.o.MS2.Imiquimod",1.2361,-0.47514,2.7443,0.022526,0.26872,-3.1982
"X1.082__138.09088__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.137",0.6267,-0.14678,2.7424,0.022597,0.26872,-3.2011
"X0.685__162.07615999999999__.M.H..__w.o.MS2.N.Methylglutamic.acid",2.0244,0.49355,2.7356,0.022849,0.26872,-3.2111
"X3.991__160.04408000000001__.M.H..__w.o.MS2.Brompheniramine",-0.80382,-0.1422,-2.7332,0.022939,0.26872,-3.2147
"X0.695__325.11284999999998__.M.H.H2O..__w.o.MS2.Disaccharide.Hex.Hex...PlaSMA.ID.1741",1.5999,-0.012819,2.7181,0.023516,0.26872,-3.2372
"X0.588__113.10735__.M.H..__Unknown",0.8006,-0.07658,2.6927,0.02452,0.26872,-3.275
"X4.166__427.65363000000002__.M.2H.2.__Unknown",-0.69893,-0.0037701,-2.6865,0.024767,0.26872,-3.2841
"X1.011__321.08443999999997__.M.Na..__w.o.MS2.MMV010764",-4.6408,-1.4746,-2.6634,0.025729,0.26872,-3.3186
"X0.894__190.97855000000001__.M.H..__Unknown",1.4985,-0.29353,2.6628,0.025753,0.26872,-3.3194
"X0.684__97.028559999999999__.M.H..__w.o.MS2.Propionic.acid",5.2768,-2.0431,2.6477,0.0264,0.26872,-3.3419
"X6.676__485.12228__.M.Na..__Hispiduloside",2.0937,-5.0641,2.5906,0.029003,0.26872,-3.4267
"X1.82__231.08731__.M.H..__w.o.MS2.Beta.Asarone",0.73275,-0.41759,2.5871,0.029169,0.26872,-3.4319
"X0.672__188.03769__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.532",0.60213,0.0015959,2.5786,0.029579,0.26872,-3.4445
"X4.651__362.09793000000002__.M.2H.2.__w.o.MS2.Moguisteine",-1.7546,-0.6474,-2.5686,0.030072,0.26872,-3.4594
"X0.904__189.12459000000001__.M.H..__w.o.MS2.N6.Acetyl.L.lysine..CE0..DTERQYGMUDWYAZ.ZETCQYMHSA.N",2.0779,-0.41112,2.5631,0.030346,0.26872,-3.4676
"X4.072__163.07662999999999__.M.H..__w.o.MS2.Isosafrole",1.4957,0.2539,2.5498,0.031018,0.26872,-3.4873
"X4.792__144.13963000000001__.M.H..__Unknown",0.61084,-0.94068,2.5483,0.031091,0.26872,-3.4894
"X1.631__175.08632__.M.H..__w.o.MS2.Unknown..carbon.number.8...PlaSMA.ID.417",-0.84569,-0.0033382,-2.5418,0.031426,0.26872,-3.4991
"X3.655__396.15850999999998__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-1.0443,-0.21007,-2.5396,0.031543,0.26872,-3.5024
"X5.97__318.29723999999999__.M.H..__w.o.MS2.Phytosphingosine..not.validated..isomer.of.1696...PlaSMA.ID.1697",1.0897,-0.17885,2.5252,0.032299,0.26987,-3.5238
"X5.392__274.28564__.M.H..__Unknown",0.91676,-0.87724,2.5031,0.033494,0.26987,-3.5564
"X2.434__243.05409__.M.K..__w.o.MS2.TRYPTOPHAN",-1.2179,-0.48729,-2.4985,0.03375,0.26987,-3.5633
"X0.708__365.11212__.M.Na..__Melibiose",2.0514,-0.69623,2.492,0.034115,0.26987,-3.573
"X4.041__207.10066__.M.H..__w.o.MS2.Unknown..carbon.number.12...PlaSMA.ID.706",1.1064,0.61759,2.4565,0.036167,0.27445,-3.6254
"X3.599__499.16753999999997__.M.H..__w.o.MS2.Mundulone.Acetate",-2.4497,-0.96025,-2.4494,0.036592,0.27445,-3.6359
"X0.988__254.99437__.M.H..__Unknown",0.83944,0.30571,2.449,0.036617,0.27445,-3.6365
"X2.958__169.07578000000001__.M.H..__w.o.MS2.Norharman..PlaSMA.ID.382",-0.53775,-0.046651,-2.4398,0.037172,0.27445,-3.65
"X7.223__295.2038__.M.H..__w.o.MS2.ISOPALMITIC.ACID",1.8542,-0.58883,2.4072,0.039225,0.28301,-3.6982
"X3.087__106.06570000000001__.M.H..__w.o.MS2.3.Methylthiopropylamine",-0.63846,-0.073717,-2.3993,0.039733,0.28301,-3.7098
"X0.582__411.03881999999999__.M.Na..__Unknown",-1.4139,0.20616,-2.383,0.040817,0.28301,-3.7339
"X6.138__299.16370000000001__.M.H..__w.o.MS2.MLS002154028.01.Trimeprazine.tartrate4330.99.8",0.89616,-0.76475,2.3814,0.040924,0.28301,-3.7362
"X6.552__325.22548999999998__.M.H..__w.o.MS2.quinine",1.1071,-0.02482,2.3653,0.042019,0.28301,-3.7598
"X5.417__353.15726000000001__.M.H..__w.o.MS2.4.decyl.3.hydroxy.5.oxooxolane.2.3.dicarboxylic.acid",-0.79747,0.28518,-2.3632,0.042164,0.28301,-3.7629
"X3.089__388.07407000000001__.M.K..__Unknown",-0.7917,-0.068206,-2.3207,0.045219,0.28722,-3.8254
"X2.434__409.18682999999999__.M.H..__w.o.MS2.eudesmin",-1.3335,-0.96513,-2.3111,0.045937,0.28722,-3.8394
"X3.859__160.04425000000001__.M.H..__w.o.MS2.Brompheniramine",-0.65918,0.097549,-2.3072,0.046232,0.28722,-3.8451
"X1.913__184.16908000000001__.M.H..__Unknown",0.54242,-0.013271,2.2917,0.047417,0.28722,-3.8677
"X2.432__117.05843__.M.H..__w.o.MS2.Ketoisovaleric.acid",-0.70333,-0.22093,-2.2888,0.047649,0.28722,-3.872
"X2.263__138.05547000000001__.M.H..__w.o.MS2.Unknown..carbon.number.7...PlaSMA.ID.134",-0.57266,-0.089006,-2.2823,0.04816,0.28722,-3.8815
"X6.777__309.28003000000001__.M.H..__w.o.MS2.Sclareol",0.68179,0.049452,2.2787,0.048445,0.28722,-3.8868
"X1.361__221.09215__.M.H..__w.o.MS2.5.Hydroxytryptophan",-1.1277,-0.10671,-2.2727,0.048919,0.28722,-3.8954
"X1.458__366.00011999999998__.M.H..__Unknown",-1.7605,-0.81166,-2.2681,0.049292,0.28722,-3.9022
"X4.08__251.08992000000001__.M.H..__w.o.MS2.NCGC00179979.02.6..3.hydroxybutan.2.yl..5..hydroxymethyl..4.methoxypyran.2.one",1.1209,0.11569,2.2652,0.049526,0.28722,-3.9064
"X0.682__244.09419__.M.H.H2O..__w.o.MS2.Pesticide3_Carbofuran_C12H15NO3_Furadan",1.1717,-1.501,2.2603,0.049924,0.28722,-3.9135
"X1.457__414.08483999999999__.M.H..__Unknown",-1.4693,-0.48443,-2.2479,0.050951,0.28938,-3.9316
"X6.459__236.20265000000001__.M.Na..__Unknown",2.1283,-0.20745,2.2199,0.053345,0.29764,-3.9724
"X0.705__381.08652000000001__.M.K..__w.o.MS2.Excavatin.L",1.8412,-0.50859,2.2153,0.05375,0.29764,-3.9791
"X1.12__156.07756000000001__.M.H..__w.o.MS2.Histidine",0.87116,-0.014116,2.2006,0.055053,0.30109,-4.0003
"X2.433__142.06618__.M.H..__w.o.MS2.5.Hydroxymethylcytosine",-0.65439,-0.087477,-2.1831,0.05665,0.30333,-4.0256
"X2.236__181.08635000000001__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.501",0.59099,-0.032188,2.1809,0.056857,0.30333,-4.0288
"X6.806__250.08751000000001__.M.H..__w.o.MS2.MLS001074296.01.2.Phenyl.4.quinolinecarboxylic.acid132.60.5",1.0447,-1.4053,2.1738,0.057517,0.30333,-4.039
"X0.58__299.97570999999999__.M.K..__Unknown",-0.79023,-0.19299,-2.1451,0.060277,0.31415,-4.0804
"X6.807__400.16843__.M.K..__w.o.MS2.colchicine",0.91867,-1.1156,2.1341,0.061374,0.31434,-4.0963
"X2.433__205.0983__.M.H..__Tryptophan..LC.ESI.QTOF..MS2..CE",-0.57485,0.0032619,-2.1299,0.06179,0.31434,-4.1023
"X0.666__219.02705__.M.K..__w.o.MS2.THEOBROMINE",2.0456,-1.7229,2.1181,0.062993,0.31434,-4.1193
"X0.615__256.00081999999998__.M.H..__w.o.MS2.methyl.2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate",0.69873,0.14663,2.1133,0.063489,0.31434,-4.1261
"X4.724__446.16519__.M.2H.2.__w.o.MS2.1..3..2.3.dihydrobenzo.b..1.4.dioxin.6.yl..7.hydroxy.2.methyl.4.oxo.6.propyl.4H.chromen.8.yl..N.N.dimethylmethanaminium.chloride",-0.66186,0.14941,-2.1097,0.063861,0.31434,-4.1313
"X1.61__136.06087__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",0.91643,-0.70349,2.0986,0.065022,0.31654,-4.1471
"X5.676__292.26431000000002__.M.H..__Unknown",-0.58013,0.31742,-2.0823,0.066764,0.32148,-4.1704
"X0.77__176.09348__.M.H..__Unknown",1.6108,-0.43391,2.0495,0.070427,0.33547,-4.2172
"X4.019__162.0925__.M.H..__w.o.MS2.Tryptophol",-3.4487,-0.081705,-2.024,0.073389,0.34235,-4.2532
"X3.846__396.1626__.M.H..__w.o.MS2.NCGC00385007.01.methyl.4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate",-0.53346,-0.019795,-2.0207,0.07379,0.34235,-4.258
"X1.005__148.09650999999999__.M.H..__w.o.MS2.Mevalonic.Acid.Lactone",1.4205,0.029423,2.0144,0.07454,0.34235,-4.2668
"X2.63__350.11748999999998__.M.H..__w.o.MS2.Ampicillin..LC.ESI.QTOF..MS2..CE",-0.55046,-0.47224,-2.0109,0.074963,0.34235,-4.2717
"X1.008__352.02377000000001__.M.H..__w.o.MS2.6.chloro.4.5.7.trihydroxy.9.10.dioxoanthracene.2.carboxylic.acid",-0.59177,0.30999,-1.9806,0.078723,0.35362,-4.3144
"X5.958__332.33548000000002__.M.H..__Unknown",0.54568,-0.074803,1.9723,0.079796,0.35362,-4.3262
"X1.609__276.14343000000002__.M.H.H2O..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1286",-1.7741,-4.0729,-1.9704,0.080031,0.35362,-4.3287
"X4.349__247.09496999999999__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",0.5338,-0.08451,1.9659,0.080622,0.35362,-4.3351
"X1.009__74.06__.M.H..__w.o.MS2.N.N.Dimethylformamide",1.2688,0.42891,1.9483,0.082934,0.35674,-4.3597
"X0.581__233.99332000000001__.M.K..__Unknown",-0.69068,0.4415,-1.9427,0.083681,0.35674,-4.3674
"X6.422__317.13222999999999__.M.H..__w.o.MS2.2.morpholino.7H.naphtho.1.2.3.de.quinolin.7.one",-3.0995,-2.7328,-1.9422,0.08375,0.35674,-4.3681
"X2.682__505.18524000000002__.M.H..__w.o.MS2.2..2.6.bis.3.methylbut.2.enyl..4...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyphenyl..2.hydroxyacetic.acid",-1.4268,-0.23809,-1.9323,0.085099,0.35904,-4.382
"X6.098__98.985680000000002__.M.H..__Unknown",0.74059,-0.84065,1.9082,0.08846,0.36668,-4.4155
"X1.641__174.05601999999999__.M.H..__w.o.MS2.4.Quinolinecarboxylic.acid",-0.62393,0.23114,-1.8904,0.091011,0.36668,-4.44
"X0.802__234.05477999999999__.M.H..__Unknown",1.4149,0.18463,1.8844,0.091896,0.36668,-4.4484
"X3.182__186.18600000000001__.M.H..__Unknown",0.58834,-0.98952,1.8836,0.092011,0.36668,-4.4494
"X1.009__517.02832000000001__.M.K..__w.o.MS2.Isorhamnetin.3.galactoside",-1.1141,-0.51,-1.8656,0.094694,0.36668,-4.4742
"X6.062__249.18491__.M.H..__w.o.MS2.NCGC00380110.01_C16H26O3_1.Propanone..3.hydroxy.1...1R.2R.4aR.6S.8aS..1.2.4a.5.6.7.8.8a.octahydro.2.hydroxy.1.2.6.trimethyl.1.naphthalenyl..",0.41882,-0.53592,1.8634,0.095036,0.36668,-4.4773
"X0.908__130.05080000000001__.M.H..__w.o.MS2.Pyroglutamic.acid..not.validated..isomer.of.88...PlaSMA.ID.89",1.6203,-0.080034,1.8565,0.096089,0.36668,-4.4867
"X6.442__411.09656__.M.Na..__Unknown",1.2884,-3.3313,1.853,0.096628,0.36668,-4.4915
"X4.349__262.05333999999999__.M.H..__w.o.MS2.Phosphotyrosine",0.62882,-0.20633,1.8492,0.097217,0.36668,-4.4967
"X0.844__256.08458999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1107",2.0519,-0.10571,1.8484,0.097335,0.36668,-4.4978
"X0.603__246.18407999999999__.M.H..__w.o.MS2.Unknown..carbon.number.11...PlaSMA.ID.1031",0.67753,0.28699,1.844,0.098022,0.36668,-4.5038
"X0.611__99.093209999999999__.M.H..__Unknown",0.84099,-0.63987,1.839,0.098801,0.36668,-4.5106
"X5.493__279.09369__.M.H..__Triphenylphosphine.oxide",0.39047,-0.35842,1.8368,0.099154,0.36668,-4.5137
"X7.368__347.29885999999999__.M.H..__w.o.MS2.3...Z..heptadec.10.enyl.benzene.1.2.diol",1.5987,0.39527,1.8278,0.10058,0.36668,-4.5259
"X4.884__225.11256__.M.H..__w.o.MS2..E.2S.3R..5..3.hydroxy.2..hydroxymethyl.phenyl.pent.4.ene.2.3.diol",-1.0254,0.14037,-1.8266,0.10077,0.36668,-4.5275
"X2.433__188.07315__.M.H..__w.o.MS2.MLS001048891.01.methyl.quinoline.2.carboxylate",-0.46466,0.025197,-1.8237,0.10124,0.36668,-4.5315
"X6.698__371.10924999999997__.M.H..__w.o.MS2.Chelerythrine",1.9986,-4.9467,1.8189,0.10201,0.36668,-4.538
"X8.208__507.41208__.M.H..__w.o.MS2.Valactamide.A.putative",0.8738,-0.79882,1.8153,0.1026,0.36668,-4.5429
"X8.208__523.39435000000003__.M.H..__Unknown",1.4406,-3.2125,1.8118,0.10317,0.36668,-4.5476
"X1.009__419.05493000000001__.M.Na..__Unknown",-1.0144,-0.09129,-1.8028,0.10466,0.36668,-4.5599
"X7.028__320.24691999999999__.M.H..__Unknown",1.2713,1.1482,1.8014,0.10489,0.36668,-4.5617
"X3.811__500.19774999999998__.M.H..__w.o.MS2.N..4.5.dihydroxy.2...4..hydroxy.phenyl.methyl..5.oxo.3.phenyl.2H.furan.2.yl.oxy..6..methoxymethyl.oxan.3.yl.acetamide",-1.9102,-0.41092,-1.7982,0.10543,0.36668,-4.5661
"X2.245__220.11882__.M.H..__w.o.MS2.Cis.Zeatin..LC.ESI.ITFT..MS2..CE.44.0.eV...M.H..",-0.50586,0.064579,-1.7951,0.10595,0.36668,-4.5703
"X0.428__136.93093999999999__.M.H..__Unknown",1.1859,-0.52828,1.7858,0.10751,0.3692,-4.5828
"X0.666__280.09488__.M.Na..__w.o.MS2.9.Methoxy.2.2.dimethyl.2.6.dihydro.pyrano.3.2.c.quinolin.5.one",1.2789,0.43597,1.7686,0.11049,0.37382,-4.606
"X2.672__298.10785__.M.H..__5..S.Methylthioadenosine..LC.ESI.QTOF..MS2..CE",1.2234,-0.51285,1.7584,0.11228,0.37382,-4.6196
"X1.876__206.13831999999999__.M.H..__w.o.MS2.AZELAIC.ACID",0.52281,-0.27676,1.7567,0.11257,0.37382,-4.6219
"X5.159__540.68871999999999__.M.2H.2.__Unknown",-0.84617,-0.32014,-1.7552,0.11285,0.37382,-4.624
"X1.095__252.15924000000001__.M.H..__Unknown",0.64588,-0.13442,1.7492,0.11392,0.37382,-4.6319
"X5.675__231.14333999999999__.M.Na..__w.o.MS2.lindenenol",2.359,0.71005,1.7492,0.11392,0.37382,-4.632
"X1.719__168.95728__.M.H..__Unknown",1.5723,-0.84186,1.7207,0.11914,0.38807,-4.6698
"X7.121__394.34579000000002__.M.H..__Unknown",1.3999,-1.9542,1.7068,0.12177,0.39375,-4.6882
"X6.188__346.33013999999997__.M.H..__w.o.MS2.icos.19.ene.1.2.4.triol",-0.499,0.38147,-1.6904,0.12493,0.40105,-4.7098
"X0.726__292.12484999999998__.M.H..__w.o.MS2.Cyproconazole..LC.ESI.ITFT..MS2..CE",-1.0055,-0.43552,-1.6716,0.12866,0.40632,-4.7345
"X2.432__144.08080000000001__.M.H..__w.o.MS2.1.Naphthylamine",-0.39765,-0.09733,-1.6667,0.12966,0.40632,-4.741
"X6.063__229.11754999999999__.M.H..__w.o.MS2.Proline.hydroxyproline",1.0813,-0.70097,1.6663,0.12974,0.40632,-4.7415
"X3.923__241.10565__.M.H..__w.o.MS2.NCGC00169556.02.3..3.4.5.trimethoxyphenyl.propanoic.acid",-0.68442,-0.27126,-1.6638,0.13024,0.40632,-4.7447
"X4.648__350.11606__.M.2H.2.__w.o.MS2.MMV688889",-0.51739,-0.25131,-1.6465,0.1338,0.4133,-4.7673
"X7.219__311.25344999999999__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",1.0302,-0.23833,1.6414,0.13487,0.4133,-4.7739
"X0.586__196.03073000000001__.M.H..__w.o.MS2.N.Methylbenzylamine.Hydrochloride",-2.676,-0.56611,-1.6375,0.13568,0.4133,-4.7789
"X4.174__249.12058999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-3.9645,-2.723,-1.635,0.13621,0.4133,-4.7822
"X3.921__481.21181999999999__.M.H..__Unknown",-1.2012,-0.14493,-1.6264,0.13804,0.41599,-4.7932
"X1.459__220.07642000000001__.M.H..__w.o.MS2.O.SUCCINYL.L.HOMOSERINE",-0.82687,-0.60014,-1.6208,0.13924,0.41677,-4.8004
"X2.672__136.06525__.M.H..__Adenine..LC.ESI.QTOF..MS2..CE",1.1395,-0.34731,1.6087,0.14187,0.41926,-4.816
"X6.616__385.17764__.M.H..__w.o.MS2..4aR..5.hydroxy.6.methoxy.1.1.dimethyl.7.propan.2.yl.2.3.4.9.10.10a.hexahydrophenanthrene.4a.carboxylic.acid",-0.57482,0.41615,-1.6083,0.14196,0.41926,-4.8165
"X1.008__323.06787000000003__.M.H..__w.o.MS2.3.4.DIMETHOXYDALBERGIONE",-0.68008,0.30875,-1.5992,0.14398,0.42094,-4.8282
"X2.993__160.13328999999999__.M.H..__w.o.MS2.4.aminovaleric.acid.betaine..CE0..RXHVPPWXTMHWGY.UHFFFAOYSA.N",0.55157,-0.21249,1.5971,0.14443,0.42094,-4.8308
"X1.083__312.11176__.M.H..__w.o.MS2.C11H21NO7S..PlaSMA.ID.1653",0.78517,-1.7769,1.5911,0.14578,0.42209,-4.8385
"X7.516__481.29802999999998__.M.H..__w.o.MS2.Smilagenin.Acetate",2.7247,-0.55721,1.5836,0.14748,0.42424,-4.8481
"X0.591__226.04044999999999__.M.H..__Unknown",0.40347,0.18663,1.5734,0.1498,0.42478,-4.861
"X1.459__154.08447000000001__.M.Na..__w.o.MS2.Dopamine..CE0..VYFYYTLLBUKUHU.UHFFFAOYSA.N",-0.51088,-0.28306,-1.5727,0.14998,0.42478,-4.862
"X2.435__160.07657__.M.H..__w.o.MS2.Unknown..carbon.number.10...PlaSMA.ID.289",-0.5538,0.35944,-1.5702,0.15054,0.42478,-4.8651
"X1.031__202.18224000000001__.M.H..__Unknown",0.57841,0.083201,1.5634,0.15213,0.42575,-4.8737
"X2.247__258.07211000000001__.M.K..__w.o.MS2.Orbencarb..LC.ESI.ITFT..MS2..CE",-0.52476,0.31097,-1.5605,0.15281,0.42575,-4.8774
"X0.717__157.06164999999999__.M.H.H2O..__Unknown",1.0014,-0.054301,1.5523,0.15475,0.42637,-4.8877
"X4.664__249.12031999999999__.M.H..__w.o.MS2.MLS000860057.01.6.Hydroxymelatonin",-1.5402,0.41592,-1.549,0.15553,0.42637,-4.8918
"X2.379__329.06792999999999__.M.H..__w.o.MS2.aflatoxin.G1",-0.43915,-0.79251,-1.5472,0.15595,0.42637,-4.8941
"X0.58__429.93588__.M.H..__Unknown",-0.60184,0.095724,-1.5433,0.15688,0.42637,-4.8989
"X3.093__114.03863__.M.H..__Unknown",-0.51507,-0.12499,-1.5344,0.15903,0.42901,-4.9101
"X1.805__209.09503000000001__.M.H..__w.o.MS2.MLS000069600.01.CHALCONE614.47.1",1.1779,-0.13407,1.5284,0.1605,0.42901,-4.9176
"X6.847__307.20605__.M.Na..__w.o.MS2..1R.3S.5S..8.methyl.8.azabicyclo.3.2.1.octan.3.yl.3.hydroxy.2.phenylpropanoate",1.035,0.36576,1.5273,0.16076,0.42901,-4.9189
"X0.852__154.94202999999999__.M.H..__Unknown",-0.78586,-0.049007,-1.517,0.1633,0.43319,-4.9318
"X0.49__146.16550000000001__.M.H..__w.o.MS2.Spermidine..LC.ESI.QTOF..MS2..CE",-1.4093,1.9976,-1.5061,0.16604,0.43782,-4.9453
"X0.68__446.15996999999999__.M.H..__w.o.MS2.MLS001158243.01.N..2.hydroxy.2.phenylethyl..2..4..4.methoxyphenyl..2.oxochromen.7.yl.oxyacetamide",-2.2798,-2.583,-1.4963,0.16853,0.44177,-4.9574
"X0.579__367.96352999999999__.M.K..__Unknown",-0.74841,-0.73584,-1.4856,0.17128,0.44499,-4.9706
"X0.575__507.05077999999997__.M.K..__w.o.MS2.ginnalin.A",-0.93772,-1.0178,-1.4837,0.17177,0.44499,-4.9729
"X1.049__170.08148__.M.H..__w.o.MS2.PYRIDOXINE",-0.4127,0.12057,-1.4604,0.17793,0.457,-5.0014
"X0.579__481.94720000000001__.M.H..__Unknown",-0.61013,-0.62414,-1.4584,0.17847,0.457,-5.0038
"X3.089__160.04459__.M.H..__w.o.MS2.Brompheniramine",-0.3772,-0.044602,-1.4407,0.18327,0.46288,-5.0252
"X0.788__252.92823999999999__.M.H..__Unknown",-1.114,0.4585,-1.4402,0.1834,0.46288,-5.0257
"X5.377__113.06165__.M.H..__w.o.MS2.1.2.Cyclohexanedione",-0.44657,0.11161,-1.4384,0.1839,0.46288,-5.0279
"X0.692__316.98538000000002__.M.K..__Unknown",-0.61636,-2.6007,-1.4153,0.19039,0.47651,-5.0557
"X8.902__311.25742000000002__.M.H..__w.o.MS2.NCGC00385642.01.1.4.dihydroxyheptadec.16.en.2.yl.acetate",-0.49944,-0.46195,-1.3962,0.19588,0.48751,-5.0784
"X7.225__179.10856999999999__.M.H..__w.o.MS2.MLS001065600.01.",-0.78502,-0.09622,-1.3848,0.19922,0.49305,-5.0918
"X3.444__350.11617999999999__.M.H..__w.o.MS2.MMV688889",-0.41186,-0.086241,-1.3797,0.20073,0.49402,-5.0978
